,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1711,2759,1901,2835,1255,1620,1045,combine
median_Examscore(%),54.345,54.345,58.695,56.519999999999996,54.349999999999994,56.519999999999996,56.519999999999996,56.519999999999996,60.870000000000005,60.870000000000005,56.519999999999996,56.519999999999996,56.519999999999996,56.519999999999996,54.345,56.519999999999996,41.305,58.695,52.17,56.52,52.175,52.17,54.345,45.655
mean_Examscore(%),53.25958333333333,52.89791666666665,53.80375000000001,54.89083333333332,55.61708333333333,54.70958333333332,54.70958333333332,54.89083333333332,53.80458333333333,55.978333333333325,54.52833333333333,54.709166666666654,54.89083333333332,54.709166666666654,52.17333333333334,54.709166666666654,46.92125000000001,55.072916666666664,48.91291666666666,51.81208333333334,49.27583333333334,49.09374999999999,51.267083333333325,43.479166666666664
sd_Examscore(%),27.59401927626421,27.63677795024258,24.083729815953053,29.25861061170773,26.646925832834444,29.457579002497912,29.457579002497912,29.25861061170773,30.00834984947366,28.27299305400622,29.654056495978196,29.485852601259275,29.25861061170773,29.485852601259275,25.673843171375914,29.485852601259275,28.952967154770462,28.167421588588397,26.063057059698533,27.73390908008315,26.234103081537846,29.44538434524383,27.97116255362743,28.897212881501915
Total_acc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Total_acc2,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0
Total_acc3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0
Total_acc5,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,7.0
rate_acc1,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.125,0.0,0.125
rate_acc2,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666
rate_acc3,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.25
rate_acc5,0.125,0.125,0.125,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.125,0.25,0.25,0.16666666666666666,0.20833333333333334,0.25,0.20833333333333334,0.25,0.20833333333333334,0.2916666666666667
