INRESMut10_T2,50,0.2
INRESMut11_T2,0,0
INRESMut12_T3,0,0
INRESMut13_T2,1,0.004
INRESMut14_T3,0,0
INRESMut15_T3,0,0
INRESMut16_T7,87,0.348
INRESMut17_T3,13,0.052
INRESMut18_T3,0,0
INRESMut19_T3,0,0
INRESMut1_T2,13,0.052
INRESMut20_T2,156,0.624
INRESMut21_T2,156,0.624
INRESMut22_T2,156,0.624
INRESMut23_T2,0,0
INRESMut25_T2,156,0.624
INRESMut26_T3,0,0
INRESMut27_T2,50,0.2
INRESMut28_T3,0,0
INRESMut29_T2,13,0.052
INRESMut2_T2,156,0.624
INRESMut30_T2,156,0.624
INRESMut33_T2,156,0.624
INRESMut34_T3,50,0.2
INRESMut35_T2,13,0.052
INRESMut36_T7,87,0.348
INRESMut37_T7,87,0.348
INRESMut38_T3,0,0
INRESMut39_T2,156,0.624
INRESMut3_T2,156,0.624
INRESMut40_T2,156,0.624
INRESMut41_T2,156,0.624
INRESMut42_T7,87,0.348
INRESMut43_T3,0,0
INRESMut44_T7,87,0.348
INRESMut45_T3,1,0.004
INRESMut46_T3,156,0.624
INRESMut47_T2,1,0.004
INRESMut48_T2,1,0.004
INRESMut49_T3,50,0.2
INRESMut4_T3,0,0
INRESMut51_T3,0,0
INRESMut52_T3,50,0.2
INRESMut53_T3,0,0
INRESMut54_T3,0,0
INRESMut55_T7,87,0.348
INRESMut56_T2,50,0.2
INRESMut58_T2,156,0.624
INRESMut59_T3,50,0.2
INRESMut5_T7,87,0.348
INRESMut60_T7,87,0.348
INRESMut61_T2,156,0.624
INRESMut62_T7,87,0.348
INRESMut63_T7,87,0.348
INRESMut64_T2,156,0.624
INRESMut65_T2,1,0.004
INRESMut66_T2,13,0.052
INRESMut67_T3,156,0.624
INRESMut68_T2,156,0.624
INRESMut69_T3,50,0.2
INRESMut6_T3,0,0
INRESMut70_T3,50,0.2
INRESMut71_T3,0,0
INRESMut72_T3,50,0.2
INRESMut73_T7,87,0.348
INRESMut74_T2,156,0.624
INRESMut75_T3,0,0
INRESMut76_T3,0,0
INRESMut77_T2,50,0.2
INRESMut78_T7,87,0.348
INRESMut79_T7,87,0.348
INRESMut7_T2,156,0.624
INRESMut80_T3,0,0
INRESMut81_T2,156,0.624
INRESMut82_T2,156,0.624
INRESMut83_T2,1,0.004
INRESMut84_T2,156,0.624
INRESMut85_T2,156,0.624
INRESMut86_T2,156,0.624
INRESMut87_T2,13,0.052
INRESMut88_T7,87,0.348
INRESMut89_T2,156,0.624
INRESMut8_T7,87,0.348
INRESMut90_T3,0,0
INRESMut91_T7,87,0.348
INRESMut92_T2,1,0.004
INRESMut93_T2,13,0.052
INRESMut94_T2,156,0.624
INRESMut95_T2,156,0.624
INRESMut96_T3,0,0
INRESMut97_T2,1,0.004
INRESMut98_T7,87,0.348
INRESMut99_T3,0,0
INRESMut9_T3,0,0
INRESMut101_T3,13,0.052
INRESMut102_T3,0,0
INRESMut103_T2,156,0.624
INRESMut104_T2,156,0.624
INRESMut105_T3,0,0
INRESMut106_T2,156,0.624
INRESMut107_T3,0,0
INRESMut108_T3,0,0
INRESMut109_T2,156,0.624
INRESMut110_T3,0,0
INRESMut111_T3,0,0
INRESMut112_T2,1,0.004
INRESMut113_T2,156,0.624
INRESMut114_T2,156,0.624
INRESMut115_T2,156,0.624
INRESMut116_T3,50,0.2
INRESMut117_T2,156,0.624
INRESMut118_T3,0,0
INRESMut119_T2,156,0.624
INRESMut120_T3,1,0.004
INRESMut121_T3,0,0
INRESMut122_T3,0,0
INRESMut123_T2,156,0.624
INRESMut124_T3,0,0
INRESMut125_T2,156,0.624
INRESMut126_T3,0,0
INRESMut127_T2,156,0.624
INRESMut128_T3,0,0
INRESMut129_T3,0,0
INRESMut130_T3,0,0
INRESMut131_T3,0,0
INRESMut132_T3,0,0
INRESMut133_T2,0,0
INRESMut134_T2,156,0.624
INRESMut135_T3,0,0
INRESMut136_T2,156,0.624
INRESMut137_T2,156,0.624
INRESMut138_T2,156,0.624
INRESMut139_T3,0,0
INRESMut140_T3,0,0
INRESMut141_T2,156,0.624
INRESMut142_T2,156,0.624
INRESMut143_T2,13,0.052
INRESMut144_T2,156,0.624
INRESMut145_T3,0,0
INRESMut146_T7,87,0.348
INRESMut147_T7,87,0.348
INRESMut148_T3,0,0
INRESMut149_T7,87,0.348
INRESMut150_T7,87,0.348
INRESMut151_T2,156,0.624
INRESMut152_T2,156,0.624
INRESMut153_T7,87,0.348
INRESMut154_T2,156,0.624
INRESMut155_T3,50,0.2
INRESMut156_T2,156,0.624
INRESMut157_T2,156,0.624
INRESMut158_T2,50,0.2
INRESMut159_T7,87,0.348
INRESMut160_T7,87,0.348
INRESMut161_T7,87,0.348
INRESMut162_T2,0,0
INRESMut163_T7,87,0.348
INRESMut164_T2,156,0.624
INRESMut165_T3,0,0
INRESMut166_T3,0,0
INRESMut167_T3,0,0
INRESMut168_T2,156,0.624
INRESMut169_T3,50,0.2
INRESMut170_T7,87,0.348
INRESMut171_T2,0,0
INRESMut172_T7,87,0.348
INRESMut173_T3,0,0
INRESMut174_T3,0,0
INRESMut175_T2,156,0.624
INRESMut176_T3,0,0
INRESMut177_T2,50,0.2
INRESMut178_T3,50,0.2
INRESMut179_T2,156,0.624
INRESMut180_T7,87,0.348
INRESMut181_T3,0,0
INRESMut182_T3,13,0.052
INRESMut183_T3,0,0
INRESMut184_T2,156,0.624
INRESMut185_T7,87,0.348
INRESMut186_T2,156,0.624
INRESMut187_T3,0,0
INRESMut188_T2,156,0.624
INRESMut189_T3,0,0
INRESMut190_T3,0,0
INRESMut191_T3,50,0.2
INRESMut192_T3,13,0.052
INRESMut193_T2,50,0.2
INRESMut194_T7,87,0.348
INRESMut195_T7,87,0.348
INRESMut196_T7,87,0.348
INRESMut197_T3,0,0
INRESMut198_T2,156,0.624
INRESMut199_T2,0,0
INRESMut200_T3,50,0.2
INRESMut24_T3,50,0.2
INRESMut31_T3,50,0.2
INRESMut32_T2,50,0.2
INRESMut50_T2,156,0.624
INRESMut57_T7,87,0.348
INRESMut100_T7,87,0.348
