,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
0,19.841538461538455,19.173461538461538,15.326923076923059,19.843846153846144,18.67192307692308,18.67192307692308,18.67153846153846,20.343846153846144,18.67153846153846,18.67153846153846,19.006153846153843,19.006153846153843,19.508846153846164,18.67153846153846,18.67153846153846,19.006153846153843,7.468846153846158
1,17.834615384615375,13.487692307692292,15.326923076923087,21.682692307692314,22.351153846153842,22.351153846153842,22.350769230769224,20.343076923076914,22.350769230769224,22.350769230769224,22.685384615384613,22.685384615384613,21.51461538461539,22.350769230769224,22.350769230769224,22.685384615384613,10.646538461538462
2,18.67192307692308,21.681923076923084,22.350769230769217,9.81038461538462,14.324615384615385,14.324615384615385,13.990000000000002,21.34692307692307,13.990000000000002,13.990000000000002,14.324615384615385,14.324615384615385,16.331923076923076,13.990000000000002,13.990000000000002,14.324615384615385,2.6200000000000045
3,7.969230769230762,5.294999999999995,6.129230769230759,5.963461538461544,19.843846153846144,19.843846153846144,20.010769230769228,11.47999999999999,20.010769230769228,20.010769230769228,20.178076923076915,20.178076923076915,16.499230769230763,20.010769230769228,20.010769230769228,20.178076923076915,4.459230769230771
4,17.166923076923084,16.331538461538464,19.675384615384623,13.991153846153857,13.655384615384605,13.655384615384605,13.8226923076923,21.681153846153848,13.8226923076923,13.8226923076923,13.488461538461543,13.488461538461543,12.820384615384611,13.65576923076923,13.8226923076923,13.488461538461543,10.311923076923073
5,21.3473076923077,26.530769230769224,19.00653846153846,13.991153846153857,10.645769230769218,10.645769230769218,11.146923076923066,24.691538461538464,11.146923076923066,11.146923076923066,11.314230769230754,11.314230769230754,15.997692307692311,11.146923076923066,11.146923076923066,11.314230769230754,8.137692307692312
6,15.495000000000012,16.16423076923077,12.651538461538458,3.1211538461538524,15.495769230769241,15.495769230769241,15.830000000000005,21.680769230769222,15.830000000000005,15.830000000000005,15.830000000000005,15.830000000000005,15.997692307692304,15.830000000000005,15.830000000000005,15.830000000000005,6.801153846153852
7,15.159230769230774,11.816153846153831,12.31692307692309,14.49230769230769,22.85384615384615,22.85384615384615,22.51923076923076,16.496923076923082,22.51923076923076,22.51923076923076,22.85384615384615,22.85384615384615,20.67961538461538,22.51923076923076,22.51923076923076,22.85384615384615,8.304615384615381
8,15.996153846153838,13.153461538461542,10.310769230769239,10.144615384615392,21.01384615384614,21.01384615384614,21.180769230769222,19.173076923076913,21.180769230769222,21.180769230769222,21.34807692307691,21.34807692307691,19.007307692307684,21.180769230769222,21.180769230769222,21.34807692307691,6.967307692307685
9,18.671538461538454,16.164999999999992,13.153846153846153,11.314615384615387,8.64,8.64,8.806923076923077,25.694230769230757,8.806923076923077,8.806923076923077,8.974230769230772,8.974230769230772,6.466153846153858,8.806923076923077,8.806923076923077,8.974230769230772,0.6138461538461613
10,23.689230769230775,23.355769230769234,16.33115384615384,2.118076923076927,7.302307692307707,7.302307692307707,6.800769230769248,30.544230769230765,6.800769230769248,6.800769230769248,6.968076923076936,6.968076923076936,6.800769230769248,6.800769230769248,6.800769230769248,6.968076923076936,-1.3934615384615263
11,22.015769230769223,21.013076923076923,18.50461538461539,17.837692307692308,21.181153846153848,21.181153846153848,21.01423076923077,25.86192307692307,21.01423076923077,21.01423076923077,20.846923076923076,20.846923076923076,22.68653846153847,21.01423076923077,21.01423076923077,20.846923076923076,13.656538461538467
12,21.179615384615396,20.01038461538461,17.668461538461536,14.826538461538469,13.48884615384614,13.48884615384614,13.488461538461522,25.192692307692305,13.488461538461522,13.488461538461522,13.823076923076911,13.823076923076911,13.823461538461522,13.488461538461522,13.488461538461522,13.823076923076911,7.971153846153847
13,11.649230769230762,11.648846153846144,12.652692307692298,9.475769230769238,20.511538461538457,20.511538461538457,20.511538461538457,15.829230769230762,20.511538461538457,20.511538461538457,20.511538461538457,20.511538461538457,15.328076923076928,20.511538461538457,20.511538461538457,20.511538461538457,9.643076923076933
14,21.513076923076923,18.672307692307676,19.674615384615393,24.85884615384615,19.676153846153838,19.676153846153838,19.843076923076914,20.34307692307693,19.843076923076914,19.843076923076914,19.843461538461533,19.843461538461533,22.351538461538446,19.676153846153845,19.843076923076914,19.843461538461533,13.488846153846161
15,23.018846153846148,19.00692307692308,13.655000000000001,14.993461538461546,17.67,17.67,17.669615384615376,24.858076923076915,17.669615384615376,17.669615384615376,17.83730769230769,17.83730769230769,17.669230769230765,17.502692307692307,17.669615384615376,17.83730769230769,11.649615384615387
16,18.169230769230765,14.491923076923072,14.658461538461538,21.01384615384616,15.32769230769231,15.32769230769231,15.160384615384615,19.507692307692302,15.160384615384615,15.160384615384615,15.160769230769226,15.160769230769226,12.986538461538458,14.993461538461538,15.160384615384615,15.160769230769226,6.632692307692302
