,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2500,1424,469,1427,508,1350,877,556,combine
0,29.79349359619758,29.45652003660084,30.494359861019106,28.486010034167066,29.39688192082056,29.39688192082056,29.39688192082056,25.732437039658723,29.04362475656233,29.39688192082056,29.35638672702529,29.35638672702529,28.12453449688842,29.340937601469612,29.39688192082056,29.382346173623823,28.00741533951321,27.835454507995138,28.12893078901744,27.794550467072977,27.922310207669657,28.412776779704817,28.1545833568888,28.032067928237712,25.536262079638828
1,30.742844685118737,31.47437092302243,30.67590168193919,25.29289710570934,31.450395583097734,31.450395583097734,31.450395583097734,23.62329212874446,31.128982358353237,31.450395583097734,31.426111314213426,31.426111314213426,29.967974444952617,31.408729078607006,31.450395583097734,30.767278868954264,27.11749618481274,27.1142608418522,27.376686176380076,27.3939154558088,27.556367128729672,25.59956105092429,27.839727626780643,27.287641634996607,26.351091059005512
2,29.412675090851565,30.94584631255057,29.11979308534546,25.539197142170835,30.94584631255057,30.94584631255057,30.94584631255057,25.571406146970748,30.617659893161875,30.94584631255057,30.94584631255057,30.94584631255057,28.446601536914738,30.878108064884202,30.94584631255057,30.422178685952122,26.262185723964407,27.062142068456687,26.782242251163364,27.22700153646499,27.446461866696044,25.862254026540946,27.650766264246638,26.962110278438267,25.602924071285294
3,25.210185990322778,23.44836158455426,25.964964227461078,22.280508357455997,23.298729421723124,23.298729421723124,23.298729421723124,18.651716185559618,22.91189442189362,23.298729421723124,23.20731542710904,23.20731542710904,20.202022654509953,23.305256688853124,23.298729421723124,23.251589787940667,22.49337661772164,21.817852605912737,22.470212133696766,22.297243080703943,22.305183388620684,22.01210191387153,22.375149906387964,22.51461109294732,19.964064858306454
4,36.51627268310207,36.37949479674871,36.56266621842558,31.883322354066763,36.302973491620946,36.302973491620946,36.302973491620946,28.417408385236918,35.907913125103775,36.302973491620946,36.26578517464269,36.26578517464269,35.0664498583285,36.16557837225889,36.27213410227379,35.74558050538089,32.62139098812312,32.52718886818636,32.47397368149865,32.99993483326899,32.83220285532686,32.386195016807186,32.54488183007173,32.317895594649514,31.547466660045252
5,30.896734093859607,31.358896568597558,31.139836367585488,31.31725925641216,31.342612914901224,31.342612914901224,31.342612914901224,30.483200602955066,30.972982812982888,31.342612914901224,31.32511036426421,31.32511036426421,31.30748765604377,31.24404397641253,31.342612914901224,30.932357561836977,31.155316410954114,30.900349744514756,31.03761933525186,30.822637903549616,30.912683491839832,31.41828237931964,30.270392311079593,30.14951891821825,27.546692178916867
6,34.3597250813604,33.923864353382065,35.2823154474495,33.05021860744645,33.8579662314991,33.8579662314991,33.8579662314991,28.928318956805402,33.44981102089118,33.8579662314991,33.825941706526564,33.825941706526564,32.61394271371269,33.76815042807843,33.8707416118002,33.867855369558505,32.187246035244044,31.87260526952051,32.24142082270362,31.864621536535886,31.968373006248953,32.96217859405938,32.212436169901835,32.157018010588814,29.789829992801234
7,29.595404243451945,30.818979001041978,30.599109834546933,26.71243438925026,30.797406882181924,30.797406882181924,30.797406882181924,25.629431922433763,30.406686145210454,30.797406882181924,30.797406882181924,30.797406882181924,27.725546282565233,30.729813791604183,30.812407901147015,30.58188461600538,25.312472143194547,25.817611217926416,26.026164719374233,26.14808873193858,26.17993065944471,27.423797554921773,26.54339137462782,26.01755681586314,24.34286073985553
8,34.79491266454527,35.21749774851511,35.54641457306208,31.053651519051133,35.17734995703912,35.17734995703912,35.17734995703912,24.667087404069413,34.78879995534961,35.17734995703912,35.157966380324105,35.157966380324105,32.89266622921691,35.13426308225822,35.17734995703912,35.051346184324125,31.332540523657933,31.57102274766108,31.890108351441306,31.798546942693257,31.75217188372054,31.347995284121968,32.02794887282043,31.82344742481556,29.458080034743155
9,28.196025239975466,28.076082151895765,28.423332258316698,27.488766899711354,28.031969528855207,28.031969528855207,28.031969528855207,26.514368903168965,27.670184115758968,28.031969528855207,28.011308531853107,28.011308531853107,27.789814189135313,27.90452100168238,28.048425547018972,27.558673093359673,26.81522420814962,26.21924504379687,26.573064256874854,26.487281067209096,26.483344369622206,27.597303056639426,25.082787571028327,25.01206240330186,24.735623265511897
10,33.45271251084632,33.256736645878725,32.85270167479888,32.2439803529279,33.21929463429349,33.21929463429349,33.21929463429349,31.779409937882736,32.86343354449338,33.21929463429349,33.180386164118104,33.180386164118104,32.58528317098584,33.073363275199775,33.21929463429349,32.60434752196911,32.2313152436157,32.34742203535443,32.52694263734809,32.528453144900695,32.5837146542052,32.52511417863638,32.252254350148405,31.94454964987507,30.241955404151145
11,30.232520112179422,31.845351110222246,31.166694028508488,27.004844670293267,31.845351110222246,31.845351110222246,31.845351110222246,25.344651625145687,31.48975455075296,31.845351110222246,31.845351110222246,31.845351110222246,28.863664730360682,31.78805481623561,31.862948268064173,31.873979941848077,26.966294591582283,27.135852495668278,26.962266676474613,27.253400264921073,27.279970106288605,27.434691541914592,27.767598023595777,27.214403202471058,25.509788787835934
12,29.83754468227348,30.373945951533305,31.055670040536345,28.35362327228509,30.351119353328627,30.351119353328627,30.351119353328627,27.60705072984074,30.01659742542449,30.351119353328627,30.313873292603173,30.313873292603173,29.974515842628712,30.32924794649547,30.351119353328627,30.37639340013886,28.04100846973946,28.150473797078437,28.274937883810342,28.242041651882513,27.828001036126665,28.635936181658177,28.18731652120625,28.42100015833363,26.283081332548
13,32.5157434534924,33.68389922994862,33.22526523596163,31.345219853538534,33.66989035721184,33.66989035721184,33.66989035721184,29.594939753275394,33.264437592319716,33.66989035721184,33.65579506811073,33.65579506811073,31.96904496019027,33.579579424604674,33.64864376662651,33.370348300050246,31.166514750075386,30.15793414122835,29.840452789236743,30.28372358765239,30.48848144791734,31.715752090509646,29.198418781388373,28.598675919233276,27.676860069981448
14,30.316911957959483,29.693159245859977,31.245343535744116,24.960002657585328,29.57742114631813,29.57742114631813,29.57742114631813,20.03891931550535,29.203738442192638,29.57742114631813,29.5324349938617,29.5324349938617,26.780345361228385,29.485447868397724,29.539941220884877,29.5324349938617,25.54119254589861,25.177869416083116,25.2823011215356,25.714763807328012,25.555849949995146,25.070256447298924,25.750193216103575,25.793398877749063,24.4772650092557
15,31.879850470163756,31.602662904677302,32.11161177829602,31.204898253319143,31.53398567154703,31.53398567154703,31.53398567154703,31.020214151420678,31.158737870245428,31.53398567154703,31.499938052849146,31.499938052849146,30.704518407991138,31.33721117670386,31.53402818120979,31.092545462430913,30.748723214685402,30.297580695494485,30.219756799153764,30.60567160402355,30.64984011921324,31.35809304363601,29.199159108896726,29.060436776942407,28.55627807797555
16,29.4868091977865,28.453763090319,29.747836431131145,26.997956607862008,28.385278097398775,28.385278097398775,28.385278097398775,26.083459203104177,28.03142211281238,28.385278097398775,28.341184655315075,28.341184655315075,26.6533437552089,28.189979945600058,28.385278097398775,28.217871860459876,26.042084990773432,26.01679105244662,26.411483727096183,26.376255976414342,26.38836000967093,27.24182507346623,26.301958532905243,26.051157728592408,26.120615472585378
17,27.541676982348047,28.012538484281166,28.330160606674998,27.693939330955903,28.039777947290048,28.039777947290048,28.039777947290048,28.378151660505775,27.670808173958346,28.039777947290048,28.039777947290048,28.039777947290048,27.713222626272344,27.799942014328018,28.082820234679655,28.039777947290048,27.546047810892944,27.663343675942958,27.68109252420022,27.509562076970013,27.570298106235025,27.665442535167706,27.666674297187704,27.67164302434293,26.089360059866042
18,29.093252006837144,28.03829343950876,29.027105654313292,25.812421118523538,27.928397304535753,27.928397304535753,27.928397304535753,24.268333770574362,27.596205699334828,27.928397304535753,27.873496210558155,27.873496210558155,26.38699033614861,27.781608646728863,27.951898969479696,27.72685416102351,25.672982380964882,25.807203374251927,26.00672461114625,26.044545794977246,26.137134980712787,26.050794184950806,26.180911462361276,25.76056627871367,25.67221375339494
19,28.106337351802587,28.2391783107559,28.52736281186889,29.356113996917234,28.220781243615495,28.220781243615495,28.220781243615495,29.1013041116717,27.86586903962145,28.220781243615495,28.201020531179367,28.201020531179367,28.078852285424112,28.10601922483273,28.236665065124107,28.395074467238157,28.31328008785512,27.687052070116337,27.446902089914143,27.293354850585885,27.37872055082195,29.37813087995899,27.685999097016527,27.474481990870487,25.274376794163164
20,28.710503594793778,27.291700435602515,28.72837646532315,25.522416780809245,27.193796455564396,27.193796455564396,27.193796455564396,24.206288005392317,26.845438426915912,27.193796455564396,27.119756371816223,27.119756371816223,25.5951452102412,27.012604773821177,27.193796455564396,26.98384382675431,24.781236705755155,24.836740647677587,25.225840831708002,25.187343230281353,25.225410554967517,25.784239223473968,25.152202700095007,24.747344301965008,24.951130081287566
21,29.11354746505482,29.447097519676422,30.273120409586674,25.60986136237367,29.40314566504748,29.40314566504748,29.40314566504748,23.693721038846277,29.03281179975512,29.40314566504748,29.340008759371564,29.340008759371564,28.044030707680616,29.41757368762194,29.42125932043018,29.314372231609077,26.02833550191022,26.148337435995174,26.271105781828066,26.074325175032495,26.270387016562964,25.80390530520526,26.767294054498674,26.271407696073947,24.848831977915314
22,32.769714280109305,32.483884276155564,34.163841509213604,29.511235148668376,32.41176201113828,32.41176201113828,32.41176201113828,25.809798959568308,32.006134031879995,32.41176201113828,32.342241609593685,32.342241609593685,32.06203818120946,32.40047433809161,32.42628473425018,32.468128859955364,29.641106271527722,29.254627696599837,29.499050453644553,29.078590681117955,29.20876802149199,29.461361209783455,29.74757819274257,29.51971288817017,28.26110488521872
23,29.974224165661624,30.67836547688506,30.032426364403747,27.309532523766617,30.65724937107046,30.65724937107046,30.65724937107046,26.904984358540954,30.324909040808894,30.65724937107046,30.63589975829011,30.63589975829011,29.323476840238435,30.528974898173924,30.622302673051873,30.035468072486122,27.62188564647002,27.597214762846388,27.336500763631033,27.89939253818979,28.016253960870642,27.746995621147885,27.413817987771544,26.95197410827884,26.18035141093412
24,30.356545488576263,31.11236796945335,30.931549309186995,30.113684607943053,31.134013565017067,31.134013565017067,31.134013565017067,31.272452504827097,30.77571472227195,31.134013565017067,31.134013565017067,31.134013565017067,31.41876672733458,30.979399649874853,31.150529460454866,31.072034173299095,29.737483546303416,30.142521029270263,30.022148834929638,29.789821488779243,29.905676022008485,30.388615730236875,30.194801969875545,29.881832552015055,28.26683915238254
25,34.62807943947609,35.02058214821678,35.19861352383073,31.93322891597403,35.001038356025944,35.001038356025944,35.001038356025944,32.6156894607488,34.61270685263819,35.001038356025944,34.98126807307019,34.98126807307019,32.931286021046915,34.7993556310075,35.05019573411823,34.76608448857401,31.51332565756905,31.979629386011755,32.09536429662909,32.16556388437796,32.3315141309528,32.359612652193476,32.489723595828465,31.87712842567013,31.3802764593728
26,30.99805571859844,31.846436414979514,31.154063977807667,29.12095881548774,31.809195342437274,31.809195342437274,31.809195342437274,27.678350896202854,31.456730827174862,31.809195342437274,31.790728339145254,31.790728339145254,30.420951294571097,31.757449923863007,31.809195342437274,31.49424969736539,29.196986014541523,28.64233293570899,28.59161714559007,28.849246830145614,28.765301771405078,29.404111118458705,27.99520930445065,27.729483094112425,26.44859033420622
