,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2819,260,1966,1558,1506,combine
0,77.91227272727272,77.91227272727272,77.91227272727272,77.91227272727272,13.236363636363633,13.236363636363633,13.236363636363633,77.91227272727272,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,24.15954545454546,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633,13.236363636363633
1,53.349545454545456,53.349545454545456,53.349545454545456,53.349545454545456,25.038636363636364,25.038636363636364,25.038636363636364,53.349545454545456,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.75590909090909,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364,25.038636363636364
2,62.20090909090911,62.20090909090911,62.20090909090911,62.20090909090911,20.25363636363636,20.25363636363636,20.25363636363636,62.20090909090911,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,26.951818181818183,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636,20.25363636363636
3,63.55863636363634,63.55863636363634,63.55863636363634,63.55863636363634,21.610909090909093,21.610909090909093,21.610909090909093,63.55863636363634,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,26.392727272727278,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093,21.610909090909093
4,43.938636363636384,43.938636363636384,43.938636363636384,43.938636363636384,29.265000000000008,29.265000000000008,29.265000000000008,43.938636363636384,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,27.830000000000005,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008,29.265000000000008
5,57.17772727272729,57.17772727272729,57.17772727272729,57.17772727272729,24.32227272727273,24.32227272727273,24.32227272727273,57.17772727272729,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,30.85909090909092,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273,24.32227272727273
6,54.14772727272726,54.14772727272726,54.14772727272726,54.14772727272726,25.837272727272726,25.837272727272726,25.837272727272726,54.14772727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,28.46681818181819,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726,25.837272727272726
7,56.619090909090914,56.619090909090914,56.619090909090914,56.619090909090914,23.76318181818182,23.76318181818182,23.76318181818182,56.619090909090914,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,28.38727272727273,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182,23.76318181818182
8,65.47136363636363,65.47136363636363,65.47136363636363,65.47136363636363,18.977727272727268,18.977727272727268,18.977727272727268,65.47136363636363,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,23.841363636363635,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268,18.977727272727268
9,74.96181818181817,74.96181818181817,74.96181818181817,74.96181818181817,14.831363636363637,14.831363636363637,14.831363636363637,74.96181818181817,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,23.76090909090909,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637,14.831363636363637
