,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,926,779,1279,468,2978,combine
median_Examscore(%),6.67,6.67,13.33,61.665,23.335,61.665,61.665,61.665,6.67,100.0,100.0,100.0,61.665,61.665,6.67,41.665,6.67,6.67,6.67,6.67,6.67,6.67
mean_Examscore(%),6.788571428571426,7.740714285714281,12.378214285714288,53.21428571428571,22.856785714285714,50.118928571428576,50.118928571428576,53.21428571428571,7.619999999999997,93.80999999999999,68.09535714285714,67.85607142857143,52.02392857142858,51.90428571428571,8.454642857142854,38.80857142857144,5.954285714285712,5.834999999999999,5.834999999999999,6.429999999999999,5.834999999999999,5.477142857142858
sd_Examscore(%),1.4287723668207177,3.0159390510732083,4.043444675183506,33.27856182662762,16.095314490402902,36.9917373496144,36.9917373496144,33.27856182662762,4.43098601183044,18.697235089713132,43.804805966853124,44.141313506382915,34.64594213204385,34.990496850448835,4.754549074808452,25.53589321578633,1.3956371930423657,1.472801563159289,1.472801563159289,2.0154624503792884,1.472801563159289,1.6297531218240504
Total_acc1,1.0,1.0,4.0,1.0,6.0,7.0,7.0,1.0,6.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,6.0,7.0,7.0,6.0,7.0,10.0
Total_acc2,27.0,23.0,4.0,2.0,9.0,8.0,8.0,2.0,23.0,1.0,5.0,5.0,2.0,5.0,23.0,5.0,28.0,28.0,28.0,24.0,28.0,28.0
Total_acc3,27.0,25.0,4.0,2.0,10.0,10.0,10.0,2.0,23.0,1.0,7.0,5.0,6.0,5.0,24.0,5.0,28.0,28.0,28.0,28.0,28.0,28.0
Total_acc5,28.0,28.0,27.0,8.0,13.0,10.0,10.0,8.0,26.0,1.0,8.0,8.0,10.0,8.0,25.0,8.0,28.0,28.0,28.0,28.0,28.0,28.0
rate_acc1,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.21428571428571427,0.25,0.25,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.17857142857142858,0.21428571428571427,0.25,0.25,0.21428571428571427,0.25,0.35714285714285715
rate_acc2,0.9642857142857143,0.8214285714285714,0.14285714285714285,0.07142857142857142,0.32142857142857145,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.8214285714285714,0.03571428571428571,0.17857142857142858,0.17857142857142858,0.07142857142857142,0.17857142857142858,0.8214285714285714,0.17857142857142858,1.0,1.0,1.0,0.8571428571428571,1.0,1.0
rate_acc3,0.9642857142857143,0.8928571428571429,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.8214285714285714,0.03571428571428571,0.25,0.17857142857142858,0.21428571428571427,0.17857142857142858,0.8571428571428571,0.17857142857142858,1.0,1.0,1.0,1.0,1.0,1.0
rate_acc5,1.0,1.0,0.9642857142857143,0.2857142857142857,0.4642857142857143,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.9285714285714286,0.03571428571428571,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.8928571428571429,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0
