index,trace,input_val,output_event,input_event
0,['t32'],{'qos': 1},!U.1put(out);,
1,"['t32', 't64']",{'qos': 1},!U.1put(out);,
2,"['t32', 't64', 't3']",{'qos': 1},,?U.input(qos);
3,"['t32', 't64', 't3', 't66']",{'qos': 1},,?U.input(qos);
4,"['t32', 't64', 't3', 't66', 't36']",{'qos': 1},!U.1put(out);,?U.input(qos);
5,"['t32', 't64', 't3', 't66', 't36', 't68']",{'qos': 1},!U.1put(out);,
6,"['t32', 't64', 't3', 't66', 't36', 't68', 't7']",{'qos': 1},,
7,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8']",{'qos': 1},!U.1put(out);,
8,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9']",{'qos': 1},,?U.input(qos);
9,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41']",{'qos': 1},,
10,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11']",{'qos': 1},,
11,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74']",{'qos': 1},,
12,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13']",{'qos': 1},,
13,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76']",{'qos': 1},!U.1put(out);,
14,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77']",{'qos': 1},,
15,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78']",{'qos': 1},,?U.input(qos);
16,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78', 't48']",{'qos': 1},!U.1put(out);,?U.input(qos);
17,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78', 't48', 't18']",{'qos': 1},,?U.input(qos);
18,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78', 't48', 't18', 't19']",{'qos': 1},,
19,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78', 't48', 't18', 't19', 't51']",{'qos': 1},,?U.input(qos);
20,"['t32', 't64', 't3', 't66', 't36', 't68', 't7', 't8', 't9', 't41', 't11', 't74', 't13', 't76', 't77', 't78', 't48', 't18', 't19', 't51', 't21']",{'qos': 1},,?U.input(qos);
0,['t1'],{'qos': 1},,
1,"['t1', 't33']",{'qos': 1},,?U.input(qos);
2,"['t1', 't33', 't3']",{'qos': 1},,?U.input(qos);
3,"['t1', 't33', 't3', 't4']",{'qos': 1},!U.1put(out);,
4,"['t1', 't33', 't3', 't4', 't67']",{'qos': 1},,
5,"['t1', 't33', 't3', 't4', 't67', 't37']",{'qos': 1},,
6,"['t1', 't33', 't3', 't4', 't67', 't37', 't69']",{'qos': 1},,?U.input(qos);
7,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39']",{'qos': 1},,?U.input(qos);
8,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39', 't71']",{'qos': 1},,
9,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39', 't71', 't41']",{'qos': 1},,
10,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39', 't71', 't41', 't42']",{'qos': 1},,?U.input(qos);
11,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39', 't71', 't41', 't42', 't43']",{'qos': 1},,
12,"['t1', 't33', 't3', 't4', 't67', 't37', 't69', 't39', 't71', 't41', 't42', 't43', 't44']",{'qos': 1},!U.1put(out);,
0,['t32'],{'qos': 1},!U.1put(out);,
1,"['t32', 't33']",{'qos': -1},,?U.input(qos);
2,"['t32', 't33', 't3']",{'qos': -1},,?U.input(qos);
3,"['t32', 't33', 't3', 't66']",{'qos': -1},,?U.input(qos);
4,"['t32', 't33', 't3', 't66', 't67']",{'qos': -1},,
5,"['t32', 't33', 't3', 't66', 't67', 't68']",{'qos': -1},!U.1put(out);,
6,"['t32', 't33', 't3', 't66', 't67', 't68', 't7']",{'qos': -1},,
7,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39']",{'qos': -1},,?U.input(qos);
8,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9']",{'qos': -1},,?U.input(qos);
9,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41']",{'qos': -1},,
10,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11']",{'qos': -1},,
11,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74']",{'qos': -1},,
12,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13']",{'qos': -1},,
13,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14']",{'qos': -1},,
14,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46']",{'qos': -1},,
15,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47']",{'qos': -1},,
16,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17']",{'qos': -1},,
17,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17', 't49']",{'qos': -1},,
18,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17', 't49', 't19']",{'qos': -1},,
19,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17', 't49', 't19', 't51']",{'qos': -1},,?U.input(qos);
20,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17', 't49', 't19', 't51', 't21']",{'qos': -1},,?U.input(qos);
21,"['t32', 't33', 't3', 't66', 't67', 't68', 't7', 't39', 't9', 't41', 't11', 't74', 't13', 't14', 't46', 't47', 't17', 't49', 't19', 't51', 't21', 't22']",{'qos': -1},,
0,['t63'],{'qos': -1},,?U.input(qos);
1,"['t63', 't64']",{'qos': -1},!U.1put(out);,
2,"['t63', 't64', 't34']",{'qos': -1},,
3,"['t63', 't64', 't34', 't66']",{'qos': -1},,?U.input(qos);
4,"['t63', 't64', 't34', 't66', 't67']",{'qos': -1},,
5,"['t63', 't64', 't34', 't66', 't67', 't37']",{'qos': -1},,
6,"['t63', 't64', 't34', 't66', 't67', 't37', 't69']",{'qos': -1},,?U.input(qos);
7,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39']",{'qos': -1},,?U.input(qos);
8,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71']",{'qos': -1},,
9,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72']",{'qos': -1},!U.1put(out);,?U.input(qos);
10,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73']",{'qos': -1},,
11,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12']",{'qos': -1},!U.1put(out);,?U.input(qos);
12,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44']",{'qos': -1},!U.1put(out);,
13,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14']",{'qos': -1},,
14,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77']",{'qos': -1},,
15,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77', 't78']",{'qos': -1},,?U.input(qos);
16,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77', 't78', 't79']",{'qos': -1},,
17,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77', 't78', 't79', 't18']",{'qos': -1},,?U.input(qos);
18,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77', 't78', 't79', 't18', 't19']",{'qos': -1},,
19,"['t63', 't64', 't34', 't66', 't67', 't37', 't69', 't39', 't71', 't72', 't73', 't12', 't44', 't14', 't77', 't78', 't79', 't18', 't19', 't51']",{'qos': -1},,?U.input(qos);
0,['t32'],{'qos': 1},!U.1put(out);,
1,"['t32', 't2']",{'qos': 1},,
2,"['t32', 't2', 't34']",{'qos': 1},,
3,"['t32', 't2', 't34', 't66']",{'qos': -1},,?U.input(qos);
4,"['t32', 't2', 't34', 't66', 't67']",{'qos': -1},,
5,"['t32', 't2', 't34', 't66', 't67', 't37']",{'qos': -1},,
6,"['t32', 't2', 't34', 't66', 't67', 't37', 't38']",{'qos': -1},,
7,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39']",{'qos': -1},,?U.input(qos);
8,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9']",{'qos': -1},,?U.input(qos);
9,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41']",{'qos': -1},,
10,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73']",{'qos': -1},,
11,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12']",{'qos': -1},!U.1put(out);,?U.input(qos);
12,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44']",{'qos': -1},!U.1put(out);,
13,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14']",{'qos': -1},,
14,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77']",{'qos': -1},,
15,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47']",{'qos': -1},,
16,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47', 't79']",{'qos': -1},,
17,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47', 't79', 't49']",{'qos': -1},,
18,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47', 't79', 't49', 't19']",{'qos': -1},,
19,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47', 't79', 't49', 't19', 't51']",{'qos': 1},,?U.input(qos);
20,"['t32', 't2', 't34', 't66', 't67', 't37', 't38', 't39', 't9', 't41', 't73', 't12', 't44', 't14', 't77', 't47', 't79', 't49', 't19', 't51', 't21']",{'qos': 1},,?U.input(qos);
0,['t32'],{'qos': 1},!U.1put(out);,
1,"['t32', 't2']",{'qos': 1},,
2,"['t32', 't2', 't3']",{'qos': 1},,?U.input(qos);
3,"['t32', 't2', 't3', 't4']",{'qos': 1},!U.1put(out);,
4,"['t32', 't2', 't3', 't4', 't67']",{'qos': 1},,
5,"['t32', 't2', 't3', 't4', 't67', 't37']",{'qos': 1},,
6,"['t32', 't2', 't3', 't4', 't67', 't37', 't69']",{'qos': 1},,?U.input(qos);
7,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8']",{'qos': 1},!U.1put(out);,
8,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9']",{'qos': 1},,?U.input(qos);
9,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72']",{'qos': 1},!U.1put(out);,?U.input(qos);
10,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42']",{'qos': 1},,?U.input(qos);
11,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43']",{'qos': 1},,
12,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44']",{'qos': 1},!U.1put(out);,
13,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14']",{'qos': 1},,
14,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77']",{'qos': 1},,
15,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77', 't47']",{'qos': 1},,
16,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77', 't47', 't79']",{'qos': 1},,
17,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77', 't47', 't79', 't18']",{'qos': 1},,?U.input(qos);
18,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77', 't47', 't79', 't18', 't19']",{'qos': 1},,
19,"['t32', 't2', 't3', 't4', 't67', 't37', 't69', 't8', 't9', 't72', 't42', 't43', 't44', 't14', 't77', 't47', 't79', 't18', 't19', 't51']",{'qos': 1},,?U.input(qos);
0,['t63'],{'qos': 1},,?U.input(qos);
1,"['t63', 't33']",{'qos': 1},,?U.input(qos);
2,"['t63', 't33', 't34']",{'qos': 1},,
3,"['t63', 't33', 't34', 't66']",{'qos': 1},,?U.input(qos);
4,"['t63', 't33', 't34', 't66', 't36']",{'qos': 1},!U.1put(out);,?U.input(qos);
5,"['t63', 't33', 't34', 't66', 't36', 't37']",{'qos': 1},,
6,"['t63', 't33', 't34', 't66', 't36', 't37', 't7']",{'qos': 1},,
7,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39']",{'qos': 1},,?U.input(qos);
8,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71']",{'qos': 1},,
9,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41']",{'qos': 1},,
10,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73']",{'qos': 1},,
11,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73', 't74']",{'qos': 1},,
12,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73', 't74', 't13']",{'qos': 1},,
13,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73', 't74', 't13', 't76']",{'qos': 1},!U.1put(out);,
14,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73', 't74', 't13', 't76', 't46']",{'qos': 1},,
15,"['t63', 't33', 't34', 't66', 't36', 't37', 't7', 't39', 't71', 't41', 't73', 't74', 't13', 't76', 't46', 't16']",{'qos': 1},!U.1put(out);,
0,['t1'],{'qos': 1},,
1,"['t1', 't64']",{'qos': 1},!U.1put(out);,
2,"['t1', 't64', 't34']",{'qos': 1},,
3,"['t1', 't64', 't34', 't66']",{'qos': 0},,?U.input(qos);
4,"['t1', 't64', 't34', 't66', 't36']",{'qos': 0},!U.1put(out);,?U.input(qos);
5,"['t1', 't64', 't34', 't66', 't36', 't37']",{'qos': 0},,
6,"['t1', 't64', 't34', 't66', 't36', 't37', 't69']",{'qos': 0},,?U.input(qos);
7,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8']",{'qos': 0},!U.1put(out);,
8,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71']",{'qos': 0},,
9,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41']",{'qos': 0},,
10,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41', 't42']",{'qos': 0},,?U.input(qos);
11,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41', 't42', 't12']",{'qos': 0},!U.1put(out);,?U.input(qos);
12,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41', 't42', 't12', 't13']",{'qos': 0},,
13,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41', 't42', 't12', 't13', 't76']",{'qos': 0},!U.1put(out);,
14,"['t1', 't64', 't34', 't66', 't36', 't37', 't69', 't8', 't71', 't41', 't42', 't12', 't13', 't76', 't46']",{'qos': 0},,
0,['t63'],{'qos': 1},,?U.input(qos);
1,"['t63', 't33']",{'qos': 1},,?U.input(qos);
2,"['t63', 't33', 't34']",{'qos': 1},,
3,"['t63', 't33', 't34', 't66']",{'qos': 1},,?U.input(qos);
4,"['t63', 't33', 't34', 't66', 't36']",{'qos': 1},!U.1put(out);,?U.input(qos);
5,"['t63', 't33', 't34', 't66', 't36', 't6']",{'qos': 1},,?U.input(qos);
6,"['t63', 't33', 't34', 't66', 't36', 't6', 't69']",{'qos': 1},,?U.input(qos);
7,"['t63', 't33', 't34', 't66', 't36', 't6', 't69', 't8']",{'qos': 1},!U.1put(out);,
8,"['t63', 't33', 't34', 't66', 't36', 't6', 't69', 't8', 't9']",{'qos': 1},,?U.input(qos);
9,"['t63', 't33', 't34', 't66', 't36', 't6', 't69', 't8', 't9', 't72']",{'qos': 1},!U.1put(out);,?U.input(qos);
10,"['t63', 't33', 't34', 't66', 't36', 't6', 't69', 't8', 't9', 't72', 't73']",{'qos': 1},,
