93.5569557801,92.8484848485
93.6348914871,92.2121212121
92.9084129818,92.0606060606
94.5619918408,92.0
93.1250924012,92.2424242424
92.8533341345,92.0606060606
92.1587140625,91.8787878788
92.860840842,92.0303030303
93.8915436415,91.9393939394
94.0338252317,91.7272727273
91.5454545455,91.5454545455
93.5454545455,93.5454545455
92.4614511928,90.0
94.3528176149,93.2424242424
91.9696969697,91.9696969697
92.2359438821,91.6060606061
90.9090909091,90.9090909091
91.0909090909,91.0909090909
92.7977423667,92.3333333333
92.9289317207,92.4848484848
94.7276074973,91.5757575758
101.188181818,92.2727272727
73.5518181818,90.0606060606
95.5109090909,92.303030303
93.3328146246,92.0303030303
93.4534967832,92.4848484848
95.6463366783,92.696969697
93.1743961303,92.4848484848
75.8827272727,90.7272727273
92.4545454545,92.4545454545
81.1918181818,90.7272727273
91.6124737712,91.1818181818
89.7272727273,89.7272727273
91.9090909091,91.9090909091
78.3954545455,90.5757575758
94.5027863892,92.4242424242
92.5757575758,92.5757575758
93.5972583559,92.9696969697
94.4063578133,92.1515151515
92.2727272727,92.2727272727
92.0916880324,89.5757575758
92.7420030162,92.0909090909
92.6410240412,92.0
90.0909090909,90.0909090909
90.7575757576,90.7575757576
101.698181818,91.3939393939
92.7586444824,91.7878787879
92.3792013084,91.7575757576
93.8502942483,92.3333333333
95.5263636364,91.8181818182
91.9823276409,91.5151515152
92.2106340244,90.303030303
90.9272727273,91.6363636364
92.4370910861,91.9090909091
91.3429743744,91.0606060606
90.9696969697,90.9696969697
94.8349874524,91.8181818182
91.5794662317,90.6060606061
93.2869100686,92.3636363636
92.1937448525,92.0909090909
92.7326459791,92.0909090909
92.5454545455,92.5454545455
91.6363636364,91.6363636364
95.1207153502,93.2424242424
94.006027758,92.7272727273
75.2563636364,90.6363636364
91.6666666667,91.6666666667
93.2667512187,91.7272727273
92.681768082,92.0909090909
92.9090909091,92.9090909091
93.7272727273,93.7272727273
93.362939722,93.2727272727
91.7575757576,91.7575757576
90.8181818182,90.8181818182
78.8218181818,89.8181818182
90.2468875162,89.1212121212
93.2466584251,92.7272727273
93.3432323188,92.1212121212
91.2209090909,92.6060606061
92.4242424242,92.4242424242
94.5471634588,92.5151515152
92.4545454545,92.4545454545
93.5629263318,92.8181818182
90.607156953,89.9090909091
99.2881818182,92.2424242424
94.9220225746,92.9090909091
94.8181818182,91.7272727273
93.2720294623,92.5151515152
91.0732331907,89.7878787879
92.5151515152,92.5151515152
92.0,92.0
92.8580748025,91.7272727273
92.5948407831,92.5151515152
91.6363636364,91.6363636364
89.9090909091,89.9090909091
98.47,91.7575757576
92.7384638303,92.303030303
93.1212121212,93.1212121212
92.6060606061,92.6060606061
73.5890909091,91.9090909091
78.1963636364,91.7575757576
93.4466477206,91.303030303
93.5432991548,92.9090909091
