,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,23,844,2628,2895,1144,combine
median_Examscore(%),72.22,72.22,5.56,5.56,16.67,16.67,16.67,5.56,11.11,5.56,16.67,16.67,11.11,16.67,100.0,16.67,11.11,11.11,5.56,5.56,5.56,5.56
mean_Examscore(%),46.36576923076924,46.36576923076924,10.26038461538462,22.00923076923076,14.744615384615384,24.145384615384614,23.718461538461533,22.00923076923076,22.864230769230776,22.00923076923076,24.145384615384614,24.145384615384614,23.29,24.145384615384614,62.39269230769231,24.145384615384614,8.76192307692308,11.114230769230774,10.26038461538462,10.26038461538462,12.821923076923078,10.26038461538462
sd_Examscore(%),30.789141355104647,30.789141355104647,5.597567672315704,19.588967695736685,7.523719415698186,18.113754162131986,18.492110683706755,19.588967695736685,33.63970299192035,19.588967695736685,18.113754162131986,18.113754162131986,18.590145776728058,18.113754162131986,44.78557969326219,18.113754162131986,2.796264678789573,5.211052233917386,5.597567672315704,5.597567672315704,8.277174406392929,5.597567672315704
Total_acc1,0.0,0.0,15.0,15.0,9.0,9.0,11.0,15.0,9.0,15.0,9.0,9.0,9.0,9.0,0.0,9.0,11.0,11.0,15.0,15.0,14.0,15.0
Total_acc2,11.0,11.0,15.0,15.0,11.0,11.0,11.0,15.0,22.0,15.0,11.0,11.0,15.0,11.0,11.0,11.0,26.0,15.0,15.0,15.0,15.0,15.0
Total_acc3,11.0,11.0,26.0,15.0,15.0,15.0,15.0,15.0,22.0,15.0,15.0,15.0,15.0,15.0,11.0,15.0,26.0,26.0,26.0,26.0,15.0,26.0
Total_acc5,11.0,11.0,26.0,15.0,26.0,15.0,15.0,15.0,22.0,15.0,15.0,15.0,15.0,15.0,11.0,15.0,26.0,26.0,26.0,26.0,26.0,26.0
rate_acc1,0.0,0.0,0.5769230769230769,0.5769230769230769,0.34615384615384615,0.34615384615384615,0.4230769230769231,0.5769230769230769,0.34615384615384615,0.5769230769230769,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.0,0.34615384615384615,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.5769230769230769,0.5384615384615384,0.5769230769230769
rate_acc2,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.8461538461538461,0.5769230769230769,0.4230769230769231,0.4230769230769231,0.5769230769230769,0.4230769230769231,0.4230769230769231,0.4230769230769231,1.0,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769
rate_acc3,0.4230769230769231,0.4230769230769231,1.0,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.8461538461538461,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.5769230769230769,1.0,1.0,1.0,1.0,0.5769230769230769,1.0
rate_acc5,0.4230769230769231,0.4230769230769231,1.0,0.5769230769230769,1.0,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.8461538461538461,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.5769230769230769,1.0,1.0,1.0,1.0,1.0,1.0
