,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
0,33.27181962190197,33.27181962190197,33.27181962190197,33.27181962190197,17.254372787877,17.254372787877,17.254372787877,33.27181962190197,17.254372787877,17.254372787877,17.254372787877,17.254372787877,16.725412638320105,17.254372787877,17.254372787877,17.254372787877,17.254372787877
1,33.952631709486084,33.952631709486084,33.952631709486084,33.952631709486084,17.20484045450393,17.20484045450393,17.20484045450393,33.952631709486084,17.20484045450393,17.20484045450393,17.20484045450393,17.20484045450393,16.780725337634927,17.20484045450393,17.20484045450393,17.20484045450393,17.20484045450393
2,33.47541137088858,33.47541137088858,33.47541137088858,33.47541137088858,17.05193541210796,17.05193541210796,17.05193541210796,33.47541137088858,17.05193541210796,17.05193541210796,17.05193541210796,17.05193541210796,16.585676636197856,17.05193541210796,17.05193541210796,17.05193541210796,17.05193541210796
3,28.9199365205904,28.9199365205904,28.9199365205904,28.9199365205904,14.228710906799114,14.228710906799114,14.228710906799114,28.9199365205904,14.228710906799114,14.228710906799114,14.228710906799114,14.228710906799114,13.112851739264453,14.228710906799114,14.228710906799114,14.228710906799114,14.228710906799114
4,30.64255132189798,30.64255132189798,30.64255132189798,30.64255132189798,15.199502725973739,15.199502725973739,15.199502725973739,30.64255132189798,15.199502725973739,15.199502725973739,15.199502725973739,15.199502725973739,13.726926803932463,15.199502725973739,15.199502725973739,15.199502725973739,15.199502725973739
5,34.4927724909517,34.4927724909517,34.4927724909517,34.4927724909517,16.82653553325663,16.82653553325663,16.82653553325663,34.4927724909517,16.82653553325663,16.82653553325663,16.82653553325663,16.82653553325663,17.170808971505412,16.82653553325663,16.82653553325663,16.82653553325663,16.82653553325663
6,33.67598733435625,33.67598733435625,33.67598733435625,33.67598733435625,16.843497062369302,16.843497062369302,16.843497062369302,33.67598733435625,16.843497062369302,16.843497062369302,16.843497062369302,16.843497062369302,16.441111211800372,16.843497062369302,16.843497062369302,16.843497062369302,16.843497062369302
7,34.16696626518417,34.16696626518417,34.16696626518417,34.16696626518417,16.311900265135886,16.311900265135886,16.311900265135886,34.16696626518417,16.311900265135886,16.311900265135886,16.311900265135886,16.311900265135886,15.954978846742476,16.311900265135886,16.311900265135886,16.311900265135886,16.311900265135886
8,32.280188823428375,32.280188823428375,32.280188823428375,32.280188823428375,17.16424139552875,17.16424139552875,17.16424139552875,32.280188823428375,17.16424139552875,17.16424139552875,17.16424139552875,17.16424139552875,16.30629113980033,17.16424139552875,17.16424139552875,17.16424139552875,17.16424139552875
9,33.799805492024674,33.799805492024674,33.799805492024674,33.799805492024674,16.66166084782043,16.66166084782043,16.66166084782043,33.799805492024674,16.66166084782043,16.66166084782043,16.66166084782043,16.66166084782043,18.184559723503405,16.66166084782043,16.66166084782043,16.66166084782043,16.66166084782043
10,33.76889485838572,33.76889485838572,33.76889485838572,33.76889485838572,17.5787109289071,17.5787109289071,17.5787109289071,33.76889485838572,17.5787109289071,17.5787109289071,17.5787109289071,17.5787109289071,17.708615709487866,17.5787109289071,17.5787109289071,17.5787109289071,17.5787109289071
11,34.17442255439596,34.17442255439596,34.17442255439596,34.17442255439596,16.97943669107784,16.97943669107784,16.97943669107784,34.17442255439596,16.97943669107784,16.97943669107784,16.97943669107784,16.97943669107784,16.677421837148547,16.97943669107784,16.97943669107784,16.97943669107784,16.97943669107784
12,34.39303541196218,34.39303541196218,34.39303541196218,34.39303541196218,16.747411042408213,16.747411042408213,16.747411042408213,34.39303541196218,16.747411042408213,16.747411042408213,16.747411042408213,16.747411042408213,16.56986065877086,16.747411042408213,16.747411042408213,16.747411042408213,16.747411042408213
13,33.071900197659986,33.071900197659986,33.071900197659986,33.071900197659986,16.30331165068069,16.30331165068069,16.30331165068069,33.071900197659986,16.30331165068069,16.30331165068069,16.30331165068069,16.30331165068069,18.975025235397784,16.30331165068069,16.30331165068069,16.30331165068069,16.30331165068069
14,33.76982055158985,33.76982055158985,33.76982055158985,33.76982055158985,16.761971879784948,16.761971879784948,16.761971879784948,33.76982055158985,16.761971879784948,16.761971879784948,16.761971879784948,16.761971879784948,14.95298934192559,16.761971879784948,16.761971879784948,16.761971879784948,16.761971879784948
15,28.946116491797476,28.946116491797476,28.946116491797476,28.946116491797476,14.229397136110256,14.229397136110256,14.229397136110256,28.946116491797476,14.229397136110256,14.229397136110256,14.229397136110256,14.229397136110256,12.322296451020804,14.229397136110256,14.229397136110256,14.229397136110256,14.229397136110256
16,33.43311809415681,33.43311809415681,33.43311809415681,33.43311809415681,17.88689904862656,17.88689904862656,17.88689904862656,33.43311809415681,17.88689904862656,17.88689904862656,17.88689904862656,17.88689904862656,17.837079873069705,17.88689904862656,17.88689904862656,17.88689904862656,17.88689904862656
17,28.406049646043822,28.406049646043822,28.406049646043822,28.406049646043822,14.786091371689414,14.786091371689414,14.786091371689414,28.406049646043822,14.786091371689414,14.786091371689414,14.786091371689414,14.786091371689414,13.544493401938348,14.786091371689414,14.786091371689414,14.786091371689414,14.786091371689414
18,34.39303541196218,34.39303541196218,34.39303541196218,34.39303541196218,16.747411042408213,16.747411042408213,16.747411042408213,34.39303541196218,16.747411042408213,16.747411042408213,16.747411042408213,16.747411042408213,16.56986065877086,16.747411042408213,16.747411042408213,16.747411042408213,16.747411042408213
19,23.652142339108252,23.652142339108252,23.652142339108252,23.652142339108252,11.788117623249569,11.788117623249569,11.788117623249569,23.652142339108252,11.788117623249569,11.788117623249569,11.788117623249569,11.788117623249569,11.183162910553646,11.788117623249569,11.788117623249569,11.788117623249569,11.788117623249569
20,33.763120201105316,33.763120201105316,33.763120201105316,33.763120201105316,17.362138236860233,17.362138236860233,17.362138236860233,33.763120201105316,17.362138236860233,17.362138236860233,17.362138236860233,17.362138236860233,17.599023438078206,17.362138236860233,17.362138236860233,17.362138236860233,17.362138236860233
21,33.43767027306244,33.43767027306244,33.43767027306244,33.43767027306244,17.894056578163344,17.894056578163344,17.894056578163344,33.43767027306244,17.894056578163344,17.894056578163344,17.894056578163344,17.894056578163344,17.600802181886124,17.894056578163344,17.894056578163344,17.894056578163344,17.894056578163344
22,33.6823253488991,33.6823253488991,33.6823253488991,33.6823253488991,17.465659962397012,17.465659962397012,17.465659962397012,33.6823253488991,17.465659962397012,17.465659962397012,17.465659962397012,17.465659962397012,17.06197328762217,17.465659962397012,17.465659962397012,17.465659962397012,17.465659962397012
23,34.08475373578981,34.08475373578981,34.08475373578981,34.08475373578981,17.067184158736467,17.067184158736467,17.067184158736467,34.08475373578981,17.067184158736467,17.067184158736467,17.067184158736467,17.067184158736467,16.989353019385877,17.067184158736467,17.067184158736467,17.067184158736467,17.067184158736467
24,33.93340964683243,33.93340964683243,33.93340964683243,33.93340964683243,17.41982755964571,17.41982755964571,17.41982755964571,33.93340964683243,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.613902425584424,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571
25,34.25493470628139,34.25493470628139,34.25493470628139,34.25493470628139,17.08446039572181,17.08446039572181,17.08446039572181,34.25493470628139,17.08446039572181,17.08446039572181,17.08446039572181,17.08446039572181,17.35538102240629,17.08446039572181,17.08446039572181,17.08446039572181,17.08446039572181
26,33.799805492024674,33.799805492024674,33.799805492024674,33.799805492024674,16.661660847820432,16.661660847820432,16.661660847820432,33.799805492024674,16.661660847820432,16.661660847820432,16.661660847820432,16.661660847820432,18.18455972350341,16.661660847820432,16.661660847820432,16.661660847820432,16.661660847820432
27,29.929124101458758,29.929124101458758,29.929124101458758,29.929124101458758,15.911277039037031,15.911277039037031,15.911277039037031,29.929124101458758,15.911277039037031,15.911277039037031,15.911277039037031,15.911277039037031,15.119044926202166,15.911277039037031,15.911277039037031,15.911277039037031,15.911277039037031
28,34.5824084756112,34.5824084756112,34.5824084756112,34.5824084756112,16.763800181844108,16.763800181844108,16.763800181844108,34.5824084756112,16.763800181844108,16.763800181844108,16.763800181844108,16.763800181844108,16.4072284843235,16.763800181844108,16.763800181844108,16.763800181844108,16.763800181844108
29,32.7594959664221,32.7594959664221,32.7594959664221,32.7594959664221,16.69291225282513,16.69291225282513,16.69291225282513,32.7594959664221,16.69291225282513,16.69291225282513,16.69291225282513,16.69291225282513,16.00699963233076,16.69291225282513,16.69291225282513,16.69291225282513,16.69291225282513
