,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,1,1295,83,3,96,1261,1229,23,combine
median_Examscore(%),56.52,52.17,50.0,41.305,54.345,54.345,54.345,56.52,54.345,54.345,54.345,54.345,43.480000000000004,54.345,54.345,54.345,43.48,36.955,54.349999999999994,52.17,56.52,47.825,39.13,34.78,47.83
mean_Examscore(%),51.629999999999995,48.73208333333333,48.36958333333334,45.10958333333335,50.36333333333334,50.36333333333334,50.00125,55.796249999999986,50.00125,50.00125,50.00125,50.00125,47.82708333333333,50.00125,50.00125,50.00125,38.768750000000004,40.941250000000004,47.28416666666667,44.74625,47.46458333333333,43.29750000000001,38.95,37.862500000000004,44.02208333333334
sd_Examscore(%),26.595806142093647,25.991445913769514,25.33093185247026,29.649764201594337,31.869471239753093,31.869471239753093,32.15388573617165,30.058543719606213,32.15388573617165,32.15388573617165,32.15388573617165,32.15388573617165,32.459446870259335,32.15388573617165,32.15388573617165,32.15388573617165,26.177931016079338,28.46429514970581,30.184800510920365,30.188990623922894,29.845346586399682,29.445793565391515,28.365090301743923,27.45169215501866,29.938183700704048
Total_acc1,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0
Total_acc2,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0
Total_acc3,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0
Total_acc5,3.0,3.0,4.0,7.0,7.0,7.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,7.0
rate_acc1,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
rate_acc2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.25,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.25,0.25
rate_acc3,0.125,0.125,0.125,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.125,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.25,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.25,0.20833333333333334,0.25,0.20833333333333334,0.25,0.2916666666666667,0.2916666666666667,0.25
rate_acc5,0.125,0.125,0.16666666666666666,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.375,0.375,0.375,0.2916666666666667
