,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,658,1162,2205,45,28,combine
MLSMut23_T26,22.0,22.0,23.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut19_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
MLSMut179_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut157_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut192_T27,23.0,23.0,24.0,27.0,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,23.0,27.0,25.0,25.0,25.0,25.0,25.0,27.0
MLSMut196_T26,22.0,22.0,23.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut168_T1,79.0,77.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
MLSMut125_T27,23.0,23.0,24.0,27.0,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,23.0,27.0,25.0,25.0,25.0,25.0,25.0,27.0
MLSMut188_T27,23.0,23.0,24.0,27.0,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,23.0,27.0,25.0,25.0,25.0,25.0,25.0,27.0
MLSMut170_T9,8.0,8.0,9.0,12.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,12.0,9.0,9.0,9.0,10.0,9.0,11.0
MLSMut136_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut174_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
MLSMut134_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
MLSMut21_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
MLSMut129_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut128_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut131_T26,22.0,22.0,23.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut151_T21,17.0,17.0,18.0,21.0,18.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.0,21.0,19.0,19.0,19.0,19.0,19.0,21.0
MLSMut194_T1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,78.0
MLSMut183_T76,72.0,72.0,73.0,76.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,72.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut198_T51,47.0,47.0,48.0,51.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,51.0,49.0,49.0,49.0,49.0,49.0,51.0
