,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1,1333,9,423,1711,combine
median_Examscore(%),6.67,6.67,13.33,73.33500000000001,16.665,73.33500000000001,73.33500000000001,73.33500000000001,6.67,100.0,100.0,100.0,73.33500000000001,73.33500000000001,6.67,26.67,6.67,6.67,6.67,6.67,6.67,6.67
mean_Examscore(%),7.859642857142853,8.09785714285714,12.378214285714284,55.23785714285714,21.189642857142854,52.97607142857142,52.97607142857142,55.23785714285714,10.834999999999999,85.23821428571429,64.99999999999999,64.5225,54.04785714285714,53.92785714285714,10.5975,34.523214285714296,6.905714285714284,7.381785714285714,6.549285714285714,7.6214285714285674,9.882857142857143,8.453571428571427
sd_Examscore(%),6.491957122095944,3.7879109430092615,4.2420173865669755,37.5106868087979,14.747833609178711,39.97393376052707,39.97393376052707,37.5106868087979,17.323703628479898,33.216399904550876,44.61551341223181,45.182712904056245,38.70794648601268,39.04451034179693,17.142784169267077,25.015255945651546,5.045799447410893,3.5555153333538425,2.7947118430554307,5.27775324973415,17.12927661812715,10.362991922572435
Total_acc1,2.0,2.0,4.0,3.0,6.0,6.0,6.0,3.0,4.0,3.0,3.0,6.0,3.0,6.0,2.0,6.0,8.0,6.0,6.0,2.0,4.0,6.0
Total_acc2,26.0,22.0,4.0,3.0,7.0,6.0,6.0,3.0,23.0,3.0,6.0,6.0,3.0,6.0,23.0,6.0,25.0,20.0,26.0,26.0,24.0,23.0
Total_acc3,26.0,24.0,5.0,3.0,9.0,9.0,9.0,3.0,23.0,3.0,7.0,6.0,7.0,6.0,25.0,6.0,26.0,26.0,26.0,26.0,26.0,26.0
Total_acc5,27.0,28.0,26.0,9.0,14.0,11.0,11.0,9.0,25.0,4.0,9.0,9.0,11.0,9.0,26.0,9.0,27.0,27.0,28.0,27.0,27.0,27.0
rate_acc1,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.10714285714285714,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.21428571428571427
rate_acc2,0.9285714285714286,0.7857142857142857,0.14285714285714285,0.10714285714285714,0.25,0.21428571428571427,0.21428571428571427,0.10714285714285714,0.8214285714285714,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.8214285714285714,0.21428571428571427,0.8928571428571429,0.7142857142857143,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8214285714285714
rate_acc3,0.9285714285714286,0.8571428571428571,0.17857142857142858,0.10714285714285714,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.10714285714285714,0.8214285714285714,0.10714285714285714,0.25,0.21428571428571427,0.25,0.21428571428571427,0.8928571428571429,0.21428571428571427,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
rate_acc5,0.9642857142857143,1.0,0.9285714285714286,0.32142857142857145,0.5,0.39285714285714285,0.39285714285714285,0.32142857142857145,0.8928571428571429,0.14285714285714285,0.32142857142857145,0.32142857142857145,0.39285714285714285,0.32142857142857145,0.9285714285714286,0.32142857142857145,0.9642857142857143,0.9642857142857143,1.0,0.9642857142857143,0.9642857142857143,0.9642857142857143
