,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1,29,2997,1797,1665,combine
median_Examscore(%),51.56,45.315,45.315,57.815,51.56,57.815,57.815,57.815,51.56,54.69,57.815,56.25,57.815,57.815,51.56,57.815,45.315,51.56,42.185,45.315,45.315,56.25
mean_Examscore(%),47.95615384615385,47.23461538461539,46.27384615384615,53.12538461538462,48.43615384615384,53.12538461538462,53.12538461538462,53.12538461538462,48.316538461538464,52.76384615384616,53.36576923076923,53.00384615384615,53.12538461538462,53.12538461538462,47.95615384615385,53.36576923076923,49.03807692307693,48.79653846153846,40.98423076923076,46.87423076923077,47.35423076923077,54.68653846153846
sd_Examscore(%),27.880907313345897,26.106582347104606,25.08029203608651,28.29803459334506,27.377151944922694,28.29803459334506,28.29803459334506,28.29803459334506,27.489886422800325,27.53443285443491,28.667223817185636,28.484432109757513,28.29803459334506,28.29803459334506,27.880907313345897,28.667223817185636,28.89784089086668,27.50256830804101,26.63998741337194,26.131781596068326,26.34952404474539,25.970506339662716
Total_acc1,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0
Total_acc2,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,1.0
Total_acc3,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,1.0
Total_acc5,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,2.0
rate_acc1,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464
rate_acc2,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.038461538461538464
rate_acc3,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.038461538461538464
rate_acc5,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.07692307692307693
