,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,333,1890,2,1,4,8,1627,6,combine
RM2Mut160_T144,144.0,144.0,144.0,106.0,144.0,144.0,144.0,102.0,142.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,110.0,95.0,112.0,112.0,114.0,112.0,113.0,110.0,140.0
RM2Mut193_T128,128.0,128.0,128.0,90.0,128.0,128.0,128.0,86.0,126.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,94.0,79.0,96.0,96.0,98.0,96.0,97.0,94.0,124.0
RM2Mut115_T5,20.0,5.0,44.0,205.0,5.0,5.0,5.0,216.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,216.0,5.0,216.0,216.0,22.0,216.0,204.0,214.0,36.0
RM2Mut139_T75,41.0,42.0,26.0,195.0,42.0,42.0,42.0,196.0,42.0,42.0,44.0,44.0,51.0,39.0,42.0,42.0,198.0,212.0,201.0,196.0,204.0,196.0,218.0,196.0,13.0
RM2Mut124_T88,88.0,88.0,88.0,50.0,88.0,88.0,88.0,46.0,86.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,54.0,39.0,56.0,56.0,58.0,56.0,57.0,54.0,84.0
RM2Mut135_T67,71.0,71.0,71.0,34.0,71.0,71.0,71.0,29.0,70.0,71.0,71.0,71.0,71.0,72.0,71.0,71.0,38.0,23.0,40.0,40.0,42.0,40.0,41.0,38.0,68.0
RM2Mut111_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,157.0,142.0,159.0,159.0,161.0,159.0,160.0,157.0,187.0
RM2Mut145_T29,53.0,53.0,48.0,17.0,53.0,53.0,53.0,7.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,21.0,6.0,23.0,23.0,25.0,23.0,24.0,21.0,51.0
RM2Mut112_T158,158.0,158.0,158.0,120.0,158.0,158.0,158.0,116.0,156.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,124.0,109.0,126.0,126.0,128.0,126.0,127.0,124.0,154.0
RM2Mut171_T16,40.0,34.0,46.0,222.0,33.0,33.0,33.0,218.0,33.0,33.0,33.0,33.0,16.0,33.0,33.0,33.0,218.0,203.0,218.0,222.0,218.0,218.0,217.0,216.0,3.0
RM2Mut138_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,189.0,174.0,191.0,191.0,193.0,191.0,192.0,189.0,219.0
