,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,333,1890,2,1,4,8,1627,6,combine
RM2Mut158_T120,13.0,37.0,16.0,13.0,39.0,39.0,39.0,78.0,39.0,39.0,40.0,40.0,53.0,39.0,39.0,40.0,21.0,208.0,17.0,20.0,18.0,19.0,10.0,14.0,22.0
RM2Mut166_T31,13.0,4.0,2.0,3.0,4.0,4.0,4.0,191.0,4.0,4.0,4.0,4.0,30.0,4.0,4.0,4.0,2.0,4.0,6.0,3.0,3.0,3.0,13.0,5.0,222.0
RM2Mut2_T56,64.0,64.0,64.0,27.0,64.0,64.0,64.0,21.0,63.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,31.0,16.0,33.0,33.0,35.0,33.0,34.0,31.0,61.0
RM2Mut137_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,189.0,174.0,191.0,191.0,193.0,191.0,192.0,189.0,219.0
RM2Mut113_T220,220.0,220.0,220.0,182.0,220.0,220.0,220.0,178.0,218.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,186.0,171.0,188.0,188.0,190.0,188.0,189.0,186.0,216.0
RM2Mut130_T205,205.0,205.0,205.0,167.0,205.0,205.0,205.0,163.0,203.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,171.0,156.0,173.0,173.0,175.0,173.0,174.0,171.0,201.0
RM2Mut29_T57,22.0,11.0,24.0,203.0,11.0,11.0,11.0,212.0,11.0,11.0,11.0,11.0,45.0,11.0,11.0,6.0,14.0,181.0,19.0,8.0,23.0,13.0,22.0,194.0,47.0
RM2Mut127_T31,14.0,4.0,2.0,3.0,4.0,4.0,4.0,191.0,4.0,4.0,4.0,4.0,30.0,4.0,4.0,4.0,2.0,4.0,6.0,3.0,3.0,3.0,14.0,6.0,222.0
RM2Mut148_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,157.0,142.0,159.0,159.0,161.0,159.0,160.0,157.0,187.0
RM2Mut134_T141,141.0,141.0,141.0,103.0,141.0,141.0,141.0,99.0,139.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,107.0,92.0,109.0,109.0,111.0,109.0,110.0,107.0,137.0
RM2Mut122_T152,152.0,152.0,152.0,114.0,152.0,152.0,152.0,110.0,150.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,118.0,103.0,120.0,120.0,122.0,120.0,121.0,118.0,148.0
RM2Mut106_T158,158.0,158.0,158.0,120.0,158.0,158.0,158.0,116.0,156.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,124.0,109.0,126.0,126.0,128.0,126.0,127.0,124.0,154.0
RM2Mut163_T164,164.0,164.0,164.0,126.0,164.0,164.0,164.0,122.0,162.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,130.0,115.0,132.0,132.0,134.0,132.0,133.0,130.0,160.0
RM2Mut105_T172,172.0,172.0,172.0,134.0,172.0,172.0,172.0,130.0,170.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,138.0,123.0,140.0,140.0,142.0,140.0,141.0,138.0,168.0
