,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2,2332,465,1,43,1398,2990,425,combine
median_Examscore(%),24.56,25.0,24.56,35.965,25.0,25.0,25.0,71.93,25.0,25.0,25.0,25.0,24.56,25.439999999999998,25.0,25.0,6.14,8.774999999999999,12.28,24.56,14.915,18.42,13.6,23.68,13.16
mean_Examscore(%),31.9176923076923,33.435384615384606,32.55807692307691,46.1196153846154,33.53692307692307,33.53692307692307,33.53692307692307,55.804230769230784,38.39423076923076,33.53692307692307,33.53692307692307,33.53692307692307,32.92999999999999,30.364999999999995,30.263461538461534,34.413846153846144,23.583076923076923,28.812307692307687,24.493461538461535,25.57384615384615,25.640769230769234,26.18076923076923,24.561153846153847,26.449999999999996,24.765384615384615
sd_Examscore(%),26.215414291243587,24.79224898725716,25.614049741379166,37.797351174998404,24.644821081798224,24.644821081798224,24.644821081798224,32.660927380964175,32.3394352669402,24.644821081798224,24.644821081798224,24.644821081798224,24.958592909056392,22.976136533368702,22.996507550896975,23.65850393865564,26.801371572250666,32.32724081114159,26.291235945433634,22.676275016311312,25.112737154372788,25.099986601283586,25.180775258426507,25.69918629062018,24.628888278729793
Total_acc1,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,2.0,6.0,3.0,4.0
Total_acc2,7.0,3.0,6.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,4.0
Total_acc3,7.0,3.0,6.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,10.0,5.0,9.0,7.0,5.0,5.0,7.0,9.0,4.0
Total_acc5,7.0,5.0,7.0,7.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,12.0,8.0,9.0,7.0,6.0,7.0,7.0,10.0,5.0
rate_acc1,0.19230769230769232,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.23076923076923078,0.11538461538461539,0.15384615384615385
rate_acc2,0.2692307692307692,0.11538461538461539,0.23076923076923078,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.2692307692307692,0.19230769230769232,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.2692307692307692,0.23076923076923078,0.15384615384615385
rate_acc3,0.2692307692307692,0.11538461538461539,0.23076923076923078,0.2692307692307692,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.38461538461538464,0.19230769230769232,0.34615384615384615,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.2692307692307692,0.34615384615384615,0.15384615384615385
rate_acc5,0.2692307692307692,0.19230769230769232,0.2692307692307692,0.2692307692307692,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.46153846153846156,0.3076923076923077,0.34615384615384615,0.2692307692307692,0.23076923076923078,0.2692307692307692,0.2692307692307692,0.38461538461538464,0.19230769230769232
