,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1,1295,83,3,96,1261,1229,23,combine
median_Examscore(%),43.48,54.345,58.695,56.519999999999996,50.0,56.519999999999996,56.519999999999996,56.519999999999996,63.045,63.045,56.519999999999996,56.519999999999996,56.519999999999996,56.519999999999996,43.48,56.519999999999996,47.825,50.0,60.87,52.17,56.52,56.52,50.0,45.655,43.48
mean_Examscore(%),52.89791666666667,55.61624999999999,57.42666666666667,52.89958333333333,53.44250000000002,53.08041666666666,53.08041666666666,52.89958333333333,54.890833333333326,54.53041666666666,52.718333333333334,52.89916666666665,52.89958333333333,52.89916666666665,50.543333333333344,52.89916666666665,54.528333333333336,52.716666666666676,55.43416666666665,54.16624999999999,51.0875,54.890833333333326,53.6225,51.630416666666655,48.188333333333325
sd_Examscore(%),28.859085372105834,29.95660888286372,27.408971185531122,26.853416506651627,28.30723878076603,26.679075904595877,26.679075904595877,26.853416506651627,28.77806606135798,26.33743929303858,27.05615330907293,26.884399697621095,26.853416506651627,26.884399697621095,25.764114690730235,26.884399697621095,28.292029399395012,26.965652011508954,27.92061727184017,29.98462733852857,29.243314694949106,27.789884602709023,27.637404907118178,30.455822957075934,28.23349855366334
Total_acc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Total_acc2,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0
Total_acc3,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0
Total_acc5,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0
rate_acc1,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
rate_acc2,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664
rate_acc3,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.125,0.08333333333333333,0.08333333333333333,0.125,0.125,0.041666666666666664,0.125,0.125,0.125
rate_acc5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.16666666666666666,0.125,0.16666666666666666,0.20833333333333334,0.25,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.25
