MLSMut101_T9,244,0.976
MLSMut102_T21,242,0.968
MLSMut103_T1,242,0.968
MLSMut104_T1,242,0.968
MLSMut105_T9,244,0.976
MLSMut106_T51,242,0.968
MLSMut107_T76,242,0.968
MLSMut108_T27,242,0.968
MLSMut109_T26,242,0.968
MLSMut10_T11,242,0.968
MLSMut110_T51,242,0.968
MLSMut111_T69,242,0.968
MLSMut112_T26,242,0.968
MLSMut113_T51,242,0.968
MLSMut114_T51,242,0.968
MLSMut115_T11,242,0.968
MLSMut116_T41,242,0.968
MLSMut117_T26,242,0.968
MLSMut118_T41,242,0.968
MLSMut119_T26,242,0.968
MLSMut11_T11,242,0.968
MLSMut120_T41,242,0.968
MLSMut121_T9,244,0.976
MLSMut122_T76,242,0.968
MLSMut123_T41,242,0.968
MLSMut124_T51,242,0.968
MLSMut125_T27,242,0.968
MLSMut126_T21,242,0.968
MLSMut127_T26,242,0.968
MLSMut128_T76,242,0.968
MLSMut129_T76,242,0.968
MLSMut12_T1,242,0.968
MLSMut130_T26,242,0.968
MLSMut131_T26,242,0.968
MLSMut132_T69,242,0.968
MLSMut133_T41,242,0.968
MLSMut134_T1,242,0.968
MLSMut135_T26,242,0.968
MLSMut136_T76,242,0.968
MLSMut137_T9,244,0.976
MLSMut146_T51,242,0.968
MLSMut147_T69,242,0.968
MLSMut148_T26,242,0.968
MLSMut149_T9,244,0.976
MLSMut14_T21,242,0.968
MLSMut150_T21,242,0.968
MLSMut151_T21,242,0.968
MLSMut152_T9,244,0.976
MLSMut153_T51,242,0.968
MLSMut154_T27,242,0.968
MLSMut155_T11,249,0.996
MLSMut156_T26,242,0.968
MLSMut157_T76,242,0.968
MLSMut158_T27,242,0.968
MLSMut159_T41,242,0.968
MLSMut15_T26,242,0.968
MLSMut160_T51,242,0.968
MLSMut161_T1,242,0.968
MLSMut162_T27,242,0.968
MLSMut163_T76,242,0.968
MLSMut164_T1,250,1
MLSMut165_T76,242,0.968
MLSMut166_T26,242,0.968
MLSMut167_T41,242,0.968
MLSMut168_T1,249,0.996
MLSMut169_T26,242,0.968
MLSMut16_T1,242,0.968
MLSMut170_T9,244,0.976
MLSMut171_T76,242,0.968
MLSMut172_T11,249,0.996
MLSMut173_T26,242,0.968
MLSMut174_T1,242,0.968
MLSMut175_T27,242,0.968
MLSMut176_T9,244,0.976
MLSMut177_T51,242,0.968
MLSMut178_T51,242,0.968
MLSMut179_T76,242,0.968
MLSMut17_T21,242,0.968
MLSMut180_T76,242,0.968
MLSMut181_T11,249,0.996
MLSMut182_T27,242,0.968
MLSMut183_T76,242,0.968
MLSMut184_T9,244,0.976
MLSMut185_T26,242,0.968
MLSMut186_T9,244,0.976
MLSMut187_T51,242,0.968
MLSMut188_T27,242,0.968
MLSMut189_T1,250,1
MLSMut18_T1,250,1
MLSMut190_T9,244,0.976
MLSMut191_T1,250,1
MLSMut192_T27,242,0.968
MLSMut193_T11,242,0.968
MLSMut194_T1,250,1
MLSMut195_T69,242,0.968
MLSMut196_T26,242,0.968
MLSMut197_T51,242,0.968
MLSMut198_T51,242,0.968
MLSMut199_T21,242,0.968
MLSMut19_T1,242,0.968
MLSMut1_T1,242,0.968
MLSMut200_T11,242,0.968
MLSMut20_T9,244,0.976
MLSMut21_T1,242,0.968
MLSMut22_T51,242,0.968
MLSMut23_T26,242,0.968
MLSMut24_T76,242,0.968
MLSMut25_T26,242,0.968
MLSMut26_T9,244,0.976
MLSMut27_T1,249,0.996
MLSMut28_T11,242,0.968
MLSMut29_T1,242,0.968
MLSMut2_T9,244,0.976
MLSMut30_T69,242,0.968
MLSMut31_T51,242,0.968
MLSMut32_T9,244,0.976
MLSMut33_T26,242,0.968
MLSMut34_T9,244,0.976
MLSMut35_T69,242,0.968
MLSMut36_T9,244,0.976
MLSMut37_T69,242,0.968
MLSMut38_T9,244,0.976
MLSMut39_T51,242,0.968
MLSMut3_T1,249,0.996
MLSMut40_T76,242,0.968
MLSMut41_T41,242,0.968
MLSMut42_T11,242,0.968
MLSMut43_T27,242,0.968
MLSMut44_T9,244,0.976
MLSMut45_T27,242,0.968
MLSMut46_T51,242,0.968
MLSMut47_T11,249,0.996
MLSMut48_T27,242,0.968
MLSMut49_T26,242,0.968
MLSMut4_T76,242,0.968
MLSMut50_T76,242,0.968
MLSMut51_T26,242,0.968
MLSMut52_T11,242,0.968
MLSMut53_T69,242,0.968
MLSMut54_T9,244,0.976
