,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,55,2,14,45,28,combine
median_Examscore(%),66.67,66.67,66.67,66.67,18.419999999999998,18.419999999999998,18.419999999999998,66.67,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,31.58,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998,18.419999999999998
mean_Examscore(%),65.79045454545454,65.79045454545454,65.79045454545454,65.79045454545454,19.297272727272727,19.297272727272727,19.297272727272727,65.79045454545454,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,26.074090909090913,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727,19.297272727272727
sd_Examscore(%),33.93340964683243,33.93340964683243,33.93340964683243,33.93340964683243,17.41982755964571,17.41982755964571,17.41982755964571,33.93340964683243,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.61390242558442,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571,17.41982755964571
Total_acc1,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Total_acc2,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Total_acc3,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Total_acc5,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
rate_acc1,0.0,0.0,0.0,0.0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182
rate_acc2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.3181818181818182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
rate_acc3,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.3181818181818182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
rate_acc5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.3181818181818182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
