,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,658,1162,2205,45,28,combine
MLSMut175_T27,23.0,23.0,24.0,24.0,27.0,27.0,27.0,23.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,25.0,25.0,25.0,25.0,27.0
MLSMut103_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
MLSMut178_T51,47.0,47.0,48.0,48.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,49.0,51.0
MLSMut191_T1,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
MLSMut187_T51,47.0,47.0,48.0,48.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,49.0,51.0
MLSMut156_T26,22.0,22.0,23.0,23.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut20_T9,8.0,8.0,9.0,9.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,12.0,9.0,12.0,12.0,12.0,9.0,9.0,9.0,10.0,9.0,8.0
MLSMut112_T26,22.0,22.0,23.0,23.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut177_T51,47.0,47.0,48.0,48.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,49.0,51.0
MLSMut182_T27,23.0,23.0,24.0,24.0,27.0,27.0,27.0,23.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,25.0,25.0,25.0,25.0,27.0
MLSMut23_T26,22.0,22.0,23.0,23.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut166_T26,22.0,22.0,23.0,23.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut22_T51,47.0,47.0,48.0,48.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0,49.0,49.0,49.0,49.0,51.0
MLSMut107_T76,72.0,72.0,73.0,73.0,76.0,76.0,76.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut183_T76,72.0,72.0,73.0,73.0,76.0,76.0,76.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,74.0,74.0,74.0,74.0,74.0,76.0
MLSMut169_T26,22.0,22.0,23.0,23.0,26.0,26.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,24.0,24.0,24.0,24.0,24.0,26.0
MLSMut161_T1,78.0,78.0,1.0,1.0,1.0,1.0,1.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
MLSMut101_T9,8.0,8.0,9.0,9.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,12.0,9.0,12.0,12.0,12.0,9.0,9.0,9.0,10.0,9.0,8.0
MLSMut111_T69,65.0,65.0,66.0,66.0,69.0,69.0,69.0,65.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,67.0,69.0
MLSMut152_T9,8.0,8.0,9.0,9.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,12.0,9.0,12.0,12.0,12.0,9.0,9.0,9.0,10.0,9.0,8.0
MLSMut116_T41,37.0,37.0,38.0,38.0,41.0,41.0,41.0,37.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,39.0,39.0,41.0
