,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,24,5,1247,1526,1011,8,9,combine
median_Examscore(%),35.715,33.33,35.715,28.57,28.57,28.57,28.57,54.760000000000005,38.1,30.95,30.95,30.95,33.335,66.67,66.67,28.57,28.57,38.1,28.57,28.57,23.81,26.189999999999998,23.81,16.67
mean_Examscore(%),37.14325,37.14299999999999,37.262249999999995,39.880999999999986,35.71299999999999,35.71299999999999,36.189499999999995,53.213750000000005,42.97699999999999,37.49924999999998,37.02324999999998,37.02324999999998,36.07225,60.833249999999985,60.833749999999995,36.54649999999999,37.38074999999999,41.071749999999994,38.332499999999996,38.690999999999995,38.57174999999999,35.47574999999999,37.023999999999994,28.9275
sd_Examscore(%),22.803466941482426,22.20959127528881,22.46160661508364,29.58598670368743,24.041139761368246,24.041139761368246,23.49758852329865,35.59967110821139,28.80570894271321,23.1585042681063,24.220939911413588,24.220939911413588,23.59798432151487,28.213363753634052,26.796875888278375,23.288610570570594,28.338789434317125,27.885252870078208,26.76260122557175,30.808867171810398,29.052361295753123,27.807545359313114,29.99137942809566,26.26893307448544
Total_acc1,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,8.0,3.0,3.0,8.0,8.0
Total_acc2,5.0,5.0,5.0,9.0,11.0,11.0,8.0,5.0,8.0,8.0,8.0,8.0,6.0,1.0,5.0,8.0,10.0,7.0,6.0,10.0,8.0,10.0,10.0,18.0
Total_acc3,7.0,5.0,6.0,13.0,12.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,14.0,2.0,5.0,10.0,13.0,9.0,8.0,12.0,10.0,14.0,12.0,20.0
Total_acc5,16.0,18.0,16.0,18.0,17.0,17.0,17.0,15.0,14.0,15.0,15.0,15.0,18.0,5.0,5.0,15.0,19.0,15.0,15.0,20.0,22.0,20.0,21.0,24.0
rate_acc1,0.075,0.05,0.05,0.0,0.025,0.025,0.025,0.075,0.025,0.025,0.2,0.2,0.05,0.025,0.025,0.025,0.05,0.125,0.075,0.2,0.075,0.075,0.2,0.2
rate_acc2,0.125,0.125,0.125,0.225,0.275,0.275,0.2,0.125,0.2,0.2,0.2,0.2,0.15,0.025,0.125,0.2,0.25,0.175,0.15,0.25,0.2,0.25,0.25,0.45
rate_acc3,0.175,0.125,0.15,0.325,0.3,0.3,0.275,0.225,0.25,0.25,0.25,0.25,0.35,0.05,0.125,0.25,0.325,0.225,0.2,0.3,0.25,0.35,0.3,0.5
rate_acc5,0.4,0.45,0.4,0.45,0.425,0.425,0.425,0.375,0.35,0.375,0.375,0.375,0.45,0.125,0.125,0.375,0.475,0.375,0.375,0.5,0.55,0.5,0.525,0.6
