,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,1,1333,9,423,1711,combine
0,6.907142857142856,13.93107142857143,18.807142857142853,19.404285714285717,49.28571428571427,48.92857142857142,48.92857142857142,8.454642857142854,33.570357142857134,50.35678571428571,51.428214285714276,51.428214285714276,53.333928571428565,64.40464285714286,64.16571428571429,50.59535714285713,6.310714285714285,6.310714285714284,5.834999999999999,6.907142857142856,6.191785714285713,5.477142857142856
1,7.383571428571424,14.88321428571429,20.23607142857143,23.333214285714284,51.905714285714275,51.78642857142855,51.78642857142855,7.978571428571423,38.809285714285714,54.404999999999994,55.357857142857135,55.357857142857135,59.16714285714284,69.88142857142857,69.4042857142857,53.691071428571426,6.07285714285714,5.9535714285714265,5.7157142857142835,7.383571428571424,6.073214285714284,5.477142857142857
2,7.026428571428569,13.574285714285713,19.044999999999995,21.665714285714284,48.09535714285715,47.738214285714285,47.738214285714285,10.121071428571426,34.64214285714286,48.69035714285714,50.595357142857154,50.595357142857154,52.73857142857143,64.04785714285715,63.451428571428565,49.524285714285725,6.072499999999998,6.9064285714285685,6.192857142857141,7.026428571428569,6.192499999999997,5.477142857142857
3,7.145714285714284,13.693571428571431,19.759285714285717,26.308928571428574,57.381428571428565,56.90499999999999,56.90499999999999,8.693214285714282,43.80928571428571,57.97642857142856,59.047857142857126,59.047857142857126,55.3575,77.61928571428572,77.26142857142857,58.33392857142856,6.549642857142856,6.549642857142857,6.192857142857143,7.145714285714284,6.7875000000000005,5.835
4,7.74035714285714,11.430714285714288,16.06928571428571,20.59464285714285,42.618928571428576,42.618928571428576,42.618928571428576,12.74,32.9757142857143,44.99928571428571,46.42785714285714,46.42785714285714,53.095714285714294,59.52428571428572,59.046785714285704,44.880357142857136,6.191071428571428,6.78642857142857,6.310714285714283,7.74035714285714,9.644285714285713,5.595714285714286
5,7.145714285714283,8.217142857142854,13.092857142857145,22.380357142857147,49.64357142857143,49.64357142857143,49.64357142857143,8.69285714285714,38.45178571428572,51.190714285714286,52.14357142857143,52.14357142857143,51.90499999999999,71.90464285714285,71.66571428571427,50.95321428571429,6.429999999999999,6.5492857142857135,6.3114285714285705,7.145714285714283,6.549285714285715,5.953571428571428
6,7.026428571428567,14.288571428571439,19.87857142857143,20.832857142857144,43.809285714285714,43.33285714285715,43.33285714285715,8.692857142857138,32.499285714285705,45.35642857142857,47.02357142857143,47.02357142857143,54.28607142857144,65.5957142857143,64.88,45.47642857142858,6.072499999999998,6.310714285714283,5.834999999999998,7.026428571428567,6.43035714285714,5.357857142857141
7,7.502499999999998,13.93107142857143,19.521428571428576,27.380714285714287,57.5,57.261785714285715,57.261785714285715,8.692857142857141,45.35642857142858,58.57107142857142,59.28535714285714,59.28535714285714,55.357142857142854,75.0,74.76142857142857,58.57107142857142,6.787499999999999,6.5492857142857135,6.3114285714285705,7.502499999999998,6.787142857142856,6.072857142857141
8,7.621428571428567,17.26428571428572,22.378571428571426,23.928214285714283,54.405357142857156,53.92892857142858,53.92892857142858,9.049999999999994,39.64285714285713,56.19071428571429,57.024285714285725,57.024285714285725,57.73892857142857,69.04785714285715,68.80892857142858,56.071785714285724,6.548928571428569,6.429642857142855,6.072857142857141,7.621428571428567,6.311071428571426,5.834285714285714
9,7.621785714285712,7.502857142857141,12.735,27.499642857142867,57.38178571428572,57.501071428571436,57.14392857142858,9.764642857142858,43.33285714285716,57.8575,58.45321428571429,58.45321428571429,55.11857142857143,81.07142857142857,80.71357142857141,57.620000000000005,6.906785714285715,7.026071428571428,6.669285714285713,7.383571428571427,10.121785714285716,6.311785714285714
