,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1640,1,2160,41,1791,2,combine
median_Examscore(%),58.82,58.82,11.76,23.53,11.76,11.76,5.88,23.53,11.76,35.29,5.88,11.76,11.76,11.76,58.82,11.76,5.88,11.76,5.88,5.88,5.88,5.88,5.88
mean_Examscore(%),44.85083333333335,44.85083333333335,31.36916666666667,25.73583333333333,11.515833333333328,12.251249999999997,14.459583333333333,25.73583333333333,10.535416666666663,37.254166666666656,10.536249999999997,12.251249999999997,12.251249999999997,12.251249999999997,46.56583333333334,12.251249999999997,8.575416666666664,10.535416666666663,8.575416666666664,8.575416666666664,8.575416666666664,8.820416666666663,8.575416666666664
sd_Examscore(%),30.33428794882647,30.33428794882647,33.93243080218285,10.665838973774768,9.257093128428913,12.737777197564048,14.615272083670225,10.665838973774768,4.899543882202015,11.850234969846788,13.094378751636304,12.737777197564048,12.737777197564048,12.737777197564048,32.26130323207486,12.737777197564048,5.19747093947303,4.899543882202015,5.19747093947303,5.19747093947303,5.19747093947303,6.2535683581571995,5.19747093947303
Total_acc1,8.0,8.0,8.0,0.0,8.0,8.0,15.0,0.0,8.0,0.0,15.0,8.0,8.0,8.0,8.0,8.0,16.0,8.0,16.0,16.0,16.0,16.0,16.0
Total_acc2,8.0,8.0,16.0,0.0,23.0,23.0,15.0,0.0,23.0,0.0,23.0,23.0,23.0,23.0,8.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Total_acc3,8.0,8.0,16.0,7.0,23.0,23.0,15.0,7.0,23.0,0.0,23.0,23.0,23.0,23.0,8.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
Total_acc5,9.0,9.0,16.0,23.0,23.0,23.0,23.0,23.0,24.0,7.0,23.0,23.0,23.0,23.0,9.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0
rate_acc1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.625,0.0,0.3333333333333333,0.0,0.625,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
rate_acc2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.9583333333333334,0.9583333333333334,0.625,0.0,0.9583333333333334,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.3333333333333333,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334
rate_acc3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2916666666666667,0.9583333333333334,0.9583333333333334,0.625,0.2916666666666667,0.9583333333333334,0.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.3333333333333333,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334
rate_acc5,0.375,0.375,0.6666666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,0.2916666666666667,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.375,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,1.0
