,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,1640,1,2160,41,1791,2,combine
0,33.08708333333333,33.08708333333333,35.78041666666666,21.56583333333333,26.71375,31.372500000000002,35.7825,34.557083333333324,26.71375,26.71375,36.27583333333333,36.27583333333333,36.52166666666667,26.958750000000006,26.71375,26.71375,14.212916666666665,14.702916666666667,14.212916666666665,14.212916666666665,14.212916666666665,15.927916666666667,14.212916666666665
1,47.057500000000005,47.057500000000005,39.70249999999999,21.074999999999996,25.4875,24.999166666666667,26.959166666666672,49.01749999999999,25.4875,25.4875,34.805,34.805,39.2175,23.037499999999998,25.4875,25.4875,13.722499999999998,15.192499999999997,13.722499999999998,13.722499999999998,13.722499999999998,15.192499999999997,13.722499999999998
2,35.292500000000004,35.292500000000004,30.143333333333334,18.134166666666662,21.811249999999998,25.979999999999993,30.390000000000004,36.517500000000005,21.811249999999998,21.811249999999998,33.33416666666666,33.33416666666666,37.01125,21.566249999999997,21.811249999999998,21.811249999999998,12.007083333333329,13.232083333333328,12.007083333333329,12.007083333333329,12.007083333333329,13.23208333333333,12.007083333333329
3,47.79208333333335,47.79208333333335,29.898749999999996,15.682499999999996,17.888749999999998,17.64583333333333,20.095833333333335,49.262083333333344,17.888749999999998,17.888749999999998,30.392499999999988,30.392499999999988,39.461666666666666,15.193749999999996,17.888749999999998,17.888749999999998,10.291249999999996,12.741249999999996,10.291249999999996,10.291249999999996,10.291249999999996,11.026249999999996,10.291249999999996
4,38.96875000000001,38.96875000000001,33.08458333333333,12.741666666666662,14.212499999999997,18.62666666666666,23.526666666666667,40.68375000000001,14.212499999999997,14.212499999999997,26.96166666666666,26.96166666666666,31.373749999999987,13.722499999999997,14.212499999999997,14.212499999999997,9.55583333333333,10.780833333333332,9.55583333333333,9.55583333333333,9.55583333333333,10.04583333333333,9.55583333333333
5,32.350833333333334,32.350833333333334,26.221666666666664,10.290833333333332,11.02625,18.13666666666666,24.506666666666664,33.575833333333335,11.02625,11.02625,25.49083333333333,25.49083333333333,30.147916666666664,11.761249999999999,11.02625,11.02625,8.085416666666665,9.310416666666665,8.085416666666665,8.085416666666665,8.085416666666665,8.330416666666665,8.085416666666665
6,43.38041666666668,43.38041666666668,34.80041666666667,11.27083333333333,12.006249999999996,15.194999999999999,19.605,45.34041666666668,12.006249999999996,12.006249999999996,25.00083333333333,25.00083333333333,30.63833333333332,10.781249999999995,12.006249999999996,12.006249999999996,8.820416666666665,10.290416666666664,8.820416666666665,8.820416666666665,8.820416666666665,9.065416666666666,8.820416666666665
7,34.55708333333333,34.55708333333333,24.751249999999995,20.094999999999995,24.507499999999997,27.940833333333334,31.860833333333336,35.29208333333333,24.507499999999997,24.507499999999997,36.275,36.275,41.66791666666667,24.017500000000002,24.507499999999997,24.507499999999997,12.497499999999997,14.212499999999999,12.497499999999997,12.497499999999997,12.497499999999997,13.967499999999996,12.497499999999997
8,47.7925,47.7925,35.29083333333333,19.359166666666663,23.03625,22.302916666666665,24.262916666666666,49.5075,23.03625,23.03625,33.57916666666666,33.57916666666666,40.1975,20.341250000000002,23.03625,23.03625,12.49708333333333,14.457083333333332,12.49708333333333,12.49708333333333,12.49708333333333,13.72208333333333,12.49708333333333
9,39.704166666666666,39.704166666666666,29.653333333333325,18.624166666666664,22.30125,24.50916666666667,27.939166666666665,40.92916666666667,22.30125,22.30125,33.82416666666666,33.82416666666666,39.46208333333333,21.07625,22.30125,22.30125,12.007083333333332,13.722083333333332,12.007083333333332,12.007083333333332,12.007083333333332,13.23208333333333,12.007083333333332
10,33.82208333333333,33.82208333333333,33.57458333333332,17.889166666666664,21.56625,26.715416666666666,31.615416666666672,35.29208333333333,21.56625,21.56625,32.59916666666667,32.59916666666667,34.315416666666664,21.81125,21.56625,21.56625,12.252083333333333,12.987083333333333,12.252083333333333,12.252083333333333,12.252083333333333,13.477083333333333,12.252083333333333
11,39.70458333333334,39.70458333333334,39.45708333333332,18.379166666666663,22.056250000000002,25.244583333333335,29.16458333333334,41.66458333333333,22.056250000000002,22.056250000000002,32.10916666666666,32.10916666666666,33.82541666666666,21.321250000000003,22.056250000000002,22.056250000000002,12.742083333333332,13.477083333333333,12.742083333333332,12.742083333333332,12.742083333333332,13.967083333333333,12.742083333333332
12,43.38041666666668,43.38041666666668,30.388749999999998,15.192499999999995,17.398749999999996,19.11666666666666,22.54666666666667,44.85041666666668,17.398749999999996,17.398749999999996,29.90249999999999,29.90249999999999,37.01083333333333,15.683749999999995,17.398749999999996,17.398749999999996,10.291249999999996,12.251249999999997,10.291249999999996,10.291249999999996,10.291249999999996,11.026249999999997,10.291249999999996
13,40.440000000000005,40.440000000000005,38.23166666666667,22.300833333333326,27.44875,29.16625,32.10625,42.155,27.44875,27.44875,36.52083333333333,36.52083333333333,38.72749999999999,26.22375,27.44875,27.44875,14.457916666666664,15.437916666666665,14.457916666666664,14.457916666666664,14.457916666666664,16.172916666666662,14.457916666666664
14,44.85125,44.85125,38.96708333333333,13.231666666666664,14.7025,17.155833333333334,21.075833333333335,47.056250000000006,14.7025,14.7025,26.471666666666664,26.471666666666664,30.883749999999996,13.2325,14.7025,14.7025,10.045833333333333,11.27083333333333,10.045833333333333,10.045833333333333,10.045833333333333,10.535833333333331,10.045833333333333
15,30.88083333333334,30.88083333333334,28.427499999999995,19.604999999999993,24.0175,29.41166666666666,34.31166666666666,31.860833333333336,24.0175,24.0175,35.29499999999999,35.29499999999999,37.74666666666665,24.507499999999997,24.0175,24.0175,12.742499999999998,13.722499999999997,12.742499999999998,12.742499999999998,12.742499999999998,14.212499999999997,12.742499999999998
16,41.175000000000004,41.175000000000004,36.02583333333333,18.624166666666664,22.30125,24.50916666666667,27.939166666666665,42.89000000000001,22.30125,22.30125,32.84416666666666,32.84416666666666,36.521249999999995,21.07625,22.30125,22.30125,12.49708333333333,13.722083333333332,12.49708333333333,12.49708333333333,12.49708333333333,13.722083333333332,12.49708333333333
17,43.380833333333335,43.380833333333335,37.98666666666666,16.90833333333333,19.849999999999998,21.812916666666666,25.24291666666667,45.340833333333336,19.849999999999998,19.849999999999998,30.638333333333335,30.638333333333335,34.56041666666667,18.38,19.849999999999998,19.849999999999998,11.761666666666665,12.986666666666666,11.761666666666665,11.761666666666665,11.761666666666665,12.741666666666665,11.761666666666665
18,43.380833333333335,43.380833333333335,37.98666666666666,16.90833333333333,19.849999999999998,21.812916666666666,25.24291666666667,45.340833333333336,19.849999999999998,19.849999999999998,30.638333333333335,30.638333333333335,34.56041666666666,18.38,19.849999999999998,19.849999999999998,11.761666666666668,12.986666666666666,11.761666666666668,11.761666666666668,11.761666666666668,12.741666666666667,11.761666666666668
19,45.58666666666667,45.58666666666667,37.74166666666667,17.15333333333333,20.095,21.077499999999997,24.0175,47.54666666666668,20.095,20.095,30.883333333333326,30.883333333333326,35.78583333333332,18.134999999999994,20.095,20.095,11.761666666666663,13.231666666666662,11.761666666666663,11.761666666666663,11.761666666666663,12.741666666666662,11.761666666666663
20,27.939583333333335,27.939583333333335,23.280416666666664,21.32083333333333,26.468750000000004,32.10791666666666,37.00791666666667,28.429583333333337,26.468750000000004,26.468750000000004,37.99083333333333,37.99083333333333,41.177916666666654,27.20375,26.468750000000004,26.468750000000004,13.232916666666666,14.457916666666664,13.232916666666666,13.232916666666666,13.232916666666666,14.947916666666664,13.232916666666666
21,41.91041666666667,41.91041666666667,34.80041666666666,22.54583333333333,27.693750000000005,28.430833333333336,30.88083333333334,43.38041666666667,27.693750000000005,27.693750000000005,37.25583333333333,37.25583333333333,41.42333333333333,25.97875,27.693750000000005,27.693750000000005,14.212916666666667,15.682916666666669,14.212916666666667,14.212916666666667,14.212916666666667,15.927916666666667,14.212916666666667
22,43.38041666666668,43.38041666666668,30.388749999999998,15.192499999999995,17.398749999999996,19.116666666666664,22.546666666666667,44.85041666666668,17.398749999999996,17.398749999999996,29.90249999999999,29.90249999999999,37.01083333333333,15.683749999999998,17.398749999999996,17.398749999999996,10.291249999999998,12.251249999999997,10.291249999999998,10.291249999999998,10.291249999999998,11.026249999999997,10.291249999999998
23,41.910000000000004,41.910000000000004,31.614166666666662,16.908333333333328,19.849999999999998,21.812916666666663,25.242916666666662,43.38000000000002,19.849999999999998,19.849999999999998,31.61833333333333,31.61833333333333,37.50124999999999,18.38,19.849999999999998,19.849999999999998,11.271666666666663,12.986666666666665,11.271666666666663,11.271666666666663,11.271666666666663,12.251666666666663,11.271666666666663
24,35.292500000000004,35.292500000000004,30.143333333333327,18.134166666666662,21.81125,25.98,30.390000000000004,36.517500000000005,21.81125,21.81125,33.33416666666667,33.33416666666667,37.01124999999999,21.56625,21.81125,21.81125,12.007083333333334,13.232083333333334,12.007083333333334,12.007083333333334,12.007083333333334,13.232083333333334,12.007083333333334
25,30.145,30.145,19.84916666666666,15.92833333333333,18.87,24.754583333333333,30.14458333333333,30.635,18.87,18.87,32.598333333333336,32.598333333333336,38.481249999999996,19.36,18.87,18.87,10.291666666666664,12.006666666666666,10.291666666666664,10.291666666666664,10.291666666666664,11.271666666666663,10.291666666666664
26,30.880000000000006,30.880000000000006,17.64333333333333,12.251666666666663,13.722499999999998,20.097499999999993,25.977499999999996,31.370000000000005,13.722499999999998,13.722499999999998,28.921666666666656,28.921666666666656,36.27499999999999,14.212499999999997,13.722499999999998,13.722499999999998,8.33083333333333,10.29083333333333,8.33083333333333,8.33083333333333,8.33083333333333,8.820833333333331,8.33083333333333
27,38.96875000000001,38.96875000000001,30.878749999999997,14.702499999999995,16.908749999999998,20.587500000000002,24.9975,40.43875000000001,16.908749999999998,16.908749999999998,29.412499999999994,29.412499999999994,34.559999999999995,16.17375,16.908749999999998,16.908749999999998,10.291249999999998,11.761249999999997,10.291249999999998,10.291249999999998,10.291249999999998,11.026249999999997,10.291249999999998
28,39.70416666666667,39.70416666666667,31.859166666666663,16.66333333333333,19.604999999999993,22.548333333333332,26.468333333333334,41.17416666666667,19.604999999999993,19.604999999999993,31.373333333333324,31.373333333333324,36.27583333333333,18.625,19.604999999999993,19.604999999999993,11.271666666666663,12.741666666666662,11.271666666666663,11.271666666666663,11.271666666666663,12.251666666666663,11.271666666666663
29,27.93958333333333,27.93958333333333,29.897916666666664,15.43833333333333,18.38,26.22541666666666,32.595416666666665,29.16458333333333,18.38,18.38,30.638333333333332,30.638333333333332,31.61916666666666,19.849999999999998,18.38,18.38,11.026666666666666,11.516666666666666,11.026666666666666,11.026666666666666,11.026666666666666,12.006666666666666,11.026666666666666
