,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2,2332,465,1,43,1398,2990,425,combine
median_Examscore(%),4.39,10.085,3.51,35.09,10.965,10.965,10.965,78.50999999999999,10.965,10.965,10.965,10.965,20.175,10.965,10.965,15.79,2.63,6.14,5.26,7.89,5.26,11.4,4.39,3.51,2.19
mean_Examscore(%),21.28961538461538,22.705384615384613,21.389230769230764,39.10192307692308,22.908461538461534,22.908461538461534,22.908461538461534,61.23423076923078,28.47423076923076,22.908461538461534,23.009999999999994,23.009999999999994,25.43884615384615,22.469999999999995,22.40307692307692,23.81961538461538,16.36384615384615,17.308846153846147,16.599230769230765,18.62230769230769,15.75653846153846,20.748461538461534,15.722692307692304,17.71307692307692,13.562692307692306
sd_Examscore(%),25.056938916119694,24.03050997890294,24.96409852938045,37.70200451108463,23.89781089427359,23.89781089427359,23.89781089427359,29.49025305731735,32.28970290022216,23.89781089427359,23.82532417407998,23.82532417407998,22.48405930021055,23.855942991212903,23.90726965075364,23.215757834844716,25.27650119410091,25.91320425218357,25.235232818117915,22.552863110069605,20.719735508409883,23.89143690819917,20.74437033176805,25.604741712304897,22.22969429527852
Total_acc1,9.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,7.0,9.0,4.0,9.0,1.0,7.0,4.0,9.0
Total_acc2,11.0,6.0,10.0,11.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,11.0,7.0,11.0,9.0,9.0,7.0,11.0,11.0,13.0
Total_acc3,11.0,6.0,11.0,11.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,15.0,7.0,11.0,11.0,12.0,9.0,11.0,13.0,15.0
Total_acc5,14.0,8.0,14.0,11.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,15.0,11.0,11.0,11.0,12.0,9.0,14.0,18.0,18.0
rate_acc1,0.34615384615384615,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.34615384615384615,0.2692307692307692,0.34615384615384615,0.15384615384615385,0.34615384615384615,0.038461538461538464,0.2692307692307692,0.15384615384615385,0.34615384615384615
rate_acc2,0.4230769230769231,0.23076923076923078,0.38461538461538464,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.4230769230769231,0.2692307692307692,0.4230769230769231,0.34615384615384615,0.34615384615384615,0.2692307692307692,0.4230769230769231,0.4230769230769231,0.5
rate_acc3,0.4230769230769231,0.23076923076923078,0.4230769230769231,0.4230769230769231,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.5769230769230769,0.2692307692307692,0.4230769230769231,0.4230769230769231,0.46153846153846156,0.34615384615384615,0.4230769230769231,0.5,0.5769230769230769
rate_acc5,0.5384615384615384,0.3076923076923077,0.5384615384615384,0.4230769230769231,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.038461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.5769230769230769,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.46153846153846156,0.34615384615384615,0.5384615384615384,0.6923076923076923,0.6923076923076923
