,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2,2332,465,1,43,1398,2990,425,combine
RM1Mut187_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,61.0,76.0,70.0,64.0,76.0,64.0,76.0,52.0
RM1Mut119_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,61.0,76.0,70.0,64.0,76.0,64.0,76.0,52.0
RM1Mut30_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,3.0,4.0,6.0,28.0,15.0,21.0,14.0,1.0,1.0
RM1Mut10_T68,71.0,71.0,71.0,37.0,71.0,71.0,71.0,35.0,63.0,71.0,71.0,71.0,71.0,73.0,73.0,71.0,73.0,58.0,73.0,67.0,61.0,73.0,61.0,73.0,49.0
RM1Mut186_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0,8.0,2.0,3.0,6.0,8.0,1.0,3.0,3.0
RM1Mut20_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
RM1Mut18_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
RM1Mut27_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,14.0,1.0,10.0,9.0,18.0,23.0,19.0,31.0,8.0
RM1Mut168_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,3.0,4.0,6.0,28.0,15.0,21.0,14.0,1.0,1.0
RM1Mut127_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,10.0,10.0,9.0,16.0,3.0,13.0,5.0,5.0,4.0
RM1Mut142_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,61.0,76.0,70.0,64.0,76.0,64.0,76.0,52.0
RM1Mut157_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0
RM1Mut140_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0
RM1Mut179_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
RM1Mut196_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
RM1Mut178_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0,8.0,2.0,3.0,6.0,8.0,1.0,3.0,3.0
RM1Mut192_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,3.0,4.0,6.0,28.0,15.0,21.0,14.0,1.0,1.0
RM1Mut15_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,10.0,10.0,9.0,16.0,3.0,13.0,5.0,5.0,4.0
RM1Mut188_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,14.0,1.0,10.0,9.0,18.0,23.0,19.0,31.0,8.0
RM1Mut123_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
RM1Mut118_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,3.0,4.0,6.0,28.0,15.0,21.0,14.0,1.0,1.0
RM1Mut13_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,10.0,10.0,9.0,16.0,3.0,13.0,5.0,5.0,4.0
RM1Mut22_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
RM1Mut143_T52,58.0,58.0,58.0,83.0,58.0,58.0,58.0,81.0,109.0,58.0,58.0,58.0,58.0,37.0,37.0,58.0,25.0,114.0,31.0,7.0,24.0,34.0,25.0,37.0,94.0
RM1Mut100_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
RM1Mut17_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,61.0,76.0,70.0,64.0,76.0,64.0,76.0,52.0
