0 qid:1 2262:0.873162 1161:0.713082 704:0.212568 563:0.545577 943:0.580595 1038:0.000642 1034:0.447496
0 qid:1 2262:0.221104 1161:0.158336 704:0.070315 563:0.146374 943:0.193115 1038:0.000445 1034:0.220195
0 qid:1 2262:1.000000 1161:1.000000 704:0.618203 563:1.000000 943:1.000000 1038:0.001346 1034:0.795456
0 qid:1 2262:0.952497 1161:0.950016 704:0.701268 563:0.536847 943:0.708087 1038:0.560175 1034:0.982666
0 qid:1 2262:0.836476 1161:0.703449 704:0.017786 563:0.791989 943:0.434531 1038:0.000000 1034:0.400398
0 qid:1 2262:0.953881 1161:0.956105 704:0.740451 563:0.538982 943:0.711007 1038:1.000000 1034:0.987042
0 qid:1 2262:0.293154 1161:0.213145 704:0.042714 563:0.186906 943:0.000000 1038:0.000500 1034:0.000000
0 qid:1 2262:0.945803 1161:0.932353 704:0.541937 563:0.600352 943:0.724869 1038:0.060816 1034:0.964867
0 qid:1 2262:0.956489 1161:0.974375 704:1.000000 563:0.545346 943:0.719696 1038:0.001692 1034:1.000000
0 qid:1 2262:0.701362 1161:0.566124 704:0.014584 563:0.402750 943:0.453437 1038:0.000733 1034:0.520363
0 qid:1 2262:0.790391 1161:0.666607 704:0.044706 563:0.481269 943:0.529353 1038:0.000687 1034:0.640997
0 qid:1 2262:0.943316 1161:0.926042 704:0.452378 563:0.711603 943:0.751846 1038:0.013726 1034:0.951195
0 qid:1 2262:0.820557 1161:0.712512 704:0.147386 563:0.447380 943:0.582909 1038:0.004254 1034:0.783535
0 qid:1 2262:0.956489 1161:0.974375 704:1.000000 563:0.545346 943:0.719696 1038:0.001692 1034:1.000000
0 qid:1 2262:0.810427 1161:0.696938 704:0.086333 563:0.479589 943:0.565535 1038:0.001505 1034:0.720036
1 qid:1 2262:0.947337 1161:0.931746 704:0.608671 563:0.530400 943:0.699254 1038:0.180693 1034:0.969362
0 qid:1 2262:0.642533 1161:0.503324 704:0.005184 563:0.362251 943:0.388300 1038:0.000593 1034:0.387855
0 qid:1 2262:0.528786 1161:0.408020 704:0.000000 563:0.306195 943:0.364140 1038:0.000864 1034:0.348047
0 qid:1 2262:0.000000 1161:0.000000 704:0.187360 563:0.000000 943:0.380827 1038:0.000340 1034:0.548639
0 qid:1 2262:0.848258 1161:0.749258 704:0.139648 563:0.508074 943:0.604582 1038:0.002319 1034:0.783535
0 qid:1 2262:0.829851 1161:0.724691 704:0.160955 563:0.452310 943:0.589975 1038:0.004703 1034:0.795456
0 qid:2 2262:0.678322 1161:0.789669 704:0.196551 563:0.985939 943:0.000000 1038:0.082629 1034:0.592220
0 qid:2 2262:0.045507 1161:0.169697 704:0.058323 563:0.179545 943:0.270356 1038:0.080832 1034:0.245241
0 qid:2 2262:1.000000 1161:0.990378 704:0.601669 563:1.000000 943:0.735497 1038:0.085611 1034:0.885062
0 qid:2 2262:0.490014 1161:0.975758 704:0.708437 563:0.908672 943:0.982947 1038:0.595657 1034:0.985442
0 qid:2 2262:0.372075 1161:0.645560 704:0.003087 563:0.620407 943:0.532416 1038:0.080025 1034:0.371228
0 qid:2 2262:0.493585 1161:0.981818 704:0.746720 563:0.913839 943:0.987236 1038:1.000000 1034:0.989116
0 qid:2 2262:0.064578 1161:0.224242 704:0.034477 563:0.233671 943:0.106573 1038:0.080879 1034:0.000000
0 qid:2 2262:0.451742 1161:0.915152 704:0.471460 563:0.856858 943:0.939039 1038:0.120946 1034:0.947378
0 qid:2 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:2 2262:0.186341 1161:0.490909 704:0.009675 563:0.484131 943:0.548268 1038:0.081416 1034:0.559623
0 qid:2 2262:0.230469 1161:0.569697 704:0.035592 563:0.555090 943:0.637660 1038:0.081817 1034:0.658076
0 qid:2 2262:0.172205 1161:0.726791 704:0.415530 563:0.032719 943:0.779681 1038:0.000000 1034:0.943430
0 qid:2 2262:0.331479 1161:0.733333 704:0.155022 563:0.699618 943:0.793828 1038:0.084189 1034:0.814820
0 qid:2 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:2 2262:0.277710 1161:0.648485 704:0.080488 563:0.625102 943:0.716795 1038:0.082538 1034:0.739622
1 qid:2 2262:0.431766 1161:0.884848 704:0.394206 563:0.830848 943:0.916342 1038:0.102051 1034:0.927360
0 qid:2 2262:0.142734 1161:0.406061 704:0.000000 563:0.406422 943:0.434138 1038:0.081159 1034:0.421218
0 qid:2 2262:0.148701 1161:0.418182 704:0.000309 563:0.417617 943:0.452010 1038:0.081189 1034:0.444031
0 qid:2 2262:0.000000 1161:0.000000 704:0.170914 563:0.000000 943:0.540839 1038:0.080735 1034:0.576216
0 qid:2 2262:0.319743 1161:0.715152 704:0.136388 563:0.683719 943:0.777919 1038:0.083703 1034:0.799596
0 qid:2 2262:0.327555 1161:0.727273 704:0.148633 563:0.694322 943:0.788558 1038:0.084016 1034:0.809794
0 qid:3 2262:0.779946 1161:0.582156 704:0.217347 563:0.486689 943:0.502423 1038:0.002360 1034:0.438028
0 qid:3 2262:0.000000 1161:0.000000 704:0.082917 563:0.104599 943:0.150694 1038:0.002188 1034:0.221144
1 qid:3 2262:1.000000 1161:1.000000 704:0.621191 563:1.000000 943:1.000000 1038:0.002996 1034:0.780834
0 qid:3 2262:0.941882 1161:0.947064 704:0.741882 563:0.512573 943:0.683613 1038:0.877799 1034:0.991296
0 qid:3 2262:0.798017 1161:0.657033 704:0.022809 563:0.045606 943:0.416708 1038:0.001697 1034:0.438028
0 qid:3 2262:0.940831 1161:0.937964 704:0.739333 563:0.481157 943:0.668617 1038:1.000000 1034:0.986901
0 qid:3 2262:0.092024 1161:0.065052 704:0.053502 563:0.149968 943:0.000000 1038:0.002212 1034:0.000000
0 qid:3 2262:0.912476 1161:0.869717 704:0.477719 563:0.489347 943:0.652080 1038:0.045775 1034:0.945979
0 qid:3 2262:0.945044 1161:0.962694 704:1.000000 563:0.487677 943:0.677640 1038:0.003288 1034:1.000000
0 qid:3 2262:0.534991 1161:0.419117 704:0.018095 563:0.342713 943:0.413151 1038:0.002632 1034:0.541710
0 qid:3 2262:0.674872 1161:0.550319 704:0.052137 563:0.416781 943:0.487507 1038:0.002692 1034:0.659049
0 qid:3 2262:0.944130 1161:0.960494 704:0.650263 563:0.848232 943:0.776945 1038:0.106320 1034:1.000000
0 qid:3 2262:0.913458 1161:0.857872 704:0.102687 563:0.334795 943:0.745329 1038:0.000000 1034:0.768491
0 qid:3 2262:0.945044 1161:0.962694 704:1.000000 563:0.487677 943:0.677640 1038:0.003288 1034:1.000000
0 qid:3 2262:0.781582 1161:0.674177 704:0.204277 563:0.406788 943:0.564440 1038:0.008317 1034:0.827823
0 qid:3 2262:0.906469 1161:0.859723 704:0.428816 563:0.517050 943:0.657918 1038:0.025672 1034:0.936528
0 qid:3 2262:0.221527 1161:0.179575 704:0.000000 563:0.230832 943:0.296424 1038:0.002602 1034:0.305709
0 qid:3 2262:0.419200 1161:0.317971 704:0.005175 563:0.294527 943:0.336681 1038:0.002423 1034:0.389526
0 qid:3 2262:0.056442 1161:0.004026 704:0.193886 563:0.000000 943:0.350704 1038:0.002189 1034:0.502762
0 qid:3 2262:0.741965 1161:0.629928 704:0.140956 563:0.411564 943:0.544117 1038:0.005127 1034:0.780834
0 qid:3 2262:0.715142 1161:0.599987 704:0.138408 563:0.383982 943:0.531898 1038:0.005817 1034:0.774695
0 qid:4 2262:0.678322 1161:0.789669 704:0.196551 563:0.985939 943:0.000000 1038:0.082629 1034:0.592220
0 qid:4 2262:0.045507 1161:0.169697 704:0.058323 563:0.179545 943:0.270356 1038:0.080832 1034:0.245241
0 qid:4 2262:1.000000 1161:0.990378 704:0.601669 563:1.000000 943:0.735497 1038:0.085611 1034:0.885062
0 qid:4 2262:0.490014 1161:0.975758 704:0.708437 563:0.908672 943:0.982947 1038:0.595657 1034:0.985442
0 qid:4 2262:0.372075 1161:0.645560 704:0.003087 563:0.620407 943:0.532416 1038:0.080025 1034:0.371228
0 qid:4 2262:0.493585 1161:0.981818 704:0.746720 563:0.913839 943:0.987236 1038:1.000000 1034:0.989116
0 qid:4 2262:0.064578 1161:0.224242 704:0.034477 563:0.233671 943:0.106573 1038:0.080879 1034:0.000000
0 qid:4 2262:0.451742 1161:0.915152 704:0.471460 563:0.856858 943:0.939039 1038:0.120946 1034:0.947378
0 qid:4 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:4 2262:0.186341 1161:0.490909 704:0.009675 563:0.484131 943:0.548268 1038:0.081416 1034:0.559623
1 qid:4 2262:0.230469 1161:0.569697 704:0.035592 563:0.555090 943:0.637660 1038:0.081817 1034:0.658076
0 qid:4 2262:0.172205 1161:0.726791 704:0.415530 563:0.032719 943:0.779681 1038:0.000000 1034:0.943430
0 qid:4 2262:0.331479 1161:0.733333 704:0.155022 563:0.699618 943:0.793828 1038:0.084189 1034:0.814820
0 qid:4 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:4 2262:0.277710 1161:0.648485 704:0.080488 563:0.625102 943:0.716795 1038:0.082538 1034:0.739622
0 qid:4 2262:0.431766 1161:0.884848 704:0.394206 563:0.830848 943:0.916342 1038:0.102051 1034:0.927360
0 qid:4 2262:0.142734 1161:0.406061 704:0.000000 563:0.406422 943:0.434138 1038:0.081159 1034:0.421218
0 qid:4 2262:0.148701 1161:0.418182 704:0.000309 563:0.417617 943:0.452010 1038:0.081189 1034:0.444031
0 qid:4 2262:0.000000 1161:0.000000 704:0.170914 563:0.000000 943:0.540839 1038:0.080735 1034:0.576216
0 qid:4 2262:0.319743 1161:0.715152 704:0.136388 563:0.683719 943:0.777919 1038:0.083703 1034:0.799596
0 qid:4 2262:0.327555 1161:0.727273 704:0.148633 563:0.694322 943:0.788558 1038:0.084016 1034:0.809794
0 qid:5 2262:0.653909 1161:0.432567 704:0.240740 563:0.436536 943:0.094384 1038:0.000207 1034:0.261535
0 qid:5 2262:0.166565 1161:0.115073 704:0.099955 563:0.161516 943:0.000000 1038:0.000254 1034:0.136755
0 qid:5 2262:0.991596 1161:0.909041 704:0.623440 563:0.674805 943:0.648121 1038:0.000493 1034:0.527234
0 qid:5 2262:0.989259 1161:0.902800 704:0.644388 563:0.502953 943:0.302288 1038:1.000000 1034:0.856677
0 qid:5 2262:0.775853 1161:0.587663 704:0.055319 563:0.618357 943:0.191763 1038:0.000000 1034:0.557483
0 qid:5 2262:0.994577 1161:0.934697 704:0.896351 563:0.531596 943:0.312402 1038:0.002990 1034:0.875095
0 qid:5 2262:0.137244 1161:0.105237 704:0.073582 563:0.173215 943:0.038363 1038:0.000300 1034:0.000000
0 qid:5 2262:0.939640 1161:0.799069 704:0.377471 563:0.466095 943:0.282055 1038:0.045572 1034:0.809487
0 qid:5 2262:0.994401 1161:0.925567 704:0.888378 563:0.499344 943:0.304431 1038:0.000640 1034:0.864125
0 qid:5 2262:0.737639 1161:0.564059 704:0.057561 563:0.489395 943:0.221383 1038:0.000591 1034:0.636742
0 qid:5 2262:0.758624 1161:0.588285 704:0.076349 563:0.486573 943:0.234282 1038:0.001059 1034:0.671435
0 qid:5 2262:0.939088 1161:0.805872 704:0.357122 563:0.504938 943:0.288835 1038:0.027860 1034:0.817672
0 qid:5 2262:0.807341 1161:0.641694 704:0.151582 563:0.451374 943:0.252934 1038:0.004893 1034:0.728748
1 qid:5 2262:1.000000 1161:1.000000 704:1.000000 563:1.000000 943:1.000000 1038:0.002990 1034:1.000000
0 qid:5 2262:0.936291 1161:0.800040 704:0.354464 563:0.493552 943:0.286188 1038:0.029529 1034:0.813596
0 qid:5 2262:0.930498 1161:0.788002 704:0.349148 563:0.471657 943:0.281148 1038:0.032868 1034:0.805342
0 qid:5 2262:0.176602 1161:0.157543 704:0.000000 563:0.228240 943:0.135890 1038:0.000873 1034:0.322737
0 qid:5 2262:0.409379 1161:0.305094 704:0.011536 563:0.310668 943:0.163538 1038:0.000874 1034:0.458601
0 qid:5 2262:0.000000 1161:0.000000 704:0.203532 563:0.000000 943:0.067286 1038:0.000215 1034:0.439287
0 qid:5 2262:0.720212 1161:0.555109 704:0.108499 563:0.392107 943:0.234485 1038:0.004651 1034:0.682415
0 qid:5 2262:0.741849 1161:0.576062 704:0.117206 563:0.405927 943:0.238495 1038:0.004649 1034:0.693130
0 qid:6 2262:0.678322 1161:0.789669 704:0.196551 563:0.985939 943:0.000000 1038:0.082629 1034:0.592220
0 qid:6 2262:0.045507 1161:0.169697 704:0.058323 563:0.179545 943:0.270356 1038:0.080832 1034:0.245241
1 qid:6 2262:1.000000 1161:0.990378 704:0.601669 563:1.000000 943:0.735497 1038:0.085611 1034:0.885062
0 qid:6 2262:0.490014 1161:0.975758 704:0.708437 563:0.908672 943:0.982947 1038:0.595657 1034:0.985442
0 qid:6 2262:0.372075 1161:0.645560 704:0.003087 563:0.620407 943:0.532416 1038:0.080025 1034:0.371228
0 qid:6 2262:0.493585 1161:0.981818 704:0.746720 563:0.913839 943:0.987236 1038:1.000000 1034:0.989116
0 qid:6 2262:0.064578 1161:0.224242 704:0.034477 563:0.233671 943:0.106573 1038:0.080879 1034:0.000000
0 qid:6 2262:0.451742 1161:0.915152 704:0.471460 563:0.856858 943:0.939039 1038:0.120946 1034:0.947378
0 qid:6 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:6 2262:0.186341 1161:0.490909 704:0.009675 563:0.484131 943:0.548268 1038:0.081416 1034:0.559623
0 qid:6 2262:0.230469 1161:0.569697 704:0.035592 563:0.555090 943:0.637660 1038:0.081817 1034:0.658076
0 qid:6 2262:0.172205 1161:0.726791 704:0.415530 563:0.032719 943:0.779681 1038:0.000000 1034:0.943430
0 qid:6 2262:0.331479 1161:0.733333 704:0.155022 563:0.699618 943:0.793828 1038:0.084189 1034:0.814820
0 qid:6 2262:0.503572 1161:1.000000 704:1.000000 563:0.929327 943:1.000000 1038:0.090053 1034:1.000000
0 qid:6 2262:0.277710 1161:0.648485 704:0.080488 563:0.625102 943:0.716795 1038:0.082538 1034:0.739622
0 qid:6 2262:0.431766 1161:0.884848 704:0.394206 563:0.830848 943:0.916342 1038:0.102051 1034:0.927360
0 qid:6 2262:0.142734 1161:0.406061 704:0.000000 563:0.406422 943:0.434138 1038:0.081159 1034:0.421218
0 qid:6 2262:0.148701 1161:0.418182 704:0.000309 563:0.417617 943:0.452010 1038:0.081189 1034:0.444031
0 qid:6 2262:0.000000 1161:0.000000 704:0.170914 563:0.000000 943:0.540839 1038:0.080735 1034:0.576216
0 qid:6 2262:0.319743 1161:0.715152 704:0.136388 563:0.683719 943:0.777919 1038:0.083703 1034:0.799596
0 qid:6 2262:0.327555 1161:0.727273 704:0.148633 563:0.694322 943:0.788558 1038:0.084016 1034:0.809794
0 qid:7 2262:0.901722 1161:0.751499 704:0.214339 563:0.537007 943:0.570596 1038:0.000485 1034:0.394872
0 qid:7 2262:0.216903 1161:0.152881 704:0.074299 563:0.141890 943:0.187465 1038:0.000323 1034:0.214108
0 qid:7 2262:1.000000 1161:1.000000 704:0.621223 563:1.000000 943:1.000000 1038:0.001101 1034:0.773528
0 qid:7 2262:0.961889 1161:0.947864 704:0.700016 563:0.521729 943:0.687373 1038:0.560102 1034:0.981893
0 qid:7 2262:0.813535 1161:0.663560 704:0.018140 563:0.529309 943:0.404423 1038:0.000000 1034:0.369175
0 qid:7 2262:0.963283 1161:0.953979 704:0.739356 563:0.523738 943:0.690207 1038:1.000000 1034:0.986464
0 qid:7 2262:0.290483 1161:0.207919 704:0.045635 563:0.182490 943:0.000000 1038:0.000378 1034:0.000000
0 qid:7 2262:0.957874 1161:0.940194 704:0.565056 563:0.612394 943:0.718316 1038:0.065637 1034:0.972657
0 qid:7 2262:0.965897 1161:0.972325 704:1.000000 563:0.529723 943:0.698642 1038:0.001394 1034:1.000000
0 qid:7 2262:0.696534 1161:0.552999 704:0.013681 563:0.387495 943:0.437052 1038:0.000680 1034:0.496539
0 qid:7 2262:0.790360 1161:0.656450 704:0.046029 563:0.458645 943:0.512286 1038:0.000744 1034:0.631884
0 qid:7 2262:0.950533 1161:0.919119 704:0.450331 563:0.646652 943:0.717529 1038:0.016860 1034:0.949008
0 qid:7 2262:0.832788 1161:0.715485 704:0.151618 563:0.439266 943:0.569297 1038:0.004344 1034:0.779808
0 qid:7 2262:0.965897 1161:0.972325 704:1.000000 563:0.529723 943:0.698642 1038:0.001394 1034:1.000000
0 qid:7 2262:0.811845 1161:0.686974 704:0.084248 563:0.459462 943:0.545099 1038:0.001542 1034:0.706908
1 qid:7 2262:0.960311 1161:0.941749 704:0.665707 563:0.519713 943:0.684527 1038:0.356939 1034:0.977291
0 qid:7 2262:0.644908 1161:0.499403 704:0.005522 563:0.355716 943:0.385443 1038:0.000538 1034:0.382193
0 qid:7 2262:0.537862 1161:0.409722 704:0.000000 563:0.303598 943:0.358969 1038:0.000759 1034:0.327863
0 qid:7 2262:0.000000 1161:0.000000 704:0.189386 563:0.000000 943:0.364367 1038:0.000222 1034:0.536036
0 qid:7 2262:0.855544 1161:0.745916 704:0.143578 563:0.488444 943:0.586366 1038:0.002559 1034:0.779808
0 qid:7 2262:0.842124 1161:0.727715 704:0.165570 563:0.443951 943:0.576115 1038:0.004827 1034:0.792180
0 qid:8 2262:0.801698 1161:0.744321 704:0.196907 563:0.284142 943:0.943601 1038:0.008770 1034:0.555104
0 qid:8 2262:0.167855 1161:0.165698 704:0.064318 563:0.076841 943:0.172327 1038:0.008033 1034:0.247028
0 qid:8 2262:1.000000 1161:1.000000 704:0.606814 563:0.428457 943:0.917943 1038:0.010141 1034:0.864298
0 qid:8 2262:0.764457 1161:0.955295 704:0.706052 563:0.291497 943:0.807017 1038:0.563593 1034:0.985152
0 qid:8 2262:0.503341 1161:0.498311 704:0.005627 563:0.195496 943:0.342331 1038:0.007721 1034:0.373933
0 qid:8 2262:0.766442 1161:0.962552 704:0.744635 563:0.292942 943:0.810873 1038:1.000000 1034:0.988899
0 qid:8 2262:0.221700 1161:0.220905 704:0.039283 563:0.099644 943:0.000000 1038:0.008021 1034:0.000000
1 qid:8 2262:0.748900 1161:0.911756 704:0.544006 563:0.282782 943:0.783537 1038:0.094505 1034:0.962154
0 qid:8 2262:0.770616 1161:0.984322 704:1.000000 563:0.297264 943:0.822348 1038:0.011230 1034:1.000000
0 qid:8 2262:0.573868 1161:0.598287 704:0.015216 563:0.258619 943:0.515132 1038:0.007451 1034:0.580415
0 qid:8 2262:0.436204 1161:0.476358 704:0.035004 563:0.190040 943:0.502354 1038:0.009126 1034:0.655943
0 qid:8 2262:0.787001 1161:0.945350 704:0.411297 563:1.000000 943:1.000000 1038:0.000000 1034:0.942268
0 qid:8 2262:0.607853 1161:0.679544 704:0.163505 563:0.234782 943:0.646383 1038:0.012052 1034:0.820757
0 qid:8 2262:0.770616 1161:0.984322 704:1.000000 563:0.297264 943:0.822348 1038:0.011230 1034:1.000000
0 qid:8 2262:0.514028 1161:0.563438 704:0.076292 563:0.209596 943:0.567741 1038:0.009859 1034:0.733222
0 qid:8 2262:0.741413 1161:0.888926 704:0.406461 563:0.329261 943:0.808900 1038:0.022017 1034:0.934117
0 qid:8 2262:0.397603 1161:0.410989 704:0.002267 563:0.171698 943:0.359703 1038:0.008017 1034:0.435940
