,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,1640,1,2160,41,1791,2,combine
median_Examscore(%),23.53,23.53,11.76,23.53,11.76,11.76,23.53,23.53,11.76,35.29,11.76,11.76,11.76,11.76,23.53,11.76,5.88,11.76,5.88,5.88,5.88,5.88,5.88
mean_Examscore(%),36.762916666666676,36.762916666666676,31.123749999999998,29.1675,14.457499999999996,16.663749999999993,21.32291666666666,29.1675,11.516249999999998,39.21458333333333,16.41875,16.663749999999993,16.663749999999993,16.663749999999993,38.232916666666675,16.663749999999993,10.291249999999996,11.516249999999998,10.291249999999996,10.291249999999996,10.291249999999996,11.026249999999997,12.497499999999997
sd_Examscore(%),30.896295750836998,30.896295750836998,31.438433804957512,16.499664621097477,15.120508747479649,21.008826677603043,20.803186519955503,16.499664621097477,7.4567902014670935,14.582693130875224,21.102575839579806,21.008826677603043,21.008826677603043,21.008826677603043,32.91139732268874,21.008826677603043,7.805822972794648,7.4567902014670935,7.805822972794648,7.805822972794648,7.805822972794648,9.705841724804527,13.583609448602903
Total_acc1,10.0,10.0,5.0,0.0,10.0,10.0,11.0,0.0,10.0,0.0,11.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,15.0,15.0,15.0,15.0,15.0
Total_acc2,10.0,10.0,15.0,0.0,21.0,21.0,11.0,0.0,21.0,0.0,21.0,21.0,21.0,21.0,10.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
Total_acc3,10.0,10.0,15.0,6.0,21.0,21.0,11.0,6.0,21.0,0.0,21.0,21.0,21.0,21.0,10.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
Total_acc5,13.0,13.0,15.0,21.0,21.0,21.0,21.0,21.0,24.0,6.0,21.0,21.0,21.0,21.0,13.0,21.0,24.0,24.0,24.0,24.0,24.0,21.0,21.0
rate_acc1,0.4166666666666667,0.4166666666666667,0.20833333333333334,0.0,0.4166666666666667,0.4166666666666667,0.4583333333333333,0.0,0.4166666666666667,0.0,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.625,0.4166666666666667,0.625,0.625,0.625,0.625,0.625
rate_acc2,0.4166666666666667,0.4166666666666667,0.625,0.0,0.875,0.875,0.4583333333333333,0.0,0.875,0.0,0.875,0.875,0.875,0.875,0.4166666666666667,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
rate_acc3,0.4166666666666667,0.4166666666666667,0.625,0.25,0.875,0.875,0.4583333333333333,0.25,0.875,0.0,0.875,0.875,0.875,0.875,0.4166666666666667,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
rate_acc5,0.5416666666666666,0.5416666666666666,0.625,0.875,0.875,0.875,0.875,0.875,1.0,0.25,0.875,0.875,0.875,0.875,0.5416666666666666,0.875,1.0,1.0,1.0,1.0,1.0,0.875,0.875
