,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,2819,260,1966,1558,1506,combine
median_Examscore(%),98.25,98.25,98.25,3.51,98.25,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,98.25,3.51,3.51,3.51,3.51,3.51,3.51,3.51
mean_Examscore(%),71.53227272727271,71.53227272727271,71.53227272727271,15.947272727272724,71.53227272727271,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,71.53227272727271,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724,15.947272727272724
sd_Examscore(%),33.5785532363425,33.5785532363425,33.5785532363425,16.89771220970691,33.5785532363425,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,33.5785532363425,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691,16.89771220970691
Total_acc1,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Total_acc2,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Total_acc3,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Total_acc5,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
rate_acc1,0.0,0.0,0.0,0.4090909090909091,0.0,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.0,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091
rate_acc2,0.0,0.0,0.0,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909
rate_acc3,0.0,0.0,0.0,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909
rate_acc5,0.0,0.0,0.0,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909
