1
205.0,45.0,0.0,0.0
135.0,18.0,70.0,27.0
0.0,0.0,205.0,45.0
205.0,45.0,0.0,0.0
88.0,26.0,117.0,19.0
85.0,20.0,120.0,25.0
25.0,30.0,180.0,15.0
73.0,2.0,132.0,43.0
11.0,4.0,194.0,41.0
17.0,2.0,188.0,43.0
0.0,6.0,205.0,39.0
0.0,16.0,205.0,29.0
8.0,1.0,197.0,44.0
0.0,0.0,205.0,45.0
3.0,1.0,202.0,44.0
2.0,1.0,203.0,44.0
23.0,0.0,182.0,45.0
14.0,0.0,191.0,45.0
24.0,0.0,181.0,45.0
26.0,0.0,179.0,45.0
19.0,0.0,186.0,45.0
33.0,0.0,172.0,45.0
65.0,1.0,140.0,44.0
67.0,4.0,138.0,41.0
34.0,19.0,171.0,26.0
25.0,5.0,180.0,40.0
3.0,0.0,202.0,45.0
10.0,0.0,195.0,45.0
6.0,0.0,199.0,45.0
3.0,0.0,202.0,45.0
