44.000896459,41.1922904527
43.3986317215,42.4473330345
46.5154639175,41.7301658449
43.8704616764,40.5647691618
47.2147019274,43.5230838189
47.2644554012,44.8677722994
41.864634693,41.864634693
46.6526221425,43.5230838189
41.5060510982,41.5060510982
40.1692891308,39.5786642761
45.1788435679,41.0578216047
46.4616763783,42.5818018826
39.9372478709,39.9372478709
44.1506051098,44.1506051098
40.7888839086,40.7888839086
41.6405199462,41.6405199462
41.4612281488,41.4612281488
43.0748543254,43.0748543254
43.4576423129,39.9372478709
46.1846705513,41.2819363514
43.7682653519,40.7888839086
45.7933662035,41.864634693
43.9188704617,39.8027790229
43.3886149709,43.3886149709
41.3267593008,41.3267593008
47.7162707306,42.4473330345
45.9022859704,41.0129986553
46.3635141192,43.657552667
43.0748543254,43.0748543254
44.5535634245,41.5508740475
43.4482294935,39.7579560735
46.5948005379,42.0439264904
41.0129986553,41.0129986553
45.9601075751,42.1783953384
49.4361272972,44.1954280592
45.204392649,41.6853428956
43.2093231735,43.2093231735
43.2093231735,43.2093231735
43.8816674137,43.8816674137
43.312415957,40.2510085164
41.3715822501,41.3715822501
45.0201703272,41.5508740475
44.1649484536,39.2649036307
41.7808157777,37.6961004034
42.895562528,42.895562528
46.1012998655,43.0748543254
40.2547873307,39.3545495294
45.861945316,40.8337068579
45.0067234424,41.6853428956
42.7162707306,42.7162707306
47.3706857911,42.4921559839
41.6405199462,41.6405199462
44.3370685791,39.3545495294
48.7489914836,44.2402510085
47.7633348274,43.1196772748
45.1506051098,41.864634693
45.6535186015,42.0439264904
45.584939489,40.3854773644
45.3711340206,42.5369789332
46.8086060063,43.2541461228
42.931869117,39.9372478709
40.3854773644,40.3854773644
43.1645002241,43.1645002241
43.0146799715,41.999103541
45.5230838189,41.2819363514
41.7301658449,41.7301658449
41.6853428956,41.6853428956
45.6293142089,41.5956969969
47.2187359928,43.0748543254
44.6947557149,41.3715822501
45.7005826983,40.8785298073
41.9094576423,41.9094576423
44.7149260421,41.5508740475
39.9820708203,39.9820708203
40.9233527566,40.9233527566
46.791125056,42.2680412371
40.3406544151,40.3406544151
44.4527117884,41.0578216047
41.5508740475,41.5508740475
41.4612281488,41.4612281488
41.999103541,41.999103541
42.8350515464,37.9650380995
43.8368444644,43.8368444644
47.1474675034,42.3128641865
46.4657104437,42.76109368
45.6131779471,43.7471985657
46.7884356791,41.9542805917
39.8924249216,39.8924249216
43.4845360825,40.2958314657
40.6992380099,40.6992380099
44.0815777678,41.5956969969
47.8144329897,42.1335723891
40.4751232631,40.4751232631
44.6033168983,41.7301658449
41.6853428956,41.6853428956
41.1922904527,41.1922904527
44.826535186,40.6095921112
42.1335723891,42.1335723891
46.7386822053,41.4164051995
42.76109368,42.76109368
41.5956969969,41.5956969969
42.1335723891,42.1335723891
41.999103541,41.999103541
46.2209771403,42.6714477813
42.6266248319,42.6266248319
39.8476019722,39.8476019722
39.7579560735,39.7579560735
46.2626624832,41.999103541
46.4320932317,42.5369789332
46.4979829673,43.0748543254
45.6266248319,41.5508740475
43.9323173465,39.6683101748
43.1645002241,43.1645002241
39.6683101748,39.6683101748
45.7436127297,41.6405199462
44.2012550426,40.7440609592
20.689376961,37.0237561632
46.4616763783,42.3576871358
44.1286418646,39.0407888839
43.8879426266,39.9820708203
43.7548184671,39.175257732
44.3747198566,44.3747198566
40.968175706,40.968175706
40.8337068579,40.8337068579
42.1912774651,41.1922904527
44.3881667414,41.864634693
39.1304347826,39.1304347826
42.0887494397,42.0887494397
39.175257732,39.175257732
47.795607351,43.5230838189
46.79650381,43.6127297176
44.5871806365,41.9094576423
44.6113850291,40.5647691618
40.5199462125,40.5199462125
43.346033169,37.9202151502
41.5060510982,41.5060510982
41.0129986553,41.0129986553
41.9094576423,41.9094576423
41.9094576423,41.9094576423
41.997310623,39.3545495294
44.5818018826,42.4921559839
45.8377409234,42.2232182878
42.4921559839,42.4921559839
44.2658000896,40.2510085164
46.071716719,41.2371134021
44.4016136262,40.4303003138
42.0439264904,42.0439264904
41.8103989242,38.0995069476
43.9874495742,39.9820708203
43.7386822053,39.30972658
47.7767817122,43.0748543254
44.4728821156,40.7888839086
40.206185567,40.206185567
47.0654415061,42.895562528
46.5262214254,41.5956969969
42.2680412371,42.2680412371
44.1783953384,39.8027790229
48.9574181981,43.9264903631
46.2451815329,41.7301658449
46.4146122815,43.1645002241
41.4612281488,41.4612281488
39.3993724787,39.3993724787
44.8144329897,40.8785298073
44.5912147019,41.0578216047
45.9506947557,41.1474675034
41.7749887943,41.7749887943
47.61945316,43.7023756163
45.6373823398,41.864634693
41.0578216047,41.0578216047
40.6992380099,40.6992380099
44.174361273,40.7440609592
45.1452263559,41.9094576423
49.9188704617,43.8368444644
40.5199462125,40.5199462125
40.7440609592,40.7440609592
45.0215150157,42.4025100852
41.0578216047,41.0578216047
46.7037203048,42.8507395787
46.7144778126,42.4921559839
46.1523980278,41.6853428956
40.4751232631,40.4751232631
42.0439264904,42.0439264904
44.6772747647,41.6405199462
46.2384580905,41.4164051995
42.9533841327,39.0407888839
45.8444643658,41.4164051995
47.2321828776,42.6266248319
43.7857463021,39.4441954281
42.4034065442,38.2339757956
43.8153294487,39.3545495294
41.0129986553,41.0129986553
46.7951591215,41.4612281488
46.5988346033,42.6714477813
43.5181532945,40.7440609592
46.9887942627,42.0887494397
43.9264903631,43.9264903631
47.0425818019,42.5818018826
46.7870909906,42.8059166293
43.2169430749,40.3406544151
43.5289108023,40.3854773644
42.3128641865,42.3128641865
46.5302554908,42.76109368
42.5818018826,42.5818018826
42.0887494397,42.0887494397
21.9722097714,39.6234872255
42.1783953384,42.1783953384
45.8350515464,41.864634693
41.5508740475,41.5508740475
44.8480502017,40.968175706
45.76109368,41.5956969969
41.6405199462,41.6405199462
44.8561183326,41.5508740475
42.0439264904,42.0439264904
43.9264903631,43.9264903631
43.9780367548,38.9959659346
43.760197221,39.7131331242
39.9372478709,39.9372478709
43.6727924697,39.3993724787
45.6938592559,40.5199462125
44.9112505603,41.3715822501
44.2173913043,40.7888839086
46.0004482295,41.5508740475
40.8337068579,40.8337068579
47.0775437024,41.999103541
42.6817570596,40.3854773644
47.3155535634,42.76109368
47.6974450919,44.1954280592
42.6714477813,42.6714477813
40.8785298073,40.8785298073
42.5818018826,42.5818018826
41.102644554,41.102644554
43.7471985657,43.7471985657
47.0896458987,43.7471985657
43.0748543254,43.0748543254
40.2958314657,40.2958314657
45.1963245182,41.0578216047
44.5844912595,40.4303003138
41.1474675034,41.1474675034
45.6535186015,41.3267593008
41.9542805917,41.9542805917
47.1098162259,43.8368444644
40.206185567,40.206185567
40.4303003138,40.4303003138
24.3617212013,41.8198117436
40.6992380099,40.6992380099
40.7440609592,40.7440609592
41.3267593008,41.3267593008
40.1165396683,40.1165396683
45.5553563424,42.1335723891
33.1721201255,39.8924249216
40.4303003138,40.4303003138
44.7068579113,39.2649036307
46.6284177499,42.5818018826
44.5374271627,40.8337068579
