0 qid:1 1536:0.228335 787:0.287144 667:1.000000 893:0.190002 168:0.888704
0 qid:1 1536:0.156426 787:0.025710 667:0.758514 893:0.033472 168:0.162365
0 qid:1 1536:0.682254 787:1.000000 667:0.889488 893:0.803519 168:1.000000
0 qid:1 1536:0.916254 787:0.157329 667:0.914633 893:0.950299 168:0.974188
0 qid:1 1536:0.000000 787:0.124475 667:0.000000 893:0.000000 168:0.829031
0 qid:1 1536:0.909422 787:0.158230 667:0.917254 893:0.970127 168:0.980433
0 qid:1 1536:0.126030 787:0.000000 667:0.757514 893:0.004687 168:0.218568
0 qid:1 1536:1.000000 787:0.182102 667:0.907677 893:0.839608 168:0.952373
0 qid:1 1536:0.863784 787:0.160909 667:0.925248 893:1.000000 168:0.999167
0 qid:1 1536:0.150273 787:0.086771 667:0.761864 893:0.064274 168:0.624036
0 qid:1 1536:0.212805 787:0.123329 667:0.767815 893:0.144586 168:0.731557
0 qid:1 1536:0.861408 787:0.213870 667:0.905546 893:0.753813 168:0.949015
0 qid:1 1536:0.503674 787:0.118134 667:0.829314 893:0.372426 168:0.730641
0 qid:1 1536:0.863784 787:0.160909 667:0.925248 893:1.000000 168:0.999167
0 qid:1 1536:0.350399 787:0.127690 667:0.799385 893:0.245748 168:0.741299
1 qid:1 1536:0.920182 787:0.154599 667:0.906898 893:0.894839 168:0.955454
0 qid:1 1536:0.100889 787:0.061519 667:0.749598 893:0.014665 168:0.567749
0 qid:1 1536:0.123833 787:0.045362 667:0.768184 893:0.013077 168:0.418401
0 qid:1 1536:0.302746 787:0.073313 667:0.771272 893:0.193408 168:0.000000
0 qid:1 1536:0.468185 787:0.141374 667:0.818921 893:0.347915 168:0.788204
0 qid:1 1536:0.528318 787:0.120379 667:0.832887 893:0.395592 168:0.743131
0 qid:2 1536:0.317045 787:0.428052 667:0.654238 893:0.372757 168:0.885312
0 qid:2 1536:0.103132 787:0.087985 667:0.173622 893:0.139457 168:0.169014
0 qid:2 1536:0.820200 787:1.000000 667:0.461868 893:1.000000 168:1.000000
0 qid:2 1536:0.982850 787:0.482535 667:0.957106 893:0.387824 168:0.971831
0 qid:2 1536:0.000000 787:0.188600 667:0.228509 893:0.011232 168:0.720993
0 qid:2 1536:0.996128 787:0.484967 667:0.967724 893:0.398322 168:0.977867
0 qid:2 1536:0.060409 787:0.000000 667:0.187273 893:0.093642 168:0.223340
0 qid:2 1536:0.804227 787:0.457603 667:0.854810 893:0.298108 168:0.911469
0 qid:2 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:2 1536:0.035796 787:0.231545 667:0.336273 893:0.000000 168:0.488934
0 qid:2 1536:0.097067 787:0.284067 667:0.406434 893:0.013783 168:0.567404
0 qid:2 1536:0.715494 787:0.675474 667:0.000000 893:0.252831 168:1.000000
0 qid:2 1536:0.340152 787:0.374573 667:0.590250 893:0.102884 168:0.730382
0 qid:2 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:2 1536:0.193876 787:0.330107 667:0.488518 893:0.046487 168:0.645875
1 qid:2 1536:0.713660 787:0.444686 667:0.806307 893:0.258428 168:0.881288
0 qid:2 1536:0.006959 787:0.163494 667:0.274048 893:0.006308 168:0.404427
0 qid:2 1536:0.008830 787:0.174238 667:0.282091 893:0.004064 168:0.416499
0 qid:2 1536:0.297911 787:0.248956 667:0.167696 893:0.339805 168:0.000000
0 qid:2 1536:0.305037 787:0.365416 667:0.567286 893:0.088949 168:0.712274
0 qid:2 1536:0.328215 787:0.371541 667:0.582525 893:0.098127 168:0.724346
0 qid:3 1536:0.199398 787:0.258217 667:0.290419 893:0.179928 168:0.811347
0 qid:3 1536:0.139859 787:0.024648 667:0.019108 893:0.033127 168:0.000000
1 qid:3 1536:0.569975 787:1.000000 667:0.162355 893:0.773805 168:1.000000
0 qid:3 1536:1.000000 787:0.150043 667:0.188197 893:0.968489 168:0.973689
0 qid:3 1536:0.000000 787:0.133601 667:1.000000 893:0.000000 168:0.801612
0 qid:3 1536:0.765055 787:0.138440 667:0.184567 893:0.969990 168:0.970367
0 qid:3 1536:0.112467 787:0.000000 667:0.017555 893:0.002333 168:0.066601
0 qid:3 1536:0.886559 787:0.141031 667:0.162569 893:0.789372 168:0.889492
0 qid:3 1536:0.724340 787:0.140896 667:0.192131 893:1.000000 168:0.998882
0 qid:3 1536:0.167970 787:0.073333 667:0.043515 893:0.076181 168:0.429206
0 qid:3 1536:0.229128 787:0.104555 667:0.051442 893:0.163512 168:0.586515
0 qid:3 1536:0.806128 787:0.229212 667:0.232687 893:0.904882 168:0.975399
0 qid:3 1536:0.134989 787:0.276405 667:0.216641 893:0.225443 168:0.933300
0 qid:3 1536:0.724340 787:0.140896 667:0.192131 893:1.000000 168:0.998882
0 qid:3 1536:0.534957 787:0.109722 667:0.115559 893:0.466343 168:0.666206
0 qid:3 1536:0.777593 787:0.150771 667:0.157090 893:0.739118 168:0.880612
0 qid:3 1536:0.124252 787:0.030527 667:0.043675 893:0.002855 168:0.095905
0 qid:3 1536:0.113099 787:0.046648 667:0.030164 893:0.013436 168:0.325604
0 qid:3 1536:0.237662 787:0.088107 667:0.000000 893:0.173753 168:0.120934
0 qid:3 1536:0.471162 787:0.109459 667:0.097296 893:0.356862 168:0.628482
0 qid:3 1536:0.440800 787:0.100591 667:0.099994 893:0.357746 168:0.580661
0 qid:4 1536:0.317045 787:0.428052 667:0.654238 893:0.372757 168:0.885312
0 qid:4 1536:0.103132 787:0.087985 667:0.173622 893:0.139457 168:0.169014
0 qid:4 1536:0.820200 787:1.000000 667:0.461868 893:1.000000 168:1.000000
0 qid:4 1536:0.982850 787:0.482535 667:0.957106 893:0.387824 168:0.971831
0 qid:4 1536:0.000000 787:0.188600 667:0.228509 893:0.011232 168:0.720993
0 qid:4 1536:0.996128 787:0.484967 667:0.967724 893:0.398322 168:0.977867
0 qid:4 1536:0.060409 787:0.000000 667:0.187273 893:0.093642 168:0.223340
0 qid:4 1536:0.804227 787:0.457603 667:0.854810 893:0.298108 168:0.911469
0 qid:4 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:4 1536:0.035796 787:0.231545 667:0.336273 893:0.000000 168:0.488934
1 qid:4 1536:0.097067 787:0.284067 667:0.406434 893:0.013783 168:0.567404
0 qid:4 1536:0.715494 787:0.675474 667:0.000000 893:0.252831 168:1.000000
0 qid:4 1536:0.340152 787:0.374573 667:0.590250 893:0.102884 168:0.730382
0 qid:4 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:4 1536:0.193876 787:0.330107 667:0.488518 893:0.046487 168:0.645875
0 qid:4 1536:0.713660 787:0.444686 667:0.806307 893:0.258428 168:0.881288
0 qid:4 1536:0.006959 787:0.163494 667:0.274048 893:0.006308 168:0.404427
0 qid:4 1536:0.008830 787:0.174238 667:0.282091 893:0.004064 168:0.416499
0 qid:4 1536:0.297911 787:0.248956 667:0.167696 893:0.339805 168:0.000000
0 qid:4 1536:0.305037 787:0.365416 667:0.567286 893:0.088949 168:0.712274
0 qid:4 1536:0.328215 787:0.371541 667:0.582525 893:0.098127 168:0.724346
0 qid:5 1536:0.062700 787:0.083183 667:1.000000 893:0.149010 168:0.672294
0 qid:5 1536:0.087923 787:0.002470 667:0.555880 893:0.020195 168:0.146014
0 qid:5 1536:0.388478 787:1.000000 667:0.685285 893:0.664226 168:0.990488
0 qid:5 1536:0.756820 787:0.182146 667:0.683856 893:0.963239 168:0.965797
0 qid:5 1536:0.000000 787:0.066896 667:0.000000 893:0.013452 168:0.725485
0 qid:5 1536:0.616947 787:0.173703 667:0.690575 893:0.996096 168:0.999547
0 qid:5 1536:0.098454 787:0.012424 667:0.565204 893:0.000000 168:0.093346
0 qid:5 1536:0.752590 787:0.183484 667:0.664202 893:0.749864 168:0.834887
0 qid:5 1536:0.570849 787:0.189808 667:0.689280 893:0.995796 168:0.999512
0 qid:5 1536:0.257291 787:0.086039 667:0.556574 893:0.131096 168:0.630995
0 qid:5 1536:0.361756 787:0.099728 667:0.581674 893:0.201022 168:0.637150
0 qid:5 1536:0.762971 787:0.158870 667:0.659515 893:0.713149 168:0.843376
0 qid:5 1536:0.630723 787:0.142949 667:0.627399 893:0.407400 168:0.648148
1 qid:5 1536:1.000000 787:0.622289 667:0.671156 893:1.000000 168:1.000000
0 qid:5 1536:0.772556 787:0.163528 667:0.659919 893:0.713515 168:0.835653
0 qid:5 1536:0.829109 787:0.175361 667:0.660613 893:0.714249 168:0.819649
0 qid:5 1536:0.248204 787:0.136184 667:0.592607 893:0.006839 168:0.000000
0 qid:5 1536:0.255629 787:0.097333 667:0.587140 893:0.038027 168:0.247931
0 qid:5 1536:0.157122 787:0.000000 667:0.563541 893:0.149642 168:0.053139
0 qid:5 1536:0.607993 787:0.169503 667:0.626033 893:0.345024 168:0.517395
0 qid:5 1536:0.647308 787:0.161054 667:0.626078 893:0.357039 168:0.549838
0 qid:6 1536:0.317045 787:0.428052 667:0.654238 893:0.372757 168:0.885312
0 qid:6 1536:0.103132 787:0.087985 667:0.173622 893:0.139457 168:0.169014
1 qid:6 1536:0.820200 787:1.000000 667:0.461868 893:1.000000 168:1.000000
0 qid:6 1536:0.982850 787:0.482535 667:0.957106 893:0.387824 168:0.971831
0 qid:6 1536:0.000000 787:0.188600 667:0.228509 893:0.011232 168:0.720993
0 qid:6 1536:0.996128 787:0.484967 667:0.967724 893:0.398322 168:0.977867
0 qid:6 1536:0.060409 787:0.000000 667:0.187273 893:0.093642 168:0.223340
0 qid:6 1536:0.804227 787:0.457603 667:0.854810 893:0.298108 168:0.911469
0 qid:6 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:6 1536:0.035796 787:0.231545 667:0.336273 893:0.000000 168:0.488934
0 qid:6 1536:0.097067 787:0.284067 667:0.406434 893:0.013783 168:0.567404
0 qid:6 1536:0.715494 787:0.675474 667:0.000000 893:0.252831 168:1.000000
0 qid:6 1536:0.340152 787:0.374573 667:0.590250 893:0.102884 168:0.730382
0 qid:6 1536:1.000000 787:0.492199 667:1.000000 893:0.413317 168:0.995976
0 qid:6 1536:0.193876 787:0.330107 667:0.488518 893:0.046487 168:0.645875
0 qid:6 1536:0.713660 787:0.444686 667:0.806307 893:0.258428 168:0.881288
0 qid:6 1536:0.006959 787:0.163494 667:0.274048 893:0.006308 168:0.404427
0 qid:6 1536:0.008830 787:0.174238 667:0.282091 893:0.004064 168:0.416499
0 qid:6 1536:0.297911 787:0.248956 667:0.167696 893:0.339805 168:0.000000
0 qid:6 1536:0.305037 787:0.365416 667:0.567286 893:0.088949 168:0.712274
0 qid:6 1536:0.328215 787:0.371541 667:0.582525 893:0.098127 168:0.724346
0 qid:7 1536:0.198335 787:0.291933 667:1.000000 893:0.174662 168:0.913885
0 qid:7 1536:0.156105 787:0.022189 667:0.550302 893:0.033659 168:0.157116
0 qid:7 1536:0.681743 787:1.000000 667:0.831117 893:0.774692 168:1.000000
