0 qid:1 2069:0.260972 565:0.103194 2562:0.870239 937:0.747008 1580:0.253870 2030:0.005701 2377:0.019008 759:0.505691
0 qid:1 2069:0.000000 565:0.060710 2562:0.869972 937:0.724279 1580:0.372161 2030:0.000000 2377:0.022739 759:0.000000
0 qid:1 2069:0.286240 565:0.108408 2562:0.869137 937:0.784580 1580:0.524679 2030:0.010970 2377:0.120471 759:0.568030
0 qid:1 2069:0.322384 565:0.109006 2562:0.870250 937:0.796856 1580:0.540029 2030:0.011411 2377:0.130977 759:0.568375
0 qid:2 2069:1.000000 565:0.365237 2562:1.000000 937:1.000000 1580:0.556266 2030:0.025828 2377:0.038579 759:0.572200
0 qid:2 2069:0.269413 565:0.045630 2562:0.012474 937:0.120261 1580:0.113459 2030:0.000168 2377:0.002299 759:0.183588
0 qid:2 2069:0.422510 565:1.000000 2562:0.115353 937:0.671774 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:2 2069:0.299271 565:0.082250 2562:0.012718 937:0.800940 1580:0.643695 2030:0.008416 2377:0.249221 759:0.349855
0 qid:2 2069:0.000000 565:0.040600 2562:0.000000 937:0.000000 1580:0.142871 2030:0.001693 2377:0.009845 759:0.328189
0 qid:2 2069:0.299269 565:0.082255 2562:0.012720 937:0.808356 1580:0.647030 2030:0.008520 2377:0.253360 759:0.349855
0 qid:2 2069:0.274914 565:0.053801 2562:0.012541 937:0.143064 1580:0.000000 2030:0.000000 2377:0.000000 759:0.223163
0 qid:2 2069:0.299260 565:0.082118 2562:0.012711 937:0.728383 1580:0.609547 2030:0.007384 2377:0.209705 759:0.349839
0 qid:2 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:2 2069:0.292404 565:0.074527 2562:0.012661 937:0.310066 1580:0.304199 2030:0.001432 2377:0.028478 759:0.326369
0 qid:2 2069:0.295142 565:0.077307 2562:0.012675 937:0.374852 1580:0.374395 2030:0.002306 2377:0.049514 759:0.337873
0 qid:2 2069:0.299280 565:0.082475 2562:0.012270 937:0.670396 1580:0.604830 2030:0.010765 2377:0.201291 759:0.349926
0 qid:2 2069:0.298323 565:0.080690 2562:0.012696 937:0.528964 1580:0.496452 2030:0.004507 2377:0.111597 759:0.348094
0 qid:2 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:2 2069:0.297042 565:0.079265 2562:0.012686 937:0.445881 1580:0.436317 2030:0.003310 2377:0.076306 759:0.344524
1 qid:2 2069:0.299220 565:0.081998 2562:0.012708 937:0.693214 1580:0.591888 2030:0.006880 2377:0.191225 759:0.349797
0 qid:2 2069:0.288346 565:0.070273 2562:0.012640 937:0.247738 1580:0.213956 2030:0.000676 2377:0.012263 759:0.306333
0 qid:2 2069:0.289003 565:0.070979 2562:0.012643 937:0.256149 1580:0.228152 2030:0.000770 2377:0.014171 759:0.309779
0 qid:2 2069:0.247162 565:0.000000 2562:0.007987 937:0.079609 1580:0.315680 2030:0.002669 2377:0.027099 759:0.000000
0 qid:2 2069:0.298106 565:0.080435 2562:0.012694 937:0.510604 1580:0.484042 2030:0.004242 2377:0.103473 759:0.347561
0 qid:2 2069:0.298254 565:0.080608 2562:0.012695 937:0.522811 1580:0.492342 2030:0.004418 2377:0.108855 759:0.347928
0 qid:3 2069:0.504140 565:0.243520 2562:0.000000 937:0.342900 1580:0.557916 2030:0.003548 2377:0.050190 759:0.843318
0 qid:3 2069:0.000000 565:0.054228 2562:0.824655 937:0.037364 1580:0.104732 2030:0.001191 2377:0.002214 759:0.129936
1 qid:3 2069:1.000000 565:1.000000 2562:1.000000 937:0.195600 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:3 2069:0.429325 565:0.081616 2562:0.842053 937:0.169652 1580:0.663079 2030:0.015552 2377:0.276955 759:0.458605
0 qid:3 2069:0.434980 565:0.186234 2562:0.819771 937:1.000000 1580:0.564183 2030:0.005583 2377:0.029410 759:0.466801
0 qid:3 2069:0.428935 565:0.081618 2562:0.842084 937:0.168282 1580:0.661160 2030:0.015551 2377:0.276898 759:0.458600
0 qid:3 2069:0.045229 565:0.060596 2562:0.829561 937:0.040388 1580:0.000000 2030:0.001973 2377:0.000000 759:0.209209
0 qid:3 2069:0.427314 565:0.081505 2562:0.841907 937:0.155310 1580:0.622633 2030:0.014357 2377:0.232858 759:0.458579
0 qid:3 2069:0.428902 565:0.081635 2562:0.842083 937:0.172419 1580:0.672917 2030:0.015911 2377:0.290921 759:0.458599
0 qid:3 2069:0.293989 565:0.076898 2562:0.838877 937:0.074782 1580:0.296099 2030:0.006975 2377:0.041731 759:0.423849
0 qid:3 2069:0.378044 565:0.078118 2562:0.838845 937:0.080453 1580:0.377222 2030:0.008440 2377:0.069267 759:0.444095
0 qid:3 2069:0.428950 565:0.081532 2562:0.842744 937:0.167232 1580:0.659275 2030:0.015197 2377:0.263896 759:0.458637
0 qid:3 2069:0.437697 565:0.086892 2562:0.832895 937:0.264708 1580:0.489915 2030:0.009554 2377:0.096974 759:0.464598
0 qid:3 2069:0.428902 565:0.081635 2562:0.842083 937:0.172419 1580:0.672917 2030:0.015911 2377:0.290921 759:0.458599
0 qid:3 2069:0.425245 565:0.080992 2562:0.842080 937:0.127830 1580:0.524503 2030:0.011755 2377:0.148508 759:0.456792
0 qid:3 2069:0.427326 565:0.081433 2562:0.841958 937:0.150885 1580:0.611828 2030:0.014002 2377:0.220670 759:0.458551
0 qid:3 2069:0.364625 565:0.075179 2562:0.842066 937:0.072618 1580:0.155445 2030:0.004971 2377:0.012245 759:0.359623
0 qid:3 2069:0.230059 565:0.074198 2562:0.837457 937:0.062177 1580:0.192536 2030:0.005457 2377:0.020534 759:0.390776
0 qid:3 2069:0.230652 565:0.000000 2562:0.672588 937:0.000000 1580:0.238321 2030:0.000000 2377:0.027783 759:0.000000
0 qid:3 2069:0.356868 565:0.080496 2562:0.841305 937:0.115408 1580:0.482923 2030:0.010708 2377:0.120214 759:0.454480
0 qid:3 2069:0.421830 565:0.080619 2562:0.842078 937:0.117732 1580:0.481382 2030:0.010704 2377:0.119382 759:0.454064
0 qid:4 2069:1.000000 565:0.365237 2562:1.000000 937:1.000000 1580:0.556266 2030:0.025828 2377:0.038579 759:0.572200
0 qid:4 2069:0.269413 565:0.045630 2562:0.012474 937:0.120261 1580:0.113459 2030:0.000168 2377:0.002299 759:0.183588
0 qid:4 2069:0.422510 565:1.000000 2562:0.115353 937:0.671774 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:4 2069:0.299271 565:0.082250 2562:0.012718 937:0.800940 1580:0.643695 2030:0.008416 2377:0.249221 759:0.349855
0 qid:4 2069:0.000000 565:0.040600 2562:0.000000 937:0.000000 1580:0.142871 2030:0.001693 2377:0.009845 759:0.328189
0 qid:4 2069:0.299269 565:0.082255 2562:0.012720 937:0.808356 1580:0.647030 2030:0.008520 2377:0.253360 759:0.349855
0 qid:4 2069:0.274914 565:0.053801 2562:0.012541 937:0.143064 1580:0.000000 2030:0.000000 2377:0.000000 759:0.223163
0 qid:4 2069:0.299260 565:0.082118 2562:0.012711 937:0.728383 1580:0.609547 2030:0.007384 2377:0.209705 759:0.349839
0 qid:4 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:4 2069:0.292404 565:0.074527 2562:0.012661 937:0.310066 1580:0.304199 2030:0.001432 2377:0.028478 759:0.326369
1 qid:4 2069:0.295142 565:0.077307 2562:0.012675 937:0.374852 1580:0.374395 2030:0.002306 2377:0.049514 759:0.337873
0 qid:4 2069:0.299280 565:0.082475 2562:0.012270 937:0.670396 1580:0.604830 2030:0.010765 2377:0.201291 759:0.349926
0 qid:4 2069:0.298323 565:0.080690 2562:0.012696 937:0.528964 1580:0.496452 2030:0.004507 2377:0.111597 759:0.348094
0 qid:4 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:4 2069:0.297042 565:0.079265 2562:0.012686 937:0.445881 1580:0.436317 2030:0.003310 2377:0.076306 759:0.344524
0 qid:4 2069:0.299220 565:0.081998 2562:0.012708 937:0.693214 1580:0.591888 2030:0.006880 2377:0.191225 759:0.349797
0 qid:4 2069:0.288346 565:0.070273 2562:0.012640 937:0.247738 1580:0.213956 2030:0.000676 2377:0.012263 759:0.306333
0 qid:4 2069:0.289003 565:0.070979 2562:0.012643 937:0.256149 1580:0.228152 2030:0.000770 2377:0.014171 759:0.309779
0 qid:4 2069:0.247162 565:0.000000 2562:0.007987 937:0.079609 1580:0.315680 2030:0.002669 2377:0.027099 759:0.000000
0 qid:4 2069:0.298106 565:0.080435 2562:0.012694 937:0.510604 1580:0.484042 2030:0.004242 2377:0.103473 759:0.347561
0 qid:4 2069:0.298254 565:0.080608 2562:0.012695 937:0.522811 1580:0.492342 2030:0.004418 2377:0.108855 759:0.347928
0 qid:5 2069:1.000000 565:1.000000 2562:0.000000 937:1.000000 1580:0.931085 2030:0.015921 2377:0.188322 759:0.076186
0 qid:5 2069:0.694618 565:0.349556 2562:0.370706 937:0.476174 1580:0.076124 2030:0.041904 2377:0.013158 759:0.025997
0 qid:5 2069:0.134575 565:0.000000 2562:1.000000 937:0.638142 1580:1.000000 2030:1.000000 2377:0.675713 759:1.000000
0 qid:5 2069:0.971921 565:0.394291 2562:0.427717 937:0.577543 1580:0.677851 2030:0.323004 2377:0.949424 759:0.059353
0 qid:5 2069:0.961177 565:0.287740 2562:0.385204 937:0.000000 1580:0.000000 2030:0.130760 2377:0.173931 759:0.058306
0 qid:5 2069:0.971086 565:0.394339 2562:0.428506 937:0.583265 1580:0.695235 2030:0.330522 2377:1.000000 759:0.059353
0 qid:5 2069:0.602384 565:0.363136 2562:0.390488 937:0.487214 1580:0.019841 2030:0.054490 2377:0.000000 759:0.028702
0 qid:5 2069:0.961794 565:0.394050 2562:0.428099 937:0.565190 1580:0.625923 2030:0.295491 2377:0.773575 759:0.059344
0 qid:5 2069:0.971086 565:0.394339 2562:0.428100 937:0.579617 1580:0.688764 2030:0.330518 2377:1.000000 759:0.059352
0 qid:5 2069:0.922475 565:0.386127 2562:0.413577 937:0.496573 1580:0.383817 2030:0.177267 2377:0.256442 759:0.057469
0 qid:5 2069:0.921400 565:0.389341 2562:0.418657 937:0.516136 1580:0.434809 2030:0.196631 2377:0.315378 759:0.058081
0 qid:5 2069:0.959871 565:0.393936 2562:0.427831 937:0.565898 1580:0.625355 2030:0.290510 2377:0.747807 759:0.059340
0 qid:5 2069:0.890060 565:0.392886 2562:0.426356 937:0.545303 1580:0.525343 2030:0.240775 2377:0.481908 759:0.058986
1 qid:5 2069:0.971086 565:0.394339 2562:0.436959 937:0.628045 1580:0.775454 2030:0.331279 2377:1.000000 759:0.059404
0 qid:5 2069:0.955274 565:0.393952 2562:0.427810 937:0.565307 1580:0.623186 2030:0.290507 2377:0.746711 759:0.059339
0 qid:5 2069:0.918441 565:0.393980 2562:0.427439 937:0.563968 1580:0.618781 2030:0.290500 2377:0.744518 759:0.059338
0 qid:5 2069:0.000000 565:0.386565 2562:0.428086 937:0.513854 1580:0.167921 2030:0.120853 2377:0.038857 759:0.046026
0 qid:5 2069:0.522870 565:0.387054 2562:0.421201 937:0.513449 1580:0.256885 2030:0.140386 2377:0.108210 759:0.051624
0 qid:5 2069:0.708370 565:0.289029 2562:0.279150 937:0.470432 1580:0.239478 2030:0.000000 2377:0.053043 759:0.000000
0 qid:5 2069:0.827007 565:0.392786 2562:0.428096 937:0.541077 1580:0.488697 2030:0.228341 2377:0.412760 759:0.058634
0 qid:5 2069:0.495317 565:0.392795 2562:0.426860 937:0.541960 1580:0.496681 2030:0.230830 2377:0.427083 759:0.058724
0 qid:6 2069:1.000000 565:0.365237 2562:1.000000 937:1.000000 1580:0.556266 2030:0.025828 2377:0.038579 759:0.572200
0 qid:6 2069:0.269413 565:0.045630 2562:0.012474 937:0.120261 1580:0.113459 2030:0.000168 2377:0.002299 759:0.183588
1 qid:6 2069:0.422510 565:1.000000 2562:0.115353 937:0.671774 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:6 2069:0.299271 565:0.082250 2562:0.012718 937:0.800940 1580:0.643695 2030:0.008416 2377:0.249221 759:0.349855
0 qid:6 2069:0.000000 565:0.040600 2562:0.000000 937:0.000000 1580:0.142871 2030:0.001693 2377:0.009845 759:0.328189
0 qid:6 2069:0.299269 565:0.082255 2562:0.012720 937:0.808356 1580:0.647030 2030:0.008520 2377:0.253360 759:0.349855
0 qid:6 2069:0.274914 565:0.053801 2562:0.012541 937:0.143064 1580:0.000000 2030:0.000000 2377:0.000000 759:0.223163
0 qid:6 2069:0.299260 565:0.082118 2562:0.012711 937:0.728383 1580:0.609547 2030:0.007384 2377:0.209705 759:0.349839
0 qid:6 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:6 2069:0.292404 565:0.074527 2562:0.012661 937:0.310066 1580:0.304199 2030:0.001432 2377:0.028478 759:0.326369
0 qid:6 2069:0.295142 565:0.077307 2562:0.012675 937:0.374852 1580:0.374395 2030:0.002306 2377:0.049514 759:0.337873
0 qid:6 2069:0.299280 565:0.082475 2562:0.012270 937:0.670396 1580:0.604830 2030:0.010765 2377:0.201291 759:0.349926
0 qid:6 2069:0.298323 565:0.080690 2562:0.012696 937:0.528964 1580:0.496452 2030:0.004507 2377:0.111597 759:0.348094
0 qid:6 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:6 2069:0.297042 565:0.079265 2562:0.012686 937:0.445881 1580:0.436317 2030:0.003310 2377:0.076306 759:0.344524
0 qid:6 2069:0.299220 565:0.081998 2562:0.012708 937:0.693214 1580:0.591888 2030:0.006880 2377:0.191225 759:0.349797
0 qid:6 2069:0.288346 565:0.070273 2562:0.012640 937:0.247738 1580:0.213956 2030:0.000676 2377:0.012263 759:0.306333
0 qid:6 2069:0.289003 565:0.070979 2562:0.012643 937:0.256149 1580:0.228152 2030:0.000770 2377:0.014171 759:0.309779
0 qid:6 2069:0.247162 565:0.000000 2562:0.007987 937:0.079609 1580:0.315680 2030:0.002669 2377:0.027099 759:0.000000
0 qid:6 2069:0.298106 565:0.080435 2562:0.012694 937:0.510604 1580:0.484042 2030:0.004242 2377:0.103473 759:0.347561
0 qid:6 2069:0.298254 565:0.080608 2562:0.012695 937:0.522811 1580:0.492342 2030:0.004418 2377:0.108855 759:0.347928
0 qid:7 2069:0.465482 565:0.162220 2562:0.000000 937:1.000000 1580:0.475496 2030:0.005545 2377:0.056223 759:1.000000
0 qid:7 2069:0.130777 565:0.023954 2562:0.832552 937:0.488945 1580:0.107721 2030:0.001876 2377:0.001526 759:0.284730
0 qid:7 2069:1.000000 565:1.000000 2562:1.000000 937:0.806161 1580:1.000000 2030:1.000000 2377:1.000000 759:0.974944
0 qid:7 2069:0.333653 565:0.044940 2562:0.832608 937:0.741501 1580:0.653476 2030:0.016191 2377:0.275767 759:0.574557
0 qid:7 2069:0.309865 565:0.006202 2562:0.813355 937:0.000000 1580:0.070296 2030:0.005965 2377:0.028498 759:0.557028
0 qid:7 2069:0.333647 565:0.044947 2562:0.832609 937:0.744581 1580:0.657472 2030:0.016311 2377:0.280344 759:0.574557
0 qid:7 2069:0.167827 565:0.028789 2562:0.832567 937:0.494702 1580:0.000000 2030:0.002698 2377:0.000000 759:0.355102
0 qid:7 2069:0.333648 565:0.044866 2562:0.832800 937:0.730198 1580:0.638688 2030:0.015596 2377:0.253955 759:0.574566
0 qid:7 2069:0.333609 565:0.044965 2562:0.832607 937:0.753906 1580:0.669357 2030:0.016671 2377:0.294300 759:0.574556
0 qid:7 2069:0.161223 565:0.039522 2562:0.828927 937:0.527341 1580:0.267756 2030:0.007412 2377:0.041155 759:0.544607
0 qid:7 2069:0.269512 565:0.041026 2562:0.828966 937:0.541139 1580:0.358502 2030:0.008981 2377:0.069295 759:0.562421
0 qid:7 2069:0.333113 565:0.044708 2562:0.832560 937:0.703711 1580:0.614840 2030:0.014884 2377:0.229036 759:0.574549
0 qid:7 2069:0.326388 565:0.044004 2562:0.832603 937:0.635573 1580:0.485648 2030:0.011700 2377:0.129756 759:0.571774
0 qid:7 2069:0.333609 565:0.044965 2562:0.832607 937:0.753906 1580:0.669357 2030:0.016671 2377:0.294300 759:0.574556
0 qid:7 2069:0.265496 565:0.042771 2562:0.830804 937:0.587238 1580:0.421137 2030:0.010212 2377:0.094364 759:0.567882
1 qid:7 2069:0.333653 565:0.044932 2562:0.832608 937:0.738435 1580:0.649461 2030:0.016072 2377:0.271227 759:0.574557
0 qid:7 2069:0.107288 565:0.037468 2562:0.827830 937:0.507275 1580:0.192029 2030:0.006331 2377:0.026463 759:0.526568
0 qid:7 2069:0.265228 565:0.038838 2562:0.832591 937:0.533502 1580:0.172842 2030:0.006061 2377:0.020512 759:0.510179
0 qid:7 2069:0.000000 565:0.000000 2562:0.832334 937:0.486239 1580:0.306190 2030:0.000000 2377:0.021774 759:0.000000
0 qid:7 2069:0.295658 565:0.043614 2562:0.831386 937:0.617669 1580:0.478557 2030:0.011478 2377:0.125235 759:0.571834
0 qid:7 2069:0.327333 565:0.044095 2562:0.832603 937:0.640583 1580:0.495426 2030:0.011933 2377:0.136085 759:0.572269
0 qid:8 2069:1.000000 565:0.285419 2562:0.000000 937:1.000000 1580:0.508117 2030:0.011952 2377:0.040287 759:0.823679
0 qid:8 2069:0.162494 565:0.055346 2562:0.993484 937:0.090207 1580:0.110399 2030:0.000111 2377:0.002213 759:0.202993
0 qid:8 2069:0.929448 565:1.000000 2562:1.000000 937:0.700669 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:8 2069:0.748033 565:0.100934 2562:0.994346 937:0.667190 1580:0.653033 2030:0.011460 2377:0.254825 759:0.393842
0 qid:8 2069:0.631730 565:0.072417 2562:0.993779 937:0.000000 1580:0.156981 2030:0.002322 2377:0.010572 759:0.354178
0 qid:8 2069:0.748030 565:0.100941 2562:0.994346 937:0.672754 1580:0.656465 2030:0.011569 2377:0.259093 759:0.393842
0 qid:8 2069:0.229875 565:0.065641 2562:0.993729 937:0.107655 1580:0.000000 2030:0.000491 2377:0.000000 759:0.248722
1 qid:8 2069:0.748030 565:0.100868 2562:0.994346 937:0.634304 1580:0.632127 2030:0.010809 2377:0.229957 759:0.393837
0 qid:8 2069:0.748019 565:0.100956 2562:0.994346 937:0.689589 1580:0.666674 2030:0.011897 2377:0.272106 759:0.393841
0 qid:8 2069:0.678801 565:0.085694 2562:0.994013 937:0.108730 1580:0.301418 2030:0.003824 2377:0.033052 759:0.377292
0 qid:8 2069:0.741532 565:0.096574 2562:0.994345 937:0.356473 1580:0.379891 2030:0.004670 2377:0.050825 759:0.376497
0 qid:8 2069:0.747875 565:0.099416 2562:0.994334 937:0.595329 1580:0.596181 2030:0.009976 2377:0.199715 759:0.393861
0 qid:8 2069:0.746634 565:0.099620 2562:0.994346 937:0.474032 1580:0.509619 2030:0.007434 2377:0.118684 759:0.391604
0 qid:8 2069:0.748019 565:0.100956 2562:0.994346 937:0.689589 1580:0.666674 2030:0.011897 2377:0.272106 759:0.393841
0 qid:8 2069:0.744325 565:0.098185 2562:0.994345 937:0.404094 1580:0.438967 2030:0.005827 2377:0.076535 759:0.385674
0 qid:8 2069:0.746254 565:0.100623 2562:0.994335 937:0.593458 1580:0.604344 2030:0.009954 2377:0.199083 759:0.393796
0 qid:8 2069:0.462120 565:0.086631 2562:0.994093 937:0.198306 1580:0.218119 2030:0.002515 2377:0.014155 759:0.346479
0 qid:8 2069:0.731915 565:0.091001 2562:0.994344 937:0.271708 1580:0.228644 2030:0.002436 2377:0.013505 759:0.334961
0 qid:8 2069:0.000000 565:0.000000 2562:0.985168 937:0.066684 1580:0.300755 2030:0.000000 2377:0.025922 759:0.000000
0 qid:8 2069:0.706166 565:0.098704 2562:0.994285 937:0.427594 1580:0.492359 2030:0.007056 2377:0.108112 759:0.391363
0 qid:8 2069:0.746307 565:0.099402 2562:0.994346 937:0.460377 1580:0.496956 2030:0.007127 2377:0.110096 759:0.390889
0 qid:9 2069:1.000000 565:0.365237 2562:1.000000 937:1.000000 1580:0.556266 2030:0.025828 2377:0.038579 759:0.572200
0 qid:9 2069:0.269413 565:0.045630 2562:0.012474 937:0.120261 1580:0.113459 2030:0.000168 2377:0.002299 759:0.183588
0 qid:9 2069:0.422510 565:1.000000 2562:0.115353 937:0.671774 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
0 qid:9 2069:0.299271 565:0.082250 2562:0.012718 937:0.800940 1580:0.643695 2030:0.008416 2377:0.249221 759:0.349855
0 qid:9 2069:0.000000 565:0.040600 2562:0.000000 937:0.000000 1580:0.142871 2030:0.001693 2377:0.009845 759:0.328189
0 qid:9 2069:0.299269 565:0.082255 2562:0.012720 937:0.808356 1580:0.647030 2030:0.008520 2377:0.253360 759:0.349855
0 qid:9 2069:0.274914 565:0.053801 2562:0.012541 937:0.143064 1580:0.000000 2030:0.000000 2377:0.000000 759:0.223163
0 qid:9 2069:0.299260 565:0.082118 2562:0.012711 937:0.728383 1580:0.609547 2030:0.007384 2377:0.209705 759:0.349839
1 qid:9 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:9 2069:0.292404 565:0.074527 2562:0.012661 937:0.310066 1580:0.304199 2030:0.001432 2377:0.028478 759:0.326369
0 qid:9 2069:0.295142 565:0.077307 2562:0.012675 937:0.374852 1580:0.374395 2030:0.002306 2377:0.049514 759:0.337873
0 qid:9 2069:0.299280 565:0.082475 2562:0.012270 937:0.670396 1580:0.604830 2030:0.010765 2377:0.201291 759:0.349926
0 qid:9 2069:0.298323 565:0.080690 2562:0.012696 937:0.528964 1580:0.496452 2030:0.004507 2377:0.111597 759:0.348094
0 qid:9 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:9 2069:0.297042 565:0.079265 2562:0.012686 937:0.445881 1580:0.436317 2030:0.003310 2377:0.076306 759:0.344524
0 qid:9 2069:0.299220 565:0.081998 2562:0.012708 937:0.693214 1580:0.591888 2030:0.006880 2377:0.191225 759:0.349797
0 qid:9 2069:0.288346 565:0.070273 2562:0.012640 937:0.247738 1580:0.213956 2030:0.000676 2377:0.012263 759:0.306333
0 qid:9 2069:0.289003 565:0.070979 2562:0.012643 937:0.256149 1580:0.228152 2030:0.000770 2377:0.014171 759:0.309779
0 qid:9 2069:0.247162 565:0.000000 2562:0.007987 937:0.079609 1580:0.315680 2030:0.002669 2377:0.027099 759:0.000000
0 qid:9 2069:0.298106 565:0.080435 2562:0.012694 937:0.510604 1580:0.484042 2030:0.004242 2377:0.103473 759:0.347561
0 qid:9 2069:0.298254 565:0.080608 2562:0.012695 937:0.522811 1580:0.492342 2030:0.004418 2377:0.108855 759:0.347928
0 qid:10 2069:1.000000 565:0.365237 2562:1.000000 937:1.000000 1580:0.556266 2030:0.025828 2377:0.038579 759:0.572200
0 qid:10 2069:0.269413 565:0.045630 2562:0.012474 937:0.120261 1580:0.113459 2030:0.000168 2377:0.002299 759:0.183588
0 qid:10 2069:0.422510 565:1.000000 2562:0.115353 937:0.671774 1580:1.000000 2030:1.000000 2377:1.000000 759:1.000000
1 qid:10 2069:0.299271 565:0.082250 2562:0.012718 937:0.800940 1580:0.643695 2030:0.008416 2377:0.249221 759:0.349855
0 qid:10 2069:0.000000 565:0.040600 2562:0.000000 937:0.000000 1580:0.142871 2030:0.001693 2377:0.009845 759:0.328189
0 qid:10 2069:0.299269 565:0.082255 2562:0.012720 937:0.808356 1580:0.647030 2030:0.008520 2377:0.253360 759:0.349855
0 qid:10 2069:0.274914 565:0.053801 2562:0.012541 937:0.143064 1580:0.000000 2030:0.000000 2377:0.000000 759:0.223163
0 qid:10 2069:0.299260 565:0.082118 2562:0.012711 937:0.728383 1580:0.609547 2030:0.007384 2377:0.209705 759:0.349839
0 qid:10 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:10 2069:0.292404 565:0.074527 2562:0.012661 937:0.310066 1580:0.304199 2030:0.001432 2377:0.028478 759:0.326369
0 qid:10 2069:0.295142 565:0.077307 2562:0.012675 937:0.374852 1580:0.374395 2030:0.002306 2377:0.049514 759:0.337873
0 qid:10 2069:0.299280 565:0.082475 2562:0.012270 937:0.670396 1580:0.604830 2030:0.010765 2377:0.201291 759:0.349926
0 qid:10 2069:0.298323 565:0.080690 2562:0.012696 937:0.528964 1580:0.496452 2030:0.004507 2377:0.111597 759:0.348094
0 qid:10 2069:0.299261 565:0.082266 2562:0.012714 937:0.830776 1580:0.656952 2030:0.008837 2377:0.265981 759:0.349854
0 qid:10 2069:0.297042 565:0.079265 2562:0.012686 937:0.445881 1580:0.436317 2030:0.003310 2377:0.076306 759:0.344524
0 qid:10 2069:0.299220 565:0.081998 2562:0.012708 937:0.693214 1580:0.591888 2030:0.006880 2377:0.191225 759:0.349797
