,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,246,1468,1346,2160,306,combine
median_Examscore(%),80.25,80.25,59.26,18.52,59.26,18.52,18.52,18.52,18.52,17.28,18.52,18.52,18.52,18.52,80.25,18.52,12.35,13.58,13.58,11.11,12.35,11.11
mean_Examscore(%),67.54904761904761,67.4904761904762,45.79571428571429,34.50761904761905,45.913333333333334,34.50761904761905,34.50761904761905,34.50761904761905,34.50761904761905,34.448571428571434,34.50761904761905,34.50761904761905,34.50761904761905,34.50761904761905,68.01904761904763,34.50761904761905,32.6852380952381,32.743809523809524,33.33238095238096,32.62619047619048,32.6852380952381,32.62619047619048
sd_Examscore(%),31.551105036870243,31.66206365292548,37.174602428462975,33.62518474369501,37.06311122036753,33.62518474369501,33.62518474369501,33.62518474369501,33.62518474369501,33.65573848331281,33.62518474369501,33.62518474369501,33.62518474369501,33.62518474369501,32.01068413901239,33.62518474369501,32.85440786546725,32.81741800876335,33.402858995116254,32.8938733621005,32.85440786546725,32.8938733621005
Total_acc1,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Total_acc2,0.0,0.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Total_acc3,0.0,0.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Total_acc5,0.0,0.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
rate_acc1,0.0,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808
rate_acc2,0.0,0.0,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093
rate_acc3,0.0,0.0,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093
rate_acc5,0.0,0.0,0.23809523809523808,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093
