class2Mut139_T13,3,0.012
class2Mut140_T12,3,0.012
class2Mut141_T2,3,0.012
class2Mut142_T15,3,0.012
class2Mut143_T15,12,0.048
class2Mut144_T7,13,0.052
class2Mut145_T0,6,0.024
class2Mut146_T12,6,0.024
class2Mut147_T9,21,0.084
class2Mut148_T13,3,0.012
class2Mut149_T1,3,0.012
class2Mut150_T12,21,0.084
class2Mut151_T14,21,0.084
class2Mut152_T2,3,0.012
class2Mut153_T8,3,0.012
class2Mut154_T2,17,0.068
class2Mut155_T13,3,0.012
class2Mut156_T0,5,0.02
class2Mut157_T9,5,0.02
class2Mut158_T13,3,0.012
class2Mut159_T3,3,0.012
class2Mut160_T1,3,0.012
class2Mut161_T13,3,0.012
class2Mut162_T9,21,0.084
class2Mut163_T2,3,0.012
class2Mut164_T14,6,0.024
class2Mut165_T0,5,0.02
class2Mut166_T5,3,0.012
class2Mut167_T7,8,0.032
class2Mut168_T15,3,0.012
class2Mut169_T7,3,0.012
class2Mut170_T14,3,0.012
class2Mut171_T12,20,0.08
class2Mut172_T9,23,0.092
class2Mut173_T7,4,0.016
class2Mut174_T0,3,0.012
class2Mut175_T1,3,0.012
class2Mut176_T5,3,0.012
class2Mut177_T10,3,0.012
class2Mut178_T11,3,0.012
class2Mut179_T11,20,0.08
class2Mut180_T15,17,0.068
class2Mut181_T2,3,0.012
class2Mut182_T10,3,0.012
class2Mut183_T9,5,0.02
class2Mut184_T12,3,0.012
class2Mut185_T5,3,0.012
class2Mut186_T10,3,0.012
class2Mut187_T8,3,0.012
class2Mut188_T15,3,0.012
class2Mut189_T3,3,0.012
class2Mut190_T7,14,0.056
class2Mut191_T0,6,0.024
class2Mut192_T10,3,0.012
class2Mut193_T14,45,0.18
class2Mut194_T9,5,0.02
class2Mut195_T12,3,0.012
class2Mut196_T15,3,0.012
class2Mut197_T1,3,0.012
class2Mut198_T9,23,0.092
class2Mut199_T13,3,0.012
class2Mut200_T8,3,0.012
