,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
class2Mut71_T8,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,6.0,4.0,16.0,3.0,2.0
class2Mut132_T14,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,14.0,15.0,15.0,15.0,15.0,6.0,10.0,15.0,9.0
class2Mut139_T13,14.0,14.0,14.0,4.0,14.0,14.0,14.0,2.0,6.0,14.0,14.0,14.0,14.0,19.0,21.0,14.0,5.0
class2Mut96_T15,18.0,18.0,18.0,10.0,18.0,18.0,18.0,5.0,15.0,18.0,18.0,18.0,18.0,14.0,16.0,18.0,1.0
class2Mut191_T0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,20.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,3.0,1.0
class2Mut140_T12,13.0,13.0,13.0,11.0,13.0,13.0,13.0,8.0,11.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,6.0
class2Mut120_T0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,20.0,3.0,3.0,3.0,3.0,1.0,9.0,8.0,3.0,12.0
class2Mut66_T10,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,7.0,9.0,12.0,2.0
class2Mut38_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,2.0,2.0,1.0,1.0,2.0,20.0,14.0,2.0,1.0
class2Mut135_T9,9.0,7.0,8.0,13.0,8.0,8.0,8.0,13.0,10.0,10.0,10.0,10.0,7.0,7.0,12.0,7.0,1.0
class2Mut114_T1,5.0,5.0,5.0,20.0,5.0,5.0,5.0,18.0,20.0,5.0,5.0,5.0,5.0,17.0,2.0,5.0,7.0
class2Mut194_T9,12.0,12.0,12.0,17.0,12.0,12.0,12.0,13.0,19.0,12.0,12.0,12.0,12.0,11.0,8.0,12.0,3.0
class2Mut46_T10,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,7.0,9.0,12.0,2.0
class2Mut133_T10,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,12.0,7.0,9.0,12.0,2.0
class2Mut175_T1,5.0,5.0,5.0,20.0,5.0,5.0,5.0,18.0,20.0,5.0,5.0,5.0,5.0,17.0,2.0,5.0,7.0
class2Mut3_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,2.0,2.0,1.0,1.0,2.0,20.0,14.0,2.0,1.0
class2Mut2_T11,18.0,18.0,18.0,7.0,18.0,18.0,18.0,2.0,17.0,18.0,18.0,18.0,18.0,20.0,20.0,18.0,4.0
class2Mut78_T7,9.0,9.0,9.0,8.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,13.0,17.0,9.0,11.0
class2Mut93_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,2.0,2.0,1.0,1.0,2.0,20.0,14.0,2.0,1.0
class2Mut19_T2,6.0,3.0,6.0,3.0,5.0,5.0,2.0,21.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0
class2Mut145_T0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,20.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,3.0,1.0
class2Mut72_T14,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,14.0,15.0,15.0,15.0,15.0,6.0,10.0,15.0,9.0
class2Mut127_T12,13.0,13.0,13.0,11.0,13.0,13.0,13.0,8.0,11.0,13.0,13.0,13.0,13.0,5.0,13.0,13.0,6.0
class2Mut50_T8,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,6.0,4.0,16.0,3.0,2.0
