,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
OLSRMut115_T8,8.0,6.0,4.0,21.0,6.0,6.0,5.0,18.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0
OLSRMut155_T16,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0
OLSRMut104_T4,6.0,3.0,8.0,23.0,3.0,3.0,3.0,22.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0
OLSRMut136_T1,3.0,1.0,10.0,3.0,1.0,1.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0
OLSRMut132_T21,21.0,21.0,21.0,14.0,21.0,21.0,21.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,15.0
OLSRMut102_T22,22.0,22.0,22.0,15.0,22.0,22.0,22.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,16.0
OLSRMut109_T2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OLSRMut116_T17,17.0,17.0,17.0,10.0,17.0,17.0,17.0,8.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,11.0
OLSRMut1_T15,1.0,8.0,5.0,2.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,4.0
OLSRMut106_T17,17.0,17.0,17.0,10.0,17.0,17.0,17.0,8.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,11.0
OLSRMut128_T6,12.0,12.0,12.0,5.0,12.0,12.0,12.0,2.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0
OLSRMut113_T19,19.0,19.0,19.0,12.0,19.0,19.0,19.0,10.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,13.0
OLSRMut198_T10,5.0,5.0,3.0,18.0,5.0,5.0,7.0,17.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,19.0
OLSRMut166_T16,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,10.0
OLSRMut158_T2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OLSRMut171_T3,11.0,11.0,11.0,4.0,11.0,11.0,11.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5.0
OLSRMut12_T2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OLSRMut170_T21,21.0,21.0,21.0,14.0,21.0,21.0,21.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,15.0
OLSRMut200_T2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OLSRMut189_T22,22.0,22.0,22.0,15.0,22.0,22.0,22.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,16.0
OLSRMut161_T14,15.0,15.0,15.0,9.0,15.0,15.0,15.0,6.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0
OLSRMut129_T18,18.0,18.0,18.0,11.0,18.0,18.0,18.0,9.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,12.0
OLSRMut135_T11,13.0,13.0,13.0,6.0,13.0,13.0,13.0,3.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0
OLSRMut151_T22,22.0,22.0,22.0,15.0,22.0,22.0,22.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,16.0
