,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
median_Examscore(%),42.86,33.33,38.1,40.480000000000004,38.1,38.1,38.1,57.14,45.239999999999995,45.239999999999995,45.239999999999995,45.239999999999995,38.095,38.095,64.285,33.33,9.52
mean_Examscore(%),40.118249999999996,39.16574999999999,39.88025,42.73775,39.76124999999999,39.76124999999999,39.28499999999999,54.76100000000001,44.405249999999995,40.237249999999996,39.88024999999999,39.88024999999999,41.069999999999986,50.83274999999999,59.286000000000016,39.52299999999999,18.093999999999994
sd_Examscore(%),26.565556057682024,26.926255691739296,26.561138229346675,28.316689695663808,26.623699312156123,26.623699312156123,27.01830576024052,33.39442520648911,30.699232930156423,26.545021744633722,27.124182652225333,27.124182652225333,25.91894555072676,31.037624974189978,26.632891732804417,26.506391894825132,15.856639602613777
Total_acc1,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,7.0,7.0,4.0,1.0,2.0,2.0,15.0
Total_acc2,9.0,9.0,9.0,9.0,9.0,9.0,10.0,6.0,9.0,9.0,9.0,9.0,9.0,4.0,5.0,8.0,22.0
Total_acc3,12.0,13.0,12.0,12.0,12.0,12.0,13.0,7.0,12.0,12.0,12.0,12.0,10.0,6.0,5.0,13.0,24.0
Total_acc5,16.0,17.0,16.0,14.0,17.0,17.0,17.0,10.0,16.0,17.0,17.0,17.0,13.0,10.0,5.0,17.0,28.0
rate_acc1,0.1,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.05,0.05,0.175,0.175,0.1,0.025,0.05,0.05,0.375
rate_acc2,0.225,0.225,0.225,0.225,0.225,0.225,0.25,0.15,0.225,0.225,0.225,0.225,0.225,0.1,0.125,0.2,0.55
rate_acc3,0.3,0.325,0.3,0.3,0.3,0.3,0.325,0.175,0.3,0.3,0.3,0.3,0.25,0.15,0.125,0.325,0.6
rate_acc5,0.4,0.425,0.4,0.35,0.425,0.425,0.425,0.25,0.4,0.425,0.425,0.425,0.325,0.25,0.125,0.425,0.7
