,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
RM2Mut127_T31,14.0,4.0,2.0,3.0,4.0,4.0,4.0,191.0,4.0,4.0,4.0,4.0,30.0,4.0,4.0,4.0,3.0
RM2Mut133_T114,114.0,114.0,114.0,76.0,114.0,114.0,114.0,72.0,112.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,69.0
RM2Mut194_T31,13.0,4.0,2.0,3.0,4.0,4.0,4.0,191.0,4.0,4.0,4.0,4.0,30.0,4.0,4.0,4.0,2.0
RM2Mut129_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,178.0
RM2Mut190_T77,78.0,78.0,78.0,41.0,78.0,78.0,78.0,37.0,77.0,78.0,78.0,78.0,78.0,79.0,78.0,78.0,34.0
RM2Mut196_T152,152.0,152.0,152.0,114.0,152.0,152.0,152.0,110.0,150.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,107.0
RM2Mut138_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,178.0
RM2Mut137_T223,223.0,223.0,223.0,185.0,223.0,223.0,223.0,181.0,221.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,178.0
RM2Mut119_T176,176.0,176.0,176.0,138.0,176.0,176.0,176.0,134.0,174.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,131.0
RM2Mut170_T29,53.0,53.0,48.0,17.0,53.0,53.0,53.0,7.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,10.0
RM2Mut23_T68,72.0,72.0,72.0,35.0,72.0,72.0,72.0,30.0,71.0,72.0,72.0,72.0,72.0,73.0,72.0,72.0,28.0
RM2Mut136_T141,141.0,141.0,141.0,103.0,141.0,141.0,141.0,99.0,139.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,96.0
RM2Mut31_T152,152.0,152.0,152.0,114.0,152.0,152.0,152.0,110.0,150.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,107.0
RM2Mut164_T30,18.0,6.0,21.0,191.0,6.0,6.0,6.0,208.0,6.0,6.0,6.0,6.0,29.0,6.0,6.0,10.0,5.0
RM2Mut172_T114,114.0,114.0,114.0,76.0,114.0,114.0,114.0,72.0,112.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,69.0
RM2Mut22_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,146.0
RM2Mut188_T119,119.0,119.0,119.0,81.0,119.0,119.0,119.0,77.0,117.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,74.0
RM2Mut162_T5,20.0,5.0,44.0,205.0,5.0,5.0,5.0,216.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,6.0
RM2Mut13_T205,205.0,205.0,205.0,167.0,205.0,205.0,205.0,163.0,203.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,160.0
RM2Mut1_T11,26.0,20.0,16.0,189.0,20.0,20.0,20.0,186.0,20.0,20.0,20.0,20.0,11.0,20.0,20.0,19.0,2.0
RM2Mut197_T68,72.0,72.0,72.0,35.0,72.0,72.0,72.0,30.0,71.0,72.0,72.0,72.0,72.0,73.0,72.0,72.0,28.0
RM2Mut171_T16,40.0,34.0,46.0,222.0,33.0,33.0,33.0,218.0,33.0,33.0,33.0,33.0,16.0,33.0,33.0,33.0,5.0
RM2Mut155_T76,77.0,77.0,77.0,40.0,77.0,77.0,77.0,36.0,76.0,77.0,77.0,77.0,77.0,78.0,77.0,77.0,33.0
RM2Mut101_T191,191.0,191.0,191.0,153.0,191.0,191.0,191.0,149.0,189.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,146.0
RM2Mut184_T176,176.0,176.0,176.0,138.0,176.0,176.0,176.0,134.0,174.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,131.0
