,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
RM1Mut104_T64,69.0,69.0,69.0,35.0,69.0,69.0,69.0,33.0,61.0,69.0,69.0,69.0,69.0,71.0,71.0,69.0,51.0
RM1Mut181_T14,26.0,26.0,24.0,108.0,25.0,25.0,25.0,104.0,25.0,25.0,25.0,25.0,12.0,25.0,25.0,25.0,3.0
RM1Mut102_T64,69.0,69.0,69.0,35.0,69.0,69.0,69.0,33.0,61.0,69.0,69.0,69.0,69.0,71.0,71.0,69.0,51.0
RM1Mut111_T48,1.0,29.0,22.0,2.0,29.0,29.0,29.0,22.0,29.0,29.0,29.0,29.0,23.0,30.0,29.0,30.0,1.0
RM1Mut153_T14,26.0,26.0,24.0,108.0,25.0,25.0,25.0,104.0,25.0,25.0,25.0,25.0,12.0,25.0,25.0,25.0,3.0
RM1Mut172_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,8.0
RM1Mut199_T78,78.0,78.0,78.0,94.0,78.0,78.0,78.0,87.0,114.0,78.0,78.0,78.0,78.0,30.0,29.0,78.0,6.0
RM1Mut152_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,2.0
RM1Mut28_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0
RM1Mut33_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,8.0
RM1Mut188_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,8.0
RM1Mut105_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0
RM1Mut139_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,5.0
RM1Mut23_T52,1.0,29.0,24.0,2.0,29.0,29.0,29.0,24.0,29.0,29.0,31.0,31.0,28.0,32.0,29.0,32.0,1.0
RM1Mut117_T4,1.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0
RM1Mut162_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,56.0
RM1Mut140_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,1.0
RM1Mut113_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,58.0
RM1Mut167_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,58.0
RM1Mut14_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,58.0
RM1Mut107_T32,47.0,47.0,47.0,17.0,47.0,47.0,47.0,15.0,43.0,47.0,47.0,47.0,47.0,53.0,53.0,47.0,33.0
RM1Mut129_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,1.0
RM1Mut29_T64,69.0,69.0,69.0,35.0,69.0,69.0,69.0,33.0,61.0,69.0,69.0,69.0,69.0,71.0,71.0,69.0,51.0
RM1Mut126_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0
RM1Mut164_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0
RM1Mut115_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
