,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,combine
median_Examscore(%),45.68,45.68,29.63,32.1,29.63,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,32.1,45.68,32.1,29.63
mean_Examscore(%),48.3242857142857,48.3242857142857,44.85619047619048,38.50571428571429,44.85619047619048,38.50571428571429,38.740952380952386,38.50571428571429,38.50571428571429,38.50571428571429,38.50571428571429,38.50571428571429,38.50571428571429,38.50571428571429,48.50095238095237,38.50571428571429,36.506666666666675
sd_Examscore(%),33.026376666450794,33.026376666450794,32.879070770961654,30.778275223187634,32.879070770961654,30.778275223187634,30.4867185680522,30.778275223187634,30.778275223187634,30.778275223187634,30.778275223187634,30.778275223187634,30.778275223187634,30.778275223187634,33.30228549285498,30.778275223187634,30.15214840327855
Total_acc1,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
Total_acc2,2.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
Total_acc3,2.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
Total_acc5,2.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
rate_acc1,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.14285714285714285
rate_acc2,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.23809523809523808
rate_acc3,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.23809523809523808
rate_acc5,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.09523809523809523,0.23809523809523808,0.23809523809523808
