,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,combine
InFlightMut152_T18,20.0,20.0,18.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,14.0
InFlightMut134_T6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,5.0
InFlightMut1_T20,22.0,22.0,20.0,20.0,22.0,22.0,22.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,16.0
InFlightMut123_T12,15.0,15.0,13.0,13.0,15.0,15.0,15.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,9.0
InFlightMut39_T24,25.0,25.0,24.0,23.0,25.0,25.0,25.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,19.0
InFlightMut155_T4,10.0,10.0,8.0,8.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,4.0
InFlightMut36_T3,9.0,9.0,7.0,7.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,3.0
InFlightMut46_T18,20.0,20.0,18.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,14.0
InFlightMut118_T12,15.0,15.0,13.0,13.0,15.0,15.0,15.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,9.0
InFlightMut32_T16,18.0,18.0,16.0,16.0,18.0,18.0,18.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0,12.0
InFlightMut156_T21,23.0,23.0,21.0,21.0,23.0,23.0,23.0,20.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,17.0
InFlightMut106_T3,9.0,9.0,7.0,7.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,3.0
InFlightMut115_T19,21.0,21.0,19.0,19.0,21.0,21.0,21.0,18.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.0,15.0
InFlightMut31_T13,16.0,16.0,14.0,14.0,16.0,16.0,16.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,16.0,10.0
InFlightMut13_T20,22.0,22.0,20.0,20.0,22.0,22.0,22.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,16.0
InFlightMut199_T27,27.0,27.0,27.0,32.0,27.0,27.0,27.0,32.0,32.0,27.0,27.0,27.0,27.0,32.0,8.0,27.0,32.0
InFlightMut21_T12,15.0,15.0,13.0,13.0,15.0,15.0,15.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,9.0
InFlightMut146_T32,32.0,32.0,32.0,29.0,32.0,32.0,32.0,28.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,25.0
InFlightMut154_T22,25.0,25.0,23.0,19.0,25.0,25.0,25.0,18.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,17.0
InFlightMut2_T15,4.0,4.0,3.0,3.0,4.0,4.0,4.0,14.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,27.0
InFlightMut160_T31,31.0,31.0,31.0,28.0,31.0,31.0,31.0,27.0,30.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,24.0
InFlightMut150_T31,31.0,31.0,31.0,28.0,31.0,31.0,31.0,27.0,30.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,24.0
InFlightMut110_T16,18.0,18.0,16.0,16.0,18.0,18.0,18.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0,12.0
InFlightMut41_T28,28.0,28.0,28.0,25.0,28.0,28.0,28.0,24.0,27.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,21.0
InFlightMut194_T7,12.0,12.0,10.0,10.0,12.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,6.0
InFlightMut27_T21,23.0,23.0,21.0,21.0,23.0,23.0,23.0,20.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,17.0
