,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2300,1008,1787,703,1048,413,combine
median_Examscore(%),17.105,25.0,21.05,35.09,25.0,25.0,25.0,34.21,25.0,25.0,25.0,25.0,21.05,25.439999999999998,25.0,25.0,7.895,9.21,8.775,8.77,8.77,9.65,3.9499999999999997
mean_Examscore(%),25.373076923076916,29.420384615384606,27.26115384615384,41.76653846153847,29.656923076923064,29.656923076923064,29.656923076923064,47.63846153846154,32.59115384615383,29.656923076923064,29.82576923076922,29.82576923076922,31.04038461538461,30.431923076923063,30.196153846153834,29.69076923076922,25.3376923076923,20.209999999999997,20.614999999999995,20.006923076923076,20.883846153846147,21.18846153846153,16.128076923076918
sd_Examscore(%),26.34079539713723,23.58932987276565,25.099692161765343,35.23880553506974,23.373609523431465,23.373609523431465,23.373609523431465,31.917358373437825,27.521982970261874,23.373609523431465,23.2584233641194,23.2584233641194,21.929147813951957,24.112688944907124,24.21451995426266,23.440194184021077,26.89028736294089,22.993592846704058,23.912711138639214,23.10416252872729,23.63450665056042,23.593164042545496,20.030552068124486
Total_acc1,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,8.0,8.0,7.0,8.0,8.0
Total_acc2,8.0,1.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,8.0,8.0,8.0,8.0,10.0
Total_acc3,8.0,1.0,5.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,11.0,11.0,8.0,8.0,10.0
Total_acc5,11.0,4.0,9.0,8.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,8.0,12.0,13.0,12.0,9.0,10.0,14.0
rate_acc1,0.3076923076923077,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2692307692307692,0.3076923076923077,0.3076923076923077
rate_acc2,0.3076923076923077,0.038461538461538464,0.15384615384615385,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.38461538461538464
rate_acc3,0.3076923076923077,0.038461538461538464,0.19230769230769232,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.3076923076923077,0.4230769230769231,0.4230769230769231,0.3076923076923077,0.3076923076923077,0.38461538461538464
rate_acc5,0.4230769230769231,0.15384615384615385,0.34615384615384615,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.46153846153846156,0.5,0.46153846153846156,0.34615384615384615,0.38461538461538464,0.5384615384615384
