,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2072,1169,1299,1793,2145,2799,1637,combine
RM1Mut171_T52,1.0,29.0,24.0,2.0,29.0,29.0,29.0,24.0,29.0,29.0,31.0,31.0,28.0,32.0,29.0,32.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut136_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,5.0,15.0,14.0,6.0,13.0,8.0,9.0,1.0
RM1Mut152_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,6.0,3.0,7.0,8.0,11.0,4.0,5.0,3.0
RM1Mut119_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,63.0,64.0,69.0,66.0,76.0,58.0,76.0,54.0
RM1Mut105_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut190_T4,1.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut196_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,10.0,2.0,1.0,2.0
RM1Mut187_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,63.0,64.0,69.0,66.0,76.0,58.0,76.0,54.0
RM1Mut130_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,65.0,66.0,71.0,68.0,78.0,60.0,78.0,56.0
RM1Mut194_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut160_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,65.0,66.0,71.0,68.0,78.0,60.0,78.0,56.0
RM1Mut17_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,63.0,64.0,69.0,66.0,76.0,58.0,76.0,54.0
RM1Mut132_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,5.0,15.0,14.0,6.0,13.0,8.0,9.0,1.0
RM1Mut195_T44,51.0,51.0,51.0,21.0,51.0,51.0,51.0,19.0,47.0,51.0,51.0,51.0,51.0,57.0,57.0,51.0,44.0,45.0,50.0,47.0,57.0,39.0,57.0,35.0
RM1Mut179_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut192_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,5.0,15.0,14.0,6.0,13.0,8.0,9.0,1.0
RM1Mut169_T18,33.0,33.0,33.0,85.0,33.0,33.0,33.0,83.0,110.0,33.0,33.0,33.0,33.0,31.0,31.0,33.0,18.0,18.0,22.0,21.0,31.0,14.0,19.0,8.0
RM1Mut122_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,65.0,66.0,71.0,68.0,78.0,60.0,78.0,56.0
RM1Mut109_T64,69.0,69.0,69.0,35.0,69.0,69.0,69.0,33.0,61.0,69.0,69.0,69.0,69.0,71.0,71.0,69.0,58.0,59.0,64.0,61.0,71.0,53.0,71.0,49.0
RM1Mut36_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut115_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,10.0,2.0,1.0,2.0
RM1Mut181_T14,26.0,26.0,24.0,108.0,25.0,25.0,25.0,104.0,25.0,25.0,25.0,25.0,12.0,25.0,25.0,25.0,111.0,21.0,16.0,9.0,18.0,103.0,13.0,5.0
RM1Mut112_T78,78.0,78.0,78.0,94.0,78.0,78.0,78.0,87.0,114.0,78.0,78.0,78.0,78.0,30.0,29.0,78.0,15.0,16.0,18.0,18.0,29.0,12.0,14.0,6.0
RM1Mut26_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut137_T78,78.0,78.0,78.0,94.0,78.0,78.0,78.0,87.0,114.0,78.0,78.0,78.0,78.0,30.0,29.0,78.0,15.0,16.0,18.0,18.0,29.0,12.0,14.0,6.0
RM1Mut176_T1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0,10.0,2.0,1.0,2.0
