,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2641,2043,2995,1787,1744,479,1166,2705,combine
RM1Mut13_T66,5.0,7.0,4.0,89.0,7.0,7.0,7.0,97.0,7.0,7.0,8.0,8.0,24.0,7.0,7.0,7.0,12.0,13.0,7.0,3.0,4.0,3.0,11.0,15.0,3.0
RM1Mut2_T36,1.0,4.0,2.0,2.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0,5.0,16.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut112_T78,78.0,78.0,78.0,94.0,78.0,78.0,78.0,87.0,114.0,78.0,78.0,78.0,78.0,30.0,29.0,78.0,2.0,29.0,18.0,17.0,16.0,16.0,29.0,3.0,6.0
RM1Mut190_T4,1.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut139_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,5.0,8.0,8.0,13.0,2.0,10.0,13.0,4.0,4.0
RM1Mut181_T14,26.0,26.0,24.0,108.0,25.0,25.0,25.0,104.0,25.0,25.0,25.0,25.0,12.0,25.0,25.0,25.0,37.0,19.0,25.0,16.0,20.0,25.0,18.0,23.0,5.0
RM1Mut132_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0,3.0,19.0,15.0,14.0,15.0,15.0,2.0,2.0
RM1Mut116_T42,13.0,17.0,8.0,91.0,20.0,20.0,20.0,89.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,6.0,4.0,4.0,6.0,5.0,2.0,14.0,7.0
RM1Mut192_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0,3.0,19.0,15.0,14.0,15.0,15.0,2.0,2.0
RM1Mut162_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,76.0,76.0,66.0,76.0,65.0,76.0,61.0,63.0
RM1Mut156_T68,71.0,71.0,71.0,37.0,71.0,71.0,71.0,35.0,63.0,71.0,71.0,71.0,71.0,73.0,73.0,71.0,73.0,73.0,73.0,63.0,73.0,62.0,73.0,58.0,60.0
RM1Mut101_T64,69.0,69.0,69.0,35.0,69.0,69.0,69.0,33.0,61.0,69.0,69.0,69.0,69.0,71.0,71.0,69.0,71.0,71.0,71.0,61.0,71.0,60.0,71.0,56.0,58.0
RM1Mut110_T48,1.0,29.0,22.0,2.0,29.0,29.0,29.0,22.0,29.0,29.0,29.0,29.0,23.0,30.0,29.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut137_T78,78.0,78.0,78.0,94.0,78.0,78.0,78.0,87.0,114.0,78.0,78.0,78.0,78.0,30.0,29.0,78.0,2.0,29.0,18.0,17.0,16.0,16.0,29.0,3.0,6.0
RM1Mut165_T72,1.0,10.0,2.0,2.0,12.0,12.0,12.0,37.0,12.0,12.0,12.0,12.0,28.0,12.0,12.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut20_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RM1Mut168_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0,3.0,19.0,15.0,14.0,15.0,15.0,2.0,2.0
RM1Mut17_T74,74.0,74.0,74.0,40.0,74.0,74.0,74.0,38.0,66.0,74.0,74.0,74.0,74.0,76.0,76.0,74.0,76.0,76.0,76.0,66.0,76.0,65.0,76.0,61.0,63.0
RM1Mut200_T14,26.0,26.0,24.0,108.0,25.0,25.0,25.0,104.0,25.0,25.0,25.0,25.0,12.0,25.0,25.0,25.0,37.0,19.0,25.0,16.0,20.0,25.0,18.0,23.0,5.0
RM1Mut180_T46,28.0,28.0,28.0,106.0,28.0,28.0,28.0,99.0,28.0,28.0,28.0,28.0,22.0,28.0,28.0,27.0,1.0,3.0,19.0,15.0,14.0,15.0,15.0,2.0,2.0
RM1Mut184_T72,8.0,13.0,5.0,92.0,15.0,15.0,15.0,95.0,15.0,15.0,15.0,15.0,28.0,15.0,15.0,14.0,17.0,12.0,6.0,5.0,5.0,4.0,6.0,22.0,8.0
RM1Mut122_T76,76.0,76.0,76.0,42.0,76.0,76.0,76.0,40.0,68.0,76.0,76.0,76.0,76.0,78.0,78.0,76.0,78.0,78.0,78.0,68.0,78.0,67.0,78.0,63.0,65.0
RM1Mut151_T32,47.0,47.0,47.0,17.0,47.0,47.0,47.0,15.0,43.0,47.0,47.0,47.0,47.0,53.0,53.0,47.0,53.0,53.0,53.0,43.0,53.0,42.0,53.0,38.0,40.0
RM1Mut158_T32,47.0,47.0,47.0,17.0,47.0,47.0,47.0,15.0,43.0,47.0,47.0,47.0,47.0,53.0,53.0,47.0,53.0,53.0,53.0,43.0,53.0,42.0,53.0,38.0,40.0
RM1Mut186_T2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,5.0,8.0,8.0,13.0,2.0,10.0,13.0,4.0,4.0
RM1Mut194_T8,1.0,13.0,3.0,2.0,13.0,13.0,13.0,2.0,13.0,13.0,13.0,13.0,7.0,13.0,13.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
