,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,14,2957,186,88,238,2146,1930,combine
median_Examscore(%),56.25,45.315,48.44,59.38,65.62,65.62,65.62,56.25,65.62,65.62,65.62,65.62,59.38,65.62,68.75,65.62,45.315,45.315,45.315,50.0,48.44,54.685,48.44,45.315
mean_Examscore(%),45.52066666666666,43.333000000000006,46.87633333333335,49.58433333333334,56.04033333333332,56.04033333333332,56.14466666666666,45.52066666666666,55.72833333333333,56.14466666666666,56.14466666666666,56.14466666666666,50.62599999999999,55.623999999999995,58.541666666666664,56.35299999999999,43.02066666666668,44.16633333333334,43.333000000000006,46.354,46.14700000000001,52.707333333333324,46.042666666666676,42.81233333333334
sd_Examscore(%),27.51135463809422,26.373969945566692,26.80651882675547,26.02568660637666,26.98141141515808,26.98141141515808,26.837912675571644,27.51135463809422,26.24965642905975,26.837912675571644,26.837912675571644,26.837912675571644,29.97787996000637,26.394650920998735,26.78195288948722,26.50968283086584,25.85790627219476,27.864059842735415,26.52682599909395,25.938565695597504,25.882166826894004,26.37379563301335,25.689247574024826,25.51002300426562
Total_acc1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0
Total_acc2,6.0,6.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,3.0,0.0,3.0,6.0
Total_acc3,6.0,6.0,6.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,6.0,0.0,6.0,6.0
Total_acc5,7.0,7.0,6.0,3.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0
rate_acc1,0.1,0.1,0.0,0.03333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03333333333333333,0.0,0.0,0.0,0.1
rate_acc2,0.2,0.2,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.2,0.2,0.03333333333333333,0.1,0.0,0.1,0.2
rate_acc3,0.2,0.2,0.2,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.2,0.2,0.13333333333333333,0.2,0.0,0.2,0.2
rate_acc5,0.23333333333333334,0.23333333333333334,0.2,0.1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.23333333333333334,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.2,0.2,0.2,0.23333333333333334
