,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,2491,1198,98,132,432,2252,1954,combine
0,33.977807031453146,34.771763688372204,34.65372218102985,28.386046261029964,34.728716585365866,34.728716585365866,34.728716585365866,24.123121460540716,34.33119997417315,34.728716585365866,34.7072783529142,34.7072783529142,34.27171074418862,34.65763041524911,34.728716585365866,34.2626293163071,30.413795126554,30.787560393769425,30.246489008368123,29.52367689386492,29.63309021460075,30.367233344511316,30.283702839426137,29.313040573551334
1,30.258639218136256,30.01099187520021,30.88818337703487,28.14142893197382,29.971224132490814,29.971224132490814,29.971224132490814,28.075489262581574,29.613056225253075,29.971224132490814,29.931010858305466,29.931010858305466,28.476346693352358,29.820375444763712,29.987386031463288,29.842907739249092,26.9860236542301,27.03727407364384,26.904508246760436,26.382791632678547,28.22734166253233,26.879991300841848,26.981960875122965,26.679564195591105
2,31.893894791950384,32.22993397449024,32.731278526815906,29.434751473952232,32.20916175562475,32.20916175562475,32.20916175562475,26.77692440641133,31.85287316711006,32.20916175562475,32.18708601287168,32.18708601287168,31.926559152738854,32.12463410945978,32.22783767180169,32.214359779452394,29.957185298355387,29.955376712703845,29.983962780126316,29.511663937049256,29.168480865482177,29.78965937480096,29.85227999667697,28.29702085025913
3,32.103371956852136,31.35364479078416,32.35921369563852,31.9285866792336,31.28655578146413,31.28655578146413,31.28655578146413,30.12617235339841,30.916135468931643,31.28655578146413,31.235293862338914,31.235293862338914,30.934091350267046,31.17895498569508,31.31350519610774,31.179249108982724,30.273430116192646,30.23400975722539,30.72720785666453,30.33228911023147,32.04968316016037,30.371223479910494,30.47689000428576,28.43696767706899
4,30.646563059066402,30.41652579876056,31.42287246576926,26.674858150200787,30.337261895783097,30.337261895783097,30.337261895783097,26.457734200040633,29.99201379812077,30.337261895783097,30.297868643410112,30.297868643410112,28.442435883728383,30.202331549070838,30.305135692376187,30.297868643410112,27.535987513313067,27.461012441884467,27.265065364552736,26.952565171673985,27.871560026904366,27.138597513504635,27.25095712692186,26.378721519436834
5,33.321670466329664,34.10340317817759,33.838786045010536,32.17190941903614,34.08769030994424,34.08769030994424,34.08769030994424,29.0625413949526,33.708194972934,34.08769030994424,34.07084047490855,34.07084047490855,32.64384435591699,34.02510123423588,34.08769030994424,33.675758308710236,31.844591811902166,31.87859303670725,31.658670571161593,31.937717315633773,32.56064456262089,32.339644530101644,31.7171416744952,29.03466891493685
6,31.51651475549499,31.384415389382884,32.08930973600606,29.697992906367706,31.322365145903863,31.322365145903863,31.322365145903863,28.573541566747842,30.93957114548724,31.322365145903863,31.275710356974038,31.275710356974038,29.236007695990228,31.23895710487148,31.322365145903863,30.895532724543415,27.45504605714585,27.461038460577804,27.125293313314298,28.61518835047802,31.39565070727685,29.263635522607235,27.310924816514973,26.462464725216613
7,29.547225374531084,29.67623670548542,29.774504333965552,28.782166208724924,29.654915202486528,29.654915202486528,29.654915202486528,29.860844244595636,29.318275796278794,29.654915202486528,29.633363556415034,29.633363556415034,27.90404287912417,29.459767480413014,29.672490722328426,29.66281756116008,27.448980661098023,27.623753347436327,27.441651906059402,27.82599319581124,27.914956015249846,28.122916948045532,27.534018129095024,27.146091719926584
8,29.281776261012585,30.3475645206223,30.40989902975674,25.78304159714288,30.324200308224672,30.324200308224672,30.324200308224672,23.474589687574948,29.9513500140923,30.324200308224672,30.324200308224672,30.324200308224672,29.732399314552463,30.280629605959867,30.340924414614225,30.26101839000135,25.828480288239955,26.278542780501862,25.44318355342612,24.459425756410003,25.166785869474868,25.509001679145868,25.654337502002786,24.64167325216911
9,28.03805704157595,28.066439199394953,28.31570537116578,25.83583090077293,28.042513005554024,28.042513005554024,28.042513005554024,25.465526612789034,27.677702590111533,28.042513005554024,28.017082658026094,28.017082658026094,27.779928053662534,27.85275757143865,27.999574699150937,27.910357527866484,26.35857750967099,26.392448995877587,26.797083952052198,26.332130202473177,26.13218234285074,26.347390743677067,26.509234221304844,25.308272856913806
