,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,24,5,1247,1526,1011,8,9,combine
ATMMut116_T5,3.0,29.0,30.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0
ATMMut114_T22,2.0,2.0,4.0,12.0,27.0,27.0,27.0,2.0,21.0,27.0,27.0,27.0,22.0,30.0,30.0,27.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
ATMMut122_T24,2.0,2.0,4.0,4.0,24.0,24.0,24.0,2.0,8.0,24.0,24.0,24.0,24.0,30.0,30.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut118_T5,3.0,29.0,30.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0
ATMMut109_T30,2.0,2.0,4.0,8.0,30.0,30.0,30.0,2.0,12.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut130_T29,2.0,5.0,6.0,3.0,3.0,3.0,3.0,2.0,7.0,7.0,8.0,8.0,29.0,8.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
ATMMut102_T13,2.0,2.0,4.0,10.0,20.0,20.0,20.0,2.0,17.0,20.0,20.0,20.0,13.0,30.0,30.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut101_T12,2.0,2.0,4.0,12.0,20.0,20.0,20.0,2.0,19.0,20.0,20.0,20.0,12.0,30.0,30.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
ATMMut103_T22,2.0,2.0,4.0,12.0,27.0,27.0,27.0,2.0,21.0,27.0,27.0,27.0,22.0,30.0,30.0,27.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
ATMMut121_T15,4.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,15.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATMMut123_T15,2.0,2.0,4.0,11.0,18.0,18.0,18.0,2.0,16.0,18.0,18.0,18.0,15.0,30.0,30.0,18.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
ATMMut128_T5,2.0,2.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,5.0,30.0,30.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut100_T22,2.0,2.0,4.0,12.0,27.0,27.0,27.0,2.0,21.0,27.0,27.0,27.0,22.0,30.0,30.0,27.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
ATMMut108_T18,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,18.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
ATMMut112_T13,2.0,2.0,4.0,10.0,20.0,20.0,20.0,2.0,17.0,20.0,20.0,20.0,13.0,30.0,30.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut107_T15,2.0,2.0,4.0,11.0,18.0,18.0,18.0,2.0,16.0,18.0,18.0,18.0,15.0,30.0,30.0,18.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
ATMMut119_T21,2.0,2.0,4.0,12.0,25.0,25.0,25.0,2.0,18.0,25.0,25.0,25.0,21.0,30.0,30.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut125_T5,2.0,2.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,5.0,30.0,30.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut12_T21,2.0,2.0,4.0,12.0,25.0,25.0,25.0,2.0,18.0,25.0,25.0,25.0,21.0,30.0,30.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut115_T5,2.0,2.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,5.0,30.0,30.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut126_T11,2.0,2.0,4.0,13.0,17.0,17.0,17.0,2.0,17.0,17.0,17.0,17.0,11.0,30.0,30.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut124_T29,2.0,5.0,6.0,3.0,3.0,3.0,3.0,2.0,7.0,7.0,8.0,8.0,29.0,8.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
ATMMut127_T15,4.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,15.0,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
ATMMut117_T29,2.0,5.0,6.0,3.0,3.0,3.0,3.0,2.0,7.0,7.0,8.0,8.0,29.0,8.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
ATMMut129_T6,2.0,2.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,6.0,30.0,30.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut11_T21,2.0,2.0,4.0,12.0,25.0,25.0,25.0,2.0,18.0,25.0,25.0,25.0,21.0,30.0,30.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
ATMMut106_T18,2.0,2.0,4.0,10.0,22.0,22.0,22.0,2.0,12.0,22.0,22.0,22.0,18.0,30.0,30.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ATMMut110_T22,2.0,2.0,4.0,12.0,27.0,27.0,27.0,2.0,21.0,27.0,27.0,27.0,22.0,30.0,30.0,27.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
