,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,204,899,760,1433,40,157,317,combine
median_Examscore(%),28.4,28.4,28.4,28.4,25.93,25.93,25.93,28.4,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,23.46,24.69,23.46,23.46,23.46,23.46,23.46,23.46
mean_Examscore(%),41.64700000000001,41.56500000000001,36.254333333333335,36.419000000000004,29.587666666666667,29.834666666666667,29.958666666666666,41.853000000000016,29.587666666666667,29.587666666666667,29.587666666666667,29.587666666666667,29.87600000000001,29.587666666666667,29.587666666666667,29.587666666666667,27.365666666666673,28.43533333333334,27.365666666666673,27.283000000000005,27.283000000000005,27.365666666666673,27.283000000000005,27.283000000000005
sd_Examscore(%),34.90991649947046,34.98543142608028,33.208076882437574,33.0847798479332,27.71102652229867,27.458646365578275,27.338901263563073,35.249550562065124,27.71102652229867,27.71102652229867,27.71102652229867,27.71102652229867,27.284548184919107,27.71102652229867,27.71102652229867,27.71102652229867,27.263982769155014,27.503252564182212,27.263982769155014,27.31285274687384,27.31285274687384,27.263982769155014,27.31285274687384,27.31285274687384
Total_acc1,3.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Total_acc2,3.0,3.0,5.0,5.0,8.0,5.0,5.0,3.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Total_acc3,3.0,3.0,5.0,5.0,8.0,8.0,5.0,3.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Total_acc5,3.0,3.0,5.0,5.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
rate_acc1,0.1,0.1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
rate_acc2,0.1,0.1,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.16666666666666666,0.16666666666666666,0.1,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
rate_acc3,0.1,0.1,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.1,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
rate_acc5,0.1,0.1,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.1,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
