,Tarantula,Ochiai1,Ochiai2,Ample,Jaccard,Kulczynski,Dstar2,Naish1,Naish2,GP13,Wong1,RusselRao,Binary,GP02,GP03,GP19,14,2957,186,88,238,2146,1930,combine
InFlightMut36_T3,2.0,2.0,3.0,7.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,3.0,9.0,10.0,9.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0
InFlightMut41_T28,24.0,20.0,22.0,25.0,28.0,28.0,28.0,24.0,27.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,20.0,20.0,20.0,22.0,21.0,23.0,21.0,20.0
InFlightMut162_T31,27.0,23.0,25.0,28.0,31.0,31.0,31.0,27.0,30.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,23.0,23.0,23.0,25.0,24.0,26.0,24.0,23.0
InFlightMut45_T19,18.0,14.0,15.0,19.0,21.0,21.0,21.0,18.0,21.0,21.0,21.0,21.0,19.0,21.0,22.0,21.0,14.0,14.0,14.0,16.0,15.0,17.0,15.0,14.0
InFlightMut152_T18,17.0,13.0,14.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,18.0,20.0,21.0,20.0,13.0,13.0,13.0,15.0,14.0,16.0,14.0,13.0
InFlightMut116_T2,1.0,1.0,2.0,6.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,2.0,8.0,9.0,8.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0
InFlightMut179_T12,11.0,8.0,9.0,13.0,15.0,15.0,15.0,11.0,15.0,15.0,15.0,15.0,12.0,15.0,16.0,15.0,8.0,8.0,8.0,10.0,9.0,11.0,9.0,8.0
InFlightMut164_T2,1.0,1.0,2.0,6.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,2.0,8.0,9.0,8.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0
InFlightMut2_T15,14.0,28.0,29.0,3.0,4.0,4.0,4.0,14.0,4.0,4.0,4.0,4.0,15.0,4.0,4.0,6.0,27.0,30.0,26.0,28.0,27.0,31.0,27.0,26.0
InFlightMut169_T20,19.0,15.0,16.0,20.0,22.0,22.0,22.0,19.0,22.0,22.0,22.0,22.0,20.0,22.0,23.0,22.0,15.0,15.0,15.0,17.0,16.0,18.0,16.0,15.0
InFlightMut177_T19,18.0,14.0,15.0,19.0,21.0,21.0,21.0,18.0,21.0,21.0,21.0,21.0,19.0,21.0,22.0,21.0,14.0,14.0,14.0,16.0,15.0,17.0,15.0,14.0
InFlightMut130_T3,2.0,2.0,3.0,7.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,3.0,9.0,10.0,9.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0
InFlightMut12_T3,2.0,2.0,3.0,7.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,3.0,9.0,10.0,9.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0
InFlightMut18_T2,1.0,1.0,2.0,6.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,2.0,8.0,9.0,8.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0
InFlightMut147_T7,6.0,5.0,6.0,10.0,12.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,7.0,12.0,13.0,12.0,5.0,5.0,5.0,7.0,6.0,8.0,6.0,5.0
InFlightMut15_T19,18.0,14.0,15.0,19.0,21.0,21.0,21.0,18.0,21.0,21.0,21.0,21.0,19.0,21.0,22.0,21.0,14.0,14.0,14.0,16.0,15.0,17.0,15.0,14.0
InFlightMut131_T32,28.0,24.0,26.0,29.0,32.0,32.0,32.0,28.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,24.0,24.0,24.0,26.0,25.0,27.0,25.0,24.0
InFlightMut166_T9,8.0,29.0,30.0,4.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,7.0,28.0,29.0,25.0,29.0,26.0,32.0,26.0,27.0
InFlightMut1_T20,19.0,15.0,16.0,20.0,22.0,22.0,22.0,19.0,22.0,22.0,22.0,22.0,20.0,22.0,23.0,22.0,15.0,15.0,15.0,17.0,16.0,18.0,16.0,15.0
InFlightMut159_T19,18.0,14.0,15.0,19.0,21.0,21.0,21.0,18.0,21.0,21.0,21.0,21.0,19.0,21.0,22.0,21.0,14.0,14.0,14.0,16.0,15.0,17.0,15.0,14.0
InFlightMut193_T26,23.0,19.0,20.0,24.0,26.0,26.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,19.0,19.0,19.0,21.0,20.0,22.0,20.0,19.0
InFlightMut114_T13,12.0,9.0,10.0,14.0,16.0,16.0,16.0,12.0,16.0,16.0,16.0,16.0,13.0,16.0,17.0,16.0,9.0,9.0,9.0,11.0,10.0,12.0,10.0,9.0
