,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,2587,469,822,1144,1241,243,combine
median_Examscore(%),53.12,42.185,45.315,62.5,56.25,62.5,62.5,62.5,56.25,65.62,62.5,65.62,62.5,62.5,53.12,62.5,46.88,45.315,43.75,43.75,43.75,45.315,43.75
mean_Examscore(%),46.754230769230766,42.30653846153845,45.673846153846156,56.97038461538462,50.72153846153845,56.97038461538462,56.97038461538462,56.97038461538462,50.96192307692307,59.25423076923076,56.73038461538461,59.61423076923076,57.21076923076923,56.97038461538462,46.754230769230766,56.73038461538461,45.19346153846155,45.3126923076923,42.067692307692305,42.067692307692305,42.067692307692305,45.553461538461534,41.947307692307696
sd_Examscore(%),25.117956154604126,23.623755830486854,23.931846577633422,24.84746562219483,24.000543109239455,24.84746562219483,24.84746562219483,24.84746562219483,23.548013762392916,25.117956154604126,24.473991498040398,24.968940573933356,24.4267017704932,24.84746562219483,25.117956154604126,24.473991498040398,23.152469404762456,23.422445398837812,23.154894654511786,23.154894654511786,23.154894654511786,23.867929603098414,22.933184437873834
Total_acc1,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Total_acc2,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0
Total_acc3,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
Total_acc5,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
rate_acc1,0.11538461538461539,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464
rate_acc2,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.15384615384615385
rate_acc3,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.15384615384615385
rate_acc5,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.15384615384615385
