1
1.0,249.0,0.0,0.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,91.0,1.0,158.0
0.0,165.0,1.0,84.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
1.0,47.0,0.0,202.0
1.0,112.0,0.0,137.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
0.0,0.0,1.0,249.0
