0 qid:1 2733:0.000000 692:0.293920 2152:0.049774 1700:0.772880 196:0.000606 2346:0.505524 2960:0.022209 1914:0.571250 1263:0.759058
0 qid:1 2733:0.351395 692:0.126468 2152:0.003246 1700:0.524345 196:0.000606 2346:0.000000 2960:0.000000 1914:0.494486 1263:0.318852
0 qid:1 2733:0.350704 692:0.099125 2152:0.002764 1700:0.751152 196:0.002306 2346:0.378723 2960:0.011579 1914:0.758384 1263:0.306773
0 qid:1 2733:0.351413 692:0.129464 2152:0.003322 1700:0.785946 196:0.002708 2346:0.375308 2960:0.009709 1914:0.790361 1263:0.344558
0 qid:2 2733:0.993440 692:0.245663 2152:0.050913 1700:1.000000 196:0.000612 2346:0.571524 2960:0.141972 1914:0.532675 1263:1.000000
0 qid:2 2733:0.779314 692:0.063706 2152:0.003573 1700:0.067091 196:0.000044 2346:0.188788 2960:0.022019 1914:0.175624 1263:0.178506
0 qid:2 2733:1.000000 692:1.000000 2152:1.000000 1700:0.897166 196:0.005131 2346:1.000000 2960:1.000000 1914:0.891468 1263:0.234318
0 qid:2 2733:0.779542 692:0.146224 2152:0.003796 1700:0.767041 196:0.024168 2346:0.577423 2960:0.073741 1914:0.821053 1263:0.184915
0 qid:2 2733:0.000000 692:0.000000 2152:0.000000 1700:0.273222 196:0.000109 2346:0.493473 2960:0.062314 1914:0.269199 1263:0.000000
0 qid:2 2733:0.779543 692:0.147652 2152:0.003797 1700:0.772197 196:0.029094 2346:0.577165 2960:0.074566 1914:0.766329 1263:0.184917
0 qid:2 2733:0.779344 692:0.062568 2152:0.003604 1700:0.000000 196:0.000000 2346:0.241569 2960:0.023582 1914:0.000000 1263:0.179321
0 qid:2 2733:0.779534 692:0.132611 2152:0.003788 1700:0.724415 196:0.009483 2346:0.577389 2960:0.066158 1914:0.887915 1263:0.184853
0 qid:2 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:2 2733:0.779447 692:0.071049 2152:0.003706 1700:0.397220 196:0.000447 2346:0.444269 2960:0.033955 1914:0.470210 1263:0.182509
0 qid:2 2733:0.779468 692:0.078018 2152:0.003726 1700:0.477885 196:0.000850 2346:0.486574 2960:0.038092 1914:0.573214 1263:0.183197
0 qid:2 2733:0.776269 692:0.133033 2152:0.001261 1700:0.804860 196:0.007534 2346:0.499376 2960:0.000000 1914:0.860362 1263:0.185197
0 qid:2 2733:0.779504 692:0.098999 2152:0.003760 1700:0.606420 196:0.002499 2346:0.548812 2960:0.048917 1914:0.749582 1263:0.184259
0 qid:2 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:2 2733:0.779487 692:0.087024 2152:0.003743 1700:0.544339 196:0.001460 2346:0.520860 2960:0.042878 1914:0.663412 1263:0.183771
1 qid:2 2733:0.779529 692:0.126256 2152:0.003784 1700:0.704996 196:0.007149 2346:0.575592 2960:0.062769 1914:0.873321 1263:0.184797
0 qid:2 2733:0.779421 692:0.065821 2152:0.003680 1700:0.279580 196:0.000174 2346:0.389740 2960:0.030106 1914:0.337394 1263:0.181638
0 qid:2 2733:0.779425 692:0.066423 2152:0.003684 1700:0.299534 196:0.000205 2346:0.398099 2960:0.030621 1914:0.358290 1263:0.181771
0 qid:2 2733:0.779181 692:0.073489 2152:0.003434 1700:0.340941 196:0.000499 2346:0.000000 2960:0.018226 1914:0.482928 1263:0.175616
0 qid:2 2733:0.779500 692:0.096234 2152:0.003757 1700:0.593727 196:0.002230 2346:0.543606 2960:0.047535 1914:0.731992 1263:0.184165
0 qid:2 2733:0.779503 692:0.098065 2152:0.003759 1700:0.602220 196:0.002406 2346:0.547124 2960:0.048451 1914:0.743771 1263:0.184228
0 qid:3 2733:0.000000 692:0.374516 2152:0.064007 1700:0.714036 196:0.000612 2346:0.380864 2960:0.015780 1914:0.524499 1263:0.775939
0 qid:3 2733:0.276215 692:0.000000 2152:0.014423 1700:0.187261 196:0.000082 2346:0.000000 2960:0.000000 1914:0.175799 1263:0.000000
1 qid:3 2733:1.000000 692:1.000000 2152:1.000000 1700:0.876817 196:0.005062 2346:1.000000 2960:1.000000 1914:0.890010 1263:1.000000
0 qid:3 2733:0.279797 692:0.254693 2152:0.024216 1700:0.915858 196:0.029713 2346:0.262771 2960:0.037026 1914:0.774300 1263:0.611032
0 qid:3 2733:0.244654 692:0.251912 2152:0.025815 1700:1.000000 196:0.000137 2346:0.275341 2960:0.013634 1914:0.280817 1263:0.617110
0 qid:3 2733:0.279789 692:0.254835 2152:0.024216 1700:0.916664 196:0.029713 2346:0.262543 2960:0.035433 1914:0.780289 1263:0.611037
0 qid:3 2733:0.276703 692:0.031045 2152:0.016421 1700:0.000000 196:0.000000 2346:0.035664 2960:0.000282 1914:0.000000 1263:0.114776
0 qid:3 2733:0.279739 692:0.250152 2152:0.024198 1700:0.867525 196:0.010174 2346:0.262062 2960:0.022149 1914:0.887129 1263:0.609936
0 qid:3 2733:0.279790 692:0.255493 2152:0.024216 1700:0.934341 196:1.000000 2346:0.262061 2960:0.043601 1914:1.000000 1263:0.611042
0 qid:3 2733:0.278467 692:0.164950 2152:0.022264 1700:0.456890 196:0.000516 2346:0.184315 2960:0.003299 1914:0.511815 1263:0.498945
0 qid:3 2733:0.278021 692:0.198886 2152:0.022673 1700:0.557567 196:0.001012 2346:0.219776 2960:0.005929 1914:0.602173 1263:0.572974
0 qid:3 2733:0.279635 692:0.253973 2152:0.024222 1700:0.881432 196:0.018645 2346:0.264896 2960:0.042764 1914:0.840629 1263:0.611042
0 qid:3 2733:0.239501 692:0.261778 2152:0.026458 1700:0.763786 196:0.001444 2346:0.288382 2960:0.032518 1914:0.600508 1263:0.617261
0 qid:3 2733:0.279790 692:0.255493 2152:0.024216 1700:0.934341 196:1.000000 2346:0.262061 2960:0.043601 1914:1.000000 1263:0.611042
0 qid:3 2733:0.279788 692:0.248970 2152:0.024210 1700:0.758750 196:0.003430 2346:0.244931 2960:0.008618 1914:0.800524 1263:0.610329
0 qid:3 2733:0.279632 692:0.248738 2152:0.024169 1700:0.850531 196:0.008431 2346:0.261900 2960:0.021154 1914:0.874504 1263:0.610139
0 qid:3 2733:0.279783 692:0.243657 2152:0.024192 1700:0.264447 196:0.000122 2346:0.099767 2960:0.000414 1914:0.368696 1263:0.605792
0 qid:3 2733:0.278074 692:0.132746 2152:0.021194 1700:0.303469 196:0.000186 2346:0.149692 2960:0.002100 1914:0.388370 1263:0.425251
0 qid:3 2733:0.265110 692:0.014063 2152:0.000000 1700:0.416305 196:0.000579 2346:0.004232 2960:0.001003 1914:0.457103 1263:0.223959
0 qid:3 2733:0.279526 692:0.217753 2152:0.023919 1700:0.704499 196:0.002374 2346:0.236774 2960:0.007315 1914:0.744264 1263:0.565640
0 qid:3 2733:0.279787 692:0.247700 2152:0.024208 1700:0.707998 196:0.002374 2346:0.232481 2960:0.006287 1914:0.750439 1263:0.609916
0 qid:4 2733:0.993440 692:0.245663 2152:0.050913 1700:1.000000 196:0.000612 2346:0.571524 2960:0.141972 1914:0.532675 1263:1.000000
0 qid:4 2733:0.779314 692:0.063706 2152:0.003573 1700:0.067091 196:0.000044 2346:0.188788 2960:0.022019 1914:0.175624 1263:0.178506
0 qid:4 2733:1.000000 692:1.000000 2152:1.000000 1700:0.897166 196:0.005131 2346:1.000000 2960:1.000000 1914:0.891468 1263:0.234318
0 qid:4 2733:0.779542 692:0.146224 2152:0.003796 1700:0.767041 196:0.024168 2346:0.577423 2960:0.073741 1914:0.821053 1263:0.184915
0 qid:4 2733:0.000000 692:0.000000 2152:0.000000 1700:0.273222 196:0.000109 2346:0.493473 2960:0.062314 1914:0.269199 1263:0.000000
0 qid:4 2733:0.779543 692:0.147652 2152:0.003797 1700:0.772197 196:0.029094 2346:0.577165 2960:0.074566 1914:0.766329 1263:0.184917
0 qid:4 2733:0.779344 692:0.062568 2152:0.003604 1700:0.000000 196:0.000000 2346:0.241569 2960:0.023582 1914:0.000000 1263:0.179321
0 qid:4 2733:0.779534 692:0.132611 2152:0.003788 1700:0.724415 196:0.009483 2346:0.577389 2960:0.066158 1914:0.887915 1263:0.184853
0 qid:4 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:4 2733:0.779447 692:0.071049 2152:0.003706 1700:0.397220 196:0.000447 2346:0.444269 2960:0.033955 1914:0.470210 1263:0.182509
1 qid:4 2733:0.779468 692:0.078018 2152:0.003726 1700:0.477885 196:0.000850 2346:0.486574 2960:0.038092 1914:0.573214 1263:0.183197
0 qid:4 2733:0.776269 692:0.133033 2152:0.001261 1700:0.804860 196:0.007534 2346:0.499376 2960:0.000000 1914:0.860362 1263:0.185197
0 qid:4 2733:0.779504 692:0.098999 2152:0.003760 1700:0.606420 196:0.002499 2346:0.548812 2960:0.048917 1914:0.749582 1263:0.184259
0 qid:4 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:4 2733:0.779487 692:0.087024 2152:0.003743 1700:0.544339 196:0.001460 2346:0.520860 2960:0.042878 1914:0.663412 1263:0.183771
0 qid:4 2733:0.779529 692:0.126256 2152:0.003784 1700:0.704996 196:0.007149 2346:0.575592 2960:0.062769 1914:0.873321 1263:0.184797
0 qid:4 2733:0.779421 692:0.065821 2152:0.003680 1700:0.279580 196:0.000174 2346:0.389740 2960:0.030106 1914:0.337394 1263:0.181638
0 qid:4 2733:0.779425 692:0.066423 2152:0.003684 1700:0.299534 196:0.000205 2346:0.398099 2960:0.030621 1914:0.358290 1263:0.181771
0 qid:4 2733:0.779181 692:0.073489 2152:0.003434 1700:0.340941 196:0.000499 2346:0.000000 2960:0.018226 1914:0.482928 1263:0.175616
0 qid:4 2733:0.779500 692:0.096234 2152:0.003757 1700:0.593727 196:0.002230 2346:0.543606 2960:0.047535 1914:0.731992 1263:0.184165
0 qid:4 2733:0.779503 692:0.098065 2152:0.003759 1700:0.602220 196:0.002406 2346:0.547124 2960:0.048451 1914:0.743771 1263:0.184228
0 qid:5 2733:0.000000 692:0.317024 2152:0.048575 1700:0.771235 196:0.000716 2346:0.321615 2960:0.024253 1914:0.523016 1263:0.114158
0 qid:5 2733:0.002213 692:0.054577 2152:0.014737 1700:0.257567 196:0.000084 2346:0.060068 2960:0.002438 1914:0.108333 1263:0.028726
0 qid:5 2733:1.000000 692:1.000000 2152:1.000000 1700:0.905088 196:0.005694 2346:1.000000 2960:0.476446 1914:0.896635 1263:1.000000
0 qid:5 2733:0.002387 692:0.263265 2152:0.031822 1700:0.982840 196:0.031110 2346:0.270923 2960:0.183415 1914:0.814092 1263:0.099682
0 qid:5 2733:0.001938 692:0.247589 2152:0.030720 1700:0.000000 196:0.000141 2346:0.260965 2960:0.026678 1914:0.324861 1263:0.098161
0 qid:5 2733:0.002387 692:0.263757 2152:0.031937 1700:1.000000 196:1.000000 2346:0.270842 2960:0.294679 1914:0.986132 1263:0.099693
0 qid:5 2733:0.002277 692:0.044838 2152:0.018444 1700:0.136026 196:0.000000 2346:0.051233 2960:0.001361 1914:0.000000 1263:0.015039
0 qid:5 2733:0.002387 692:0.262589 2152:0.031821 1700:0.923965 196:0.009615 2346:0.267077 2960:0.068085 1914:0.902288 1263:0.099570
0 qid:5 2733:0.002387 692:0.263757 2152:0.031823 1700:1.000000 196:1.000000 2346:0.270804 2960:0.286460 1914:1.000000 1263:0.099693
0 qid:5 2733:0.002291 692:0.218082 2152:0.029251 1700:0.560849 196:0.000810 2346:0.231380 2960:0.020109 1914:0.570950 1263:0.094297
0 qid:5 2733:0.002328 692:0.221815 2152:0.029930 1700:0.641527 196:0.001269 2346:0.234966 2960:0.021603 1914:0.639646 1263:0.094856
0 qid:5 2733:0.002384 692:0.256990 2152:0.031751 1700:0.911465 196:0.008450 2346:0.266904 2960:0.068051 1914:0.876394 1263:0.099258
0 qid:5 2733:0.002378 692:0.233718 2152:0.031383 1700:0.788140 196:0.003032 2346:0.245753 2960:0.026465 1914:0.787501 1263:0.093824
1 qid:5 2733:0.005478 692:0.263757 2152:0.032249 1700:1.000000 196:1.000000 2346:0.278356 2960:1.000000 1914:0.787240 1263:0.099693
0 qid:5 2733:0.002385 692:0.256707 2152:0.031766 1700:0.911859 196:0.008450 2346:0.266596 2960:0.065878 1914:0.881533 1263:0.099047
0 qid:5 2733:0.002386 692:0.256140 2152:0.031800 1700:0.912538 196:0.008450 2346:0.265983 2960:0.061824 1914:0.891733 1263:0.097339
0 qid:5 2733:0.002387 692:0.260114 2152:0.031810 1700:0.282935 196:0.000084 2346:0.084404 2960:0.000000 1914:0.495758 1263:0.095161
0 qid:5 2733:0.002364 692:0.134550 2152:0.029071 1700:0.405244 196:0.000257 2346:0.146085 2960:0.004484 1914:0.527254 1263:0.038445
0 qid:5 2733:0.002095 692:0.000000 2152:0.000000 1700:0.531878 196:0.000716 2346:0.000000 2960:0.002265 1914:0.401658 1263:0.000000
0 qid:5 2733:0.002387 692:0.260969 2152:0.031818 1700:0.755637 196:0.002401 2346:0.229849 2960:0.017187 1914:0.783705 1263:0.098638
0 qid:5 2733:0.002385 692:0.221670 2152:0.031656 1700:0.762232 196:0.002516 2346:0.233790 2960:0.019037 1914:0.783373 1263:0.061443
0 qid:6 2733:0.993440 692:0.245663 2152:0.050913 1700:1.000000 196:0.000612 2346:0.571524 2960:0.141972 1914:0.532675 1263:1.000000
0 qid:6 2733:0.779314 692:0.063706 2152:0.003573 1700:0.067091 196:0.000044 2346:0.188788 2960:0.022019 1914:0.175624 1263:0.178506
1 qid:6 2733:1.000000 692:1.000000 2152:1.000000 1700:0.897166 196:0.005131 2346:1.000000 2960:1.000000 1914:0.891468 1263:0.234318
0 qid:6 2733:0.779542 692:0.146224 2152:0.003796 1700:0.767041 196:0.024168 2346:0.577423 2960:0.073741 1914:0.821053 1263:0.184915
0 qid:6 2733:0.000000 692:0.000000 2152:0.000000 1700:0.273222 196:0.000109 2346:0.493473 2960:0.062314 1914:0.269199 1263:0.000000
0 qid:6 2733:0.779543 692:0.147652 2152:0.003797 1700:0.772197 196:0.029094 2346:0.577165 2960:0.074566 1914:0.766329 1263:0.184917
0 qid:6 2733:0.779344 692:0.062568 2152:0.003604 1700:0.000000 196:0.000000 2346:0.241569 2960:0.023582 1914:0.000000 1263:0.179321
0 qid:6 2733:0.779534 692:0.132611 2152:0.003788 1700:0.724415 196:0.009483 2346:0.577389 2960:0.066158 1914:0.887915 1263:0.184853
0 qid:6 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:6 2733:0.779447 692:0.071049 2152:0.003706 1700:0.397220 196:0.000447 2346:0.444269 2960:0.033955 1914:0.470210 1263:0.182509
0 qid:6 2733:0.779468 692:0.078018 2152:0.003726 1700:0.477885 196:0.000850 2346:0.486574 2960:0.038092 1914:0.573214 1263:0.183197
0 qid:6 2733:0.776269 692:0.133033 2152:0.001261 1700:0.804860 196:0.007534 2346:0.499376 2960:0.000000 1914:0.860362 1263:0.185197
0 qid:6 2733:0.779504 692:0.098999 2152:0.003760 1700:0.606420 196:0.002499 2346:0.548812 2960:0.048917 1914:0.749582 1263:0.184259
0 qid:6 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:6 2733:0.779487 692:0.087024 2152:0.003743 1700:0.544339 196:0.001460 2346:0.520860 2960:0.042878 1914:0.663412 1263:0.183771
0 qid:6 2733:0.779529 692:0.126256 2152:0.003784 1700:0.704996 196:0.007149 2346:0.575592 2960:0.062769 1914:0.873321 1263:0.184797
0 qid:6 2733:0.779421 692:0.065821 2152:0.003680 1700:0.279580 196:0.000174 2346:0.389740 2960:0.030106 1914:0.337394 1263:0.181638
0 qid:6 2733:0.779425 692:0.066423 2152:0.003684 1700:0.299534 196:0.000205 2346:0.398099 2960:0.030621 1914:0.358290 1263:0.181771
0 qid:6 2733:0.779181 692:0.073489 2152:0.003434 1700:0.340941 196:0.000499 2346:0.000000 2960:0.018226 1914:0.482928 1263:0.175616
0 qid:6 2733:0.779500 692:0.096234 2152:0.003757 1700:0.593727 196:0.002230 2346:0.543606 2960:0.047535 1914:0.731992 1263:0.184165
0 qid:6 2733:0.779503 692:0.098065 2152:0.003759 1700:0.602220 196:0.002406 2346:0.547124 2960:0.048451 1914:0.743771 1263:0.184228
0 qid:7 2733:0.000000 692:0.333989 2152:0.062949 1700:0.716954 196:0.000585 2346:0.534135 2960:0.023511 1914:0.571122 1263:0.751005
0 qid:7 2733:0.409289 692:0.126010 2152:0.002950 1700:0.241997 196:0.000076 2346:0.117791 2960:0.000404 1914:0.213170 1263:0.297624
0 qid:7 2733:1.000000 692:1.000000 2152:1.000000 1700:0.941270 196:0.005068 2346:1.000000 2960:1.000000 1914:0.900822 1263:1.000000
0 qid:7 2733:0.409299 692:0.138083 2152:0.002997 1700:0.976966 196:0.024646 2346:0.393751 2960:0.034737 1914:0.847604 1263:0.315977
0 qid:7 2733:0.395654 692:0.091657 2152:0.000400 1700:0.000000 196:0.000114 2346:0.371304 2960:0.009677 1914:0.351659 1263:0.280031
0 qid:7 2733:0.409299 692:0.138332 2152:0.002997 1700:0.981952 196:0.029718 2346:0.393686 2960:0.036901 1914:0.801887 1263:0.315984
0 qid:7 2733:0.409291 692:0.125549 2152:0.002957 1700:0.042314 196:0.000000 2346:0.155085 2960:0.000648 1914:0.000000 1263:0.300008
0 qid:7 2733:0.409209 692:0.135782 2152:0.002986 1700:0.946846 196:0.013784 2346:0.394562 2960:0.032003 1914:0.888579 1263:0.315863
0 qid:7 2733:0.409300 692:0.139093 2152:0.002998 1700:1.000000 196:1.000000 2346:0.393289 2960:0.045056 1914:1.000000 1263:0.315993
0 qid:7 2733:0.408150 692:0.026885 2152:0.000797 1700:0.483038 196:0.000436 2346:0.323704 2960:0.004527 1914:0.537653 1263:0.094692
0 qid:7 2733:0.407784 692:0.070018 2152:0.001296 1700:0.599434 196:0.000926 2346:0.355914 2960:0.007156 1914:0.628369 1263:0.242464
0 qid:7 2733:0.408971 692:0.133020 2152:0.002949 1700:0.911145 196:0.008958 2346:0.394610 2960:0.027597 1914:0.879516 1263:0.315555
0 qid:7 2733:0.409298 692:0.130391 2152:0.002990 1700:0.780799 196:0.002581 2346:0.371478 2960:0.008253 1914:0.785346 1263:0.314188
0 qid:7 2733:0.409300 692:0.139093 2152:0.002998 1700:1.000000 196:1.000000 2346:0.393289 2960:0.045056 1914:1.000000 1263:0.315993
0 qid:7 2733:0.408628 692:0.081596 2152:0.002126 1700:0.689340 196:0.001513 2346:0.363673 2960:0.007725 1914:0.702546 1263:0.244919
1 qid:7 2733:0.409299 692:0.137837 2152:0.002997 1700:0.972062 196:0.021193 2346:0.393783 2960:0.032784 1914:0.872003 1263:0.315967
0 qid:7 2733:0.407918 692:0.000000 2152:0.000000 1700:0.369034 196:0.000210 2346:0.303107 2960:0.003692 1914:0.457208 1263:0.000000
0 qid:7 2733:0.409294 692:0.125510 2152:0.002975 1700:0.358508 196:0.000175 2346:0.268680 2960:0.002115 1914:0.457353 1263:0.307334
0 qid:7 2733:0.409284 692:0.128302 2152:0.002921 1700:0.533987 196:0.000618 2346:0.000000 2960:0.000000 1914:0.486242 1263:0.290130
0 qid:7 2733:0.408802 692:0.100011 2152:0.002483 1700:0.760659 196:0.002380 2346:0.376045 2960:0.009998 1914:0.763799 1263:0.279946
0 qid:7 2733:0.409298 692:0.130711 2152:0.002990 1700:0.792463 196:0.002799 2346:0.373852 2960:0.008739 1914:0.795531 1263:0.314356
0 qid:8 2733:1.000000 692:0.456489 2152:0.078583 1700:0.898124 196:0.000581 2346:0.497409 2960:0.064951 1914:0.524515 1263:1.000000
0 qid:8 2733:0.000549 692:0.082517 2152:0.008858 1700:0.242029 196:0.000051 2346:0.117080 2960:0.001921 1914:0.175663 1263:0.307751
0 qid:8 2733:0.050474 692:1.000000 2152:1.000000 1700:1.000000 196:0.005116 2346:1.000000 2960:1.000000 1914:0.891056 1263:0.798143
0 qid:8 2733:0.001246 692:0.307065 2152:0.018281 1700:0.962186 196:0.024304 2346:0.355490 2960:0.046261 1914:0.823909 1263:0.732955
0 qid:8 2733:0.000000 692:0.212893 2152:0.013716 1700:0.224930 196:0.000100 2346:0.281346 2960:0.013328 1914:0.269216 1263:0.669177
0 qid:8 2733:0.001246 692:0.307553 2152:0.018281 1700:0.966681 196:0.029270 2346:0.355230 2960:0.047768 1914:0.770347 1263:0.732956
0 qid:8 2733:0.000648 692:0.107258 2152:0.010731 1700:0.000000 196:0.000000 2346:0.151000 2960:0.002813 1914:0.000000 1263:0.386886
1 qid:8 2733:0.001246 692:0.304224 2152:0.018279 1700:0.937450 196:0.012582 2346:0.356189 2960:0.038449 1914:0.891569 1263:0.732938
0 qid:8 2733:0.001246 692:0.309044 2152:0.018282 1700:0.985690 196:1.000000 2346:0.354206 2960:0.052725 1914:1.000000 1263:0.732958
0 qid:8 2733:0.000404 692:0.238741 2152:0.015776 1700:0.470274 196:0.000468 2346:0.315313 2960:0.017600 1914:0.470115 1263:0.699981
0 qid:8 2733:0.001245 692:0.284262 2152:0.018250 1700:0.662698 196:0.000855 2346:0.282295 2960:0.006807 1914:0.580716 1263:0.731957
0 qid:8 2733:0.001186 692:0.299869 2152:0.018313 1700:0.727850 196:0.007537 2346:0.371828 2960:0.059478 1914:0.860967 1263:0.732875
0 qid:8 2733:0.001245 692:0.291667 2152:0.018266 1700:0.806590 196:0.002667 2346:0.335082 2960:0.015819 1914:0.761314 1263:0.732598
0 qid:8 2733:0.001246 692:0.309044 2152:0.018282 1700:0.985690 196:1.000000 2346:0.354206 2960:0.052725 1914:1.000000 1263:0.732958
0 qid:8 2733:0.001245 692:0.287026 2152:0.018258 1700:0.729790 196:0.001427 2346:0.308840 2960:0.010026 1914:0.663609 1263:0.732271
0 qid:8 2733:0.001243 692:0.297182 2152:0.018230 1700:0.894907 196:0.007537 2346:0.359109 2960:0.037676 1914:0.871958 1263:0.732020
0 qid:8 2733:0.000902 692:0.181901 2152:0.014942 1700:0.420813 196:0.000181 2346:0.248294 2960:0.007069 1914:0.347961 1263:0.583866
0 qid:8 2733:0.001244 692:0.280476 2152:0.018232 1700:0.471526 196:0.000196 2346:0.208097 2960:0.002023 1914:0.368558 1263:0.731114
0 qid:8 2733:0.000130 692:0.000000 2152:0.000000 1700:0.516870 196:0.000523 2346:0.000000 2960:0.000000 1914:0.474436 1263:0.000000
0 qid:8 2733:0.001150 692:0.267742 2152:0.017757 1700:0.768807 196:0.002285 2346:0.341393 2960:0.020753 1914:0.731900 1263:0.716743
0 qid:8 2733:0.001245 692:0.290713 2152:0.018264 1700:0.793033 196:0.002375 2346:0.330958 2960:0.014565 1914:0.744022 1263:0.732544
0 qid:9 2733:0.993440 692:0.245663 2152:0.050913 1700:1.000000 196:0.000612 2346:0.571524 2960:0.141972 1914:0.532675 1263:1.000000
0 qid:9 2733:0.779314 692:0.063706 2152:0.003573 1700:0.067091 196:0.000044 2346:0.188788 2960:0.022019 1914:0.175624 1263:0.178506
0 qid:9 2733:1.000000 692:1.000000 2152:1.000000 1700:0.897166 196:0.005131 2346:1.000000 2960:1.000000 1914:0.891468 1263:0.234318
0 qid:9 2733:0.779542 692:0.146224 2152:0.003796 1700:0.767041 196:0.024168 2346:0.577423 2960:0.073741 1914:0.821053 1263:0.184915
0 qid:9 2733:0.000000 692:0.000000 2152:0.000000 1700:0.273222 196:0.000109 2346:0.493473 2960:0.062314 1914:0.269199 1263:0.000000
0 qid:9 2733:0.779543 692:0.147652 2152:0.003797 1700:0.772197 196:0.029094 2346:0.577165 2960:0.074566 1914:0.766329 1263:0.184917
0 qid:9 2733:0.779344 692:0.062568 2152:0.003604 1700:0.000000 196:0.000000 2346:0.241569 2960:0.023582 1914:0.000000 1263:0.179321
0 qid:9 2733:0.779534 692:0.132611 2152:0.003788 1700:0.724415 196:0.009483 2346:0.577389 2960:0.066158 1914:0.887915 1263:0.184853
1 qid:9 2733:0.779546 692:0.152007 2152:0.003799 1700:0.797591 196:1.000000 2346:0.576108 2960:0.077121 1914:1.000000 1263:0.184920
0 qid:9 2733:0.779447 692:0.071049 2152:0.003706 1700:0.397220 196:0.000447 2346:0.444269 2960:0.033955 1914:0.470210 1263:0.182509
0 qid:9 2733:0.779468 692:0.078018 2152:0.003726 1700:0.477885 196:0.000850 2346:0.486574 2960:0.038092 1914:0.573214 1263:0.183197
0 qid:9 2733:0.776269 692:0.133033 2152:0.001261 1700:0.804860 196:0.007534 2346:0.499376 2960:0.000000 1914:0.860362 1263:0.185197
